assessed_entity_id,assurance_exception_count,high_severity_finding_count,control_maturity_score,months_since_independent_assurance
VEN-00041,1,0,3.4244710807756427,28.665480698215525
VEN-00042,1,1,3.678951568242896,9.544228969288122
VEN-00043,2,0,3.179090718632593,13.23943873461797
VEN-00044,0,0,4.627476748867081,6.697971894688611
VEN-00045,1,0,4.544724558872777,17.067476660216492
VEN-00046,2,1,3.593898415815893,9.306953711583692
VEN-00047,2,0,4.834714023377522,15.369554819296726
VEN-00048,0,0,2.7846335180303883,19.036038839599023
VEN-00049,2,0,3.474709878302237,11.722021371416288
VEN-00050,0,0,1.9917515622071928,8.492199712144947
VEN-00051,0,0,3.481378007028296,18.453782457166568
VEN-00052,0,0,2.80756091038988,12.122238049830326
VEN-00053,4,0,2.996769136828929,24.928723001854674
VEN-00054,0,0,3.2974831276545,4.948306428071482
VEN-00055,1,0,3.720935739259536,16.56825462954414
VEN-00056,2,1,3.3013900241133203,17.034641997243902
VEN-00057,3,1,2.645577910578557,9.138396553257866
VEN-00058,1,0,4.765364155468288,11.65495566725155
VEN-00059,2,0,3.250184441551748,5.201966292437396
VEN-00060,2,0,3.36661725410577,24.5848222514528
VEN-00061,1,0,3.842501366518323,6.485104956449492
VEN-00062,0,0,2.229649747725829,3.7406862107956096
VEN-00063,3,0,4.533872094770132,23.986963327705407
VEN-00064,0,0,2.659450523931026,6.718294767808857
VEN-00065,1,0,2.9979058153709577,32.13898900636091
VEN-00066,2,0,4.310694318635923,32.10421615953212
VEN-00067,2,0,3.444336205416703,10.014427812802074
VEN-00068,2,0,4.333953120571069,7.226088443203118
VEN-00069,2,0,3.737285962973227,10.962005663901444
VEN-00070,0,0,3.757152883751197,6.774314216522264
VEN-00071,0,0,2.259209081183565,9.498311543067937
VEN-00072,0,0,2.456328334189104,2.950016597908212
VEN-00073,1,0,4.639515353600576,17.57821242022715
VEN-00074,2,0,3.8070561112897896,40.84514893138318
VEN-00075,0,0,3.7325008181604105,12.651125730624669
VEN-00076,1,0,3.648034603597942,0.7749499641065151
VEN-00077,1,0,3.222164844100368,8.98633537625193
VEN-00078,1,0,4.57346378978575,3.138566777121552
VEN-00079,2,1,3.891427735512952,13.297804339497809
VEN-00080,0,0,4.090096977750331,14.829947652612688
VEN-00081,0,0,3.790524795590963,15.334856696406831
VEN-00082,2,1,3.29068218303866,14.279792802130247
VEN-00083,1,0,3.468402790987532,15.702106006369576
VEN-00084,1,0,3.0455178647733594,10.186896455358816
VEN-00085,1,0,3.707662390643789,26.52176119969566
VEN-00086,2,1,3.8351241683372015,10.612577050127962
VEN-00087,0,0,3.39645915658971,10.1283903433896
VEN-00088,1,0,5.0,20.803960999460404
VEN-00089,0,0,4.896066015221311,18.67345950124652
VEN-00090,0,0,2.438693144330061,26.525601770017268
VEN-00091,1,0,3.2700225308535296,2.1777746394025086
VEN-00092,0,0,2.204313749153119,7.391320335356823
VEN-00093,1,0,1.9954829419559912,17.91721026826878
VEN-00094,1,0,4.5468314296126415,5.690212189284483
VEN-00095,0,0,3.9256415538638194,11.351727588719006
VEN-00096,1,1,4.734761918571385,4.150748803819675
VEN-00097,3,2,2.9369796127489853,16.913137186611845
VEN-00098,1,0,3.9110977513610767,17.01930464681461
VEN-00099,1,1,3.0492035575875422,34.00116303353822
VEN-00100,4,0,2.950152379135572,7.646475280921424
VEN-00101,3,1,3.772194261195245,7.505995118503624
VEN-00102,1,0,4.038125101303796,8.20179544041477
VEN-00103,2,0,4.028671511970694,19.086876464073296
VEN-00104,1,0,3.850063829018146,5.924551841069897
VEN-00105,3,0,2.090796513015819,16.41959889735278
VEN-00106,0,0,2.2502061227359675,5.738783013684409
VEN-00107,0,0,4.09600389241869,11.663806082486612
VEN-00108,0,0,3.223160013930482,14.510571575140489
VEN-00109,1,0,3.0908209330409555,8.969651214495084
VEN-00110,2,0,2.5403855608317616,21.11135255312133
VEN-00111,1,1,3.6463745248907617,21.90467733371053
VEN-00112,1,1,3.6279947159622994,16.615413338804704
VEN-00113,1,1,3.066329396648048,17.06197175376941
VEN-00114,0,0,3.45247164026523,8.705712649617364
VEN-00115,0,0,3.9229377135302346,9.285902008854231
VEN-00116,0,0,1.9715865238414008,40.87583380800522
VEN-00117,1,0,3.764259218585817,8.138867498682313
VEN-00118,0,0,3.7524951422375024,1.559699928361086
VEN-00119,1,0,3.570619240685109,7.9065390383826095
VEN-00120,1,1,4.665572918425273,15.368095047758263
VEN-00121,2,1,3.0335274622498303,15.763054394808297
VEN-00122,1,0,4.036977935987897,11.572021413671376
VEN-00123,0,0,4.4190103908315,13.42473439556782
VEN-00124,1,0,4.364796243390131,5.343643990196388
VEN-00125,2,1,4.386120951875139,7.777240632410498
VEN-00126,1,0,2.95529357736808,6.15999576617933
VEN-00127,0,0,3.670437334195741,17.639695374236876
VEN-00128,0,0,4.075769346066081,13.803048768914136
VEN-00129,0,0,3.127806370469853,36.74181014597988
VEN-00130,2,0,3.79935970030223,7.729425213189743
VEN-00131,1,0,3.049044995531237,2.4554119612765013
VEN-00132,0,0,2.8293310652167705,7.052044673313435
VEN-00133,1,0,1.5020680810001372,12.08634613387337
VEN-00134,1,0,3.1076365855190327,6.870898443828715
VEN-00135,1,0,3.636352030604212,6.310840101586319
VEN-00136,0,0,4.122772677671828,12.48471241569279
VEN-00137,0,0,4.265314008488511,7.30776909371266
VEN-00138,0,0,3.230516787416253,3.52084553755337
VEN-00139,0,0,4.270624068525494,10.28158617251889
VEN-00140,2,0,4.858133333674962,13.164663111697058
VEN-00141,1,0,3.386928171877129,5.304953834181351
VEN-00142,0,0,3.5761933377576267,6.920283724414699
VEN-00143,4,1,3.365876790699289,5.956358906145892
VEN-00144,1,0,3.865284061870433,24.598906232929995
VEN-00145,1,0,3.794544832560685,11.938111042471062
VEN-00146,2,1,4.0220509555549055,17.866350999687334
VEN-00147,2,0,2.4963470594785195,2.108213477772804
VEN-00148,0,0,4.069762945259819,7.5520231283024
VEN-00149,1,0,3.56252591717938,6.885878654891495
VEN-00150,2,1,4.249500423871422,11.181400510472972
VEN-00151,0,0,3.14793251318229,7.242371828224882
VEN-00152,1,1,4.118957716489621,14.502601422077436
VEN-00153,1,0,3.1427760142861043,10.224374672963584
VEN-00154,0,0,3.850320293640433,10.120901219371204
VEN-00155,1,0,3.029551921423129,4.241396987977119
VEN-00156,1,0,3.5967311002411297,7.531917354602158
VEN-00157,1,0,2.947267364710587,21.14471329761424
VEN-00158,0,0,4.152620802395916,4.678931771727245
VEN-00159,2,0,3.456138978998911,6.578843265304887
VEN-00160,0,0,2.62603663269443,9.85491160803316
VEN-00161,0,0,4.821079074466884,18.20880426910327
VEN-00162,1,0,4.742351991904252,25.37751416912799
VEN-00163,2,1,3.0083259340129187,10.57285074850891
VEN-00164,1,0,4.762094668449388,5.818978672170848
VEN-00165,1,0,4.542645885239292,2.9580838730818617
VEN-00166,3,0,3.6908782269188825,14.363334600167065
VEN-00167,2,0,3.452166179623127,20.0622823438746
VEN-00168,0,0,3.7002514056623528,8.587765637984178
VEN-00169,3,1,1.7665993068651755,15.841175614908648
VEN-00170,1,0,4.818894208626707,8.580903120398911
VEN-00171,1,0,2.8308798758585034,12.600391199908069
VEN-00172,5,2,3.313603079189571,6.303290445332494
VEN-00173,0,0,4.009556488140367,10.658386017918492
VEN-00174,4,2,4.216787504657465,4.011283221133829
VEN-00175,0,0,2.810020649381748,15.530623832820536
VEN-00176,1,0,4.866605896112401,11.758067664745177
VEN-00177,2,0,3.1660754941066607,9.79531168761561
VEN-00178,0,0,3.856072373136695,23.796171538459035
VEN-00179,1,1,4.118308378914079,8.017446794989418
VEN-00180,2,0,3.556549104729832,23.485132635895454
VEN-00181,3,0,3.967417817938933,12.40828972150357
VEN-00182,0,0,3.551238912811633,20.69773190518707
VEN-00183,0,0,3.4418352350824835,9.048351340263528
VEN-00184,0,0,4.024790525449497,16.78049324620079
VEN-00185,1,0,3.488729511917549,32.53093892741017
VEN-00186,1,0,3.506416061677768,9.191197851928704
VEN-00187,2,0,3.802437654827665,27.991078070312334
VEN-00188,1,0,2.4997205285015287,9.679495347450262
VEN-00189,2,0,3.576748931648938,6.534153002080907
VEN-00190,1,0,2.4165390639980773,1.807677205075614
VEN-00191,1,0,4.546874843043189,24.598377777483847
VEN-00192,0,0,2.9699739013237387,11.079368315209884
VEN-00193,1,0,3.492131847878297,12.764040937648565
VEN-00194,1,0,3.8963493276201175,19.285757063228584
VEN-00195,3,0,2.524388016847181,17.80867400035726
VEN-00196,0,0,4.790687255356463,22.93345776604649
VEN-00197,1,0,4.414896351940383,3.3054062565051034
VEN-00198,0,0,3.717442826413768,10.931550491509675
VEN-00199,3,1,2.7612547018279368,21.635650460504763
VEN-00200,0,0,2.7138215862797823,2.639114492546447
VEN-00201,0,0,2.9638771639143666,6.210295247526528
VEN-00202,0,0,3.9291069947794166,7.72848107814854
VEN-00203,2,1,3.765828497656351,9.51804938578517
VEN-00204,1,0,3.3893454038787576,23.84245885521221
VEN-00205,4,1,3.025490400289517,8.848723806235803
VEN-00206,2,1,3.5686612696641378,11.167096416853113
VEN-00207,1,0,2.996976057751441,16.640265974007725
VEN-00208,2,0,4.108819502313593,14.433814996648236
VEN-00209,2,1,4.139185509505454,9.601257381165128
VEN-00210,0,0,2.655341645220044,11.220445413363482
VEN-00211,3,1,3.277829272734833,11.199378730008986
VEN-00212,2,1,3.868779865722111,8.002836388487115
VEN-00213,1,0,4.719935122447939,8.813147693403241
VEN-00214,0,0,3.4742413712006286,33.935346301944186
VEN-00215,1,0,4.581690682238154,4.010513392595638
VEN-00216,2,0,3.337229843329143,17.858303132569883
VEN-00217,2,0,4.323720279315234,43.14471544724675
VEN-00218,0,0,4.324326956712615,26.153677702919016
VEN-00219,1,0,4.536113596333346,21.5155470667965
VEN-00220,2,0,4.057518458492993,15.529103251623642
VEN-00221,2,0,4.997654067132878,9.765931122106624
VEN-00222,0,0,3.879354841520332,2.8262814198447908
VEN-00223,1,0,2.622544974162831,10.178969700394438
VEN-00224,0,0,3.51434125964672,5.272183343175048
VEN-00225,1,1,2.506583571187535,23.114939066123387
VEN-00226,1,0,3.884757000964618,3.5969204469633187
VEN-00227,3,3,1.8848166852854784,6.478626644840311
VEN-00228,2,1,4.149255857907336,10.469303358016852
VEN-00229,0,0,4.3244886181011095,3.244239729304363
VEN-00230,0,0,2.777848302085096,6.858008644283845
VEN-00231,1,0,3.284568007257123,2.7627443441646267
VEN-00232,1,0,2.4713437781773173,3.0431354848076952
VEN-00233,2,1,1.5914423037809784,18.32014761590986
VEN-00234,0,0,3.674848360659325,22.167631180488435
VEN-00235,1,0,2.2605108867190085,25.69303326004321
VEN-00236,4,0,3.882634689569394,8.221797823187877
VEN-00237,0,0,2.087181406401854,16.94947241625495
VEN-00238,0,0,4.369221503083679,47.95461601777508
VEN-00239,1,0,3.8824044359572873,20.519991208105672
VEN-00240,1,0,4.334284994337164,23.47882190117606
VEN-00241,2,1,4.17531565489258,21.35616779932116
VEN-00242,1,0,3.712740242178453,12.067697557797509
VEN-00243,1,0,1.8701009902613408,9.050805643879723
VEN-00244,4,0,2.6847537374906656,12.822150264860058
VEN-00245,0,0,3.3530526930484355,6.462156171710604
VEN-00246,1,0,5.0,16.969382660574187
VEN-00247,0,0,3.778005549044576,23.94310394804206
VEN-00248,2,2,2.972895986612932,12.43875394616134
VEN-00249,0,0,2.889067056664404,25.39972254585001
VEN-00250,2,1,3.856648790456924,5.644584576914912
VEN-00251,2,0,2.1657566645704858,2.978146223234365
VEN-00252,2,0,3.717161621999625,21.13192776744658
VEN-00253,1,0,3.604083731200181,4.730877327739204
VEN-00254,2,1,3.827636476237188,3.103337602132296
VEN-00255,2,0,2.960228240370868,33.62323896405537
VEN-00256,2,0,2.961054395099218,8.110358418176917
VEN-00257,1,0,4.093156029851273,40.68430046650968
VEN-00258,2,0,2.6949164161828616,11.716403851404982
VEN-00259,2,1,4.63393977169497,7.055684599959644
VEN-00260,2,0,4.45020186349403,3.7002483714244927
VEN-00261,1,1,3.1829539817402184,25.12062289548344
VEN-00262,2,1,4.073140421404929,33.32616758543155
VEN-00263,1,0,2.777965438710392,26.10708334764916
VEN-00264,1,0,3.0181508524835383,18.460872818419308
VEN-00265,0,0,2.018784668385,5.58371185604766
VEN-00266,3,1,3.434027615916025,11.477781006394167
VEN-00267,2,0,4.2027543033257,16.180607628860564
VEN-00268,3,0,3.39113226419163,22.27264160873063
VEN-00269,2,0,4.28481438229467,4.708761200242232
VEN-00270,1,1,2.5083274310082277,23.35345177419513
VEN-00271,2,1,3.468002438049206,5.080362062151497
VEN-00272,2,0,4.288187945000485,12.047980970800864
VEN-00273,2,0,2.063885988675523,9.91659156791822
VEN-00274,0,0,3.1868911505420607,14.965981851303848
VEN-00275,3,0,4.136059958340638,1.4620580292398344
VEN-00276,1,0,3.1263410630071418,18.78565762234257
VEN-00277,0,0,3.1723651406373152,13.477956789707957
VEN-00278,1,1,3.999935921188322,14.204872241867806
VEN-00279,1,1,2.405765123715696,16.28880536446682
VEN-00280,1,0,3.800238588054148,23.792246044090994
VEN-00281,0,0,3.9824009612370537,32.74514636221359
VEN-00282,0,0,5.0,11.426294171392444
VEN-00283,3,0,4.891378787503991,10.080020564650036
VEN-00284,1,1,3.5653767373008165,17.761243354673354
VEN-00285,0,0,2.8738036486447824,5.176818879101794
VEN-00286,0,0,3.1883622723130736,2.530350223817996
VEN-00287,0,0,3.184069451584264,4.70382479824454
VEN-00288,0,0,3.5782979203916163,10.224930492640082
VEN-00289,1,0,3.0522625999867103,22.247473071903244
VEN-00290,0,0,4.595969569024287,4.121098561692428
VEN-00291,2,0,4.092957455159331,6.935916354257101
VEN-00292,0,0,2.88983408180107,4.918791762608293
VEN-00293,0,0,2.1121310842973053,8.632768128339992
VEN-00294,2,0,2.908038381908157,4.1456139594879975
VEN-00295,1,0,3.340545125048715,15.461817931719803
VEN-00296,2,0,4.18497085297878,15.44206776037086
VEN-00297,0,0,3.779413329898935,7.942753188623349
VEN-00298,2,2,3.499383091597561,7.827713858321847
VEN-00299,0,0,2.8681263268420683,48.0
VEN-00300,1,0,1.634664169324299,19.596816888203
VEN-00301,1,0,3.4979670382536705,5.422679646784759
VEN-00302,2,1,3.3841153868974763,20.0409575493644
VEN-00303,1,0,3.694491150937047,5.418715371160383
VEN-00304,0,0,3.715138134855821,9.95448688354838
VEN-00305,2,1,3.144516487864954,10.849079172781895
VEN-00306,1,1,3.343020758983242,1.3138884053262403
VEN-00307,3,0,4.011929346865877,24.07408605354931
VEN-00308,0,0,3.243988340834734,38.58740179454246
VEN-00309,0,0,2.9025591844218077,31.54908690365837
VEN-00310,0,0,2.8783863297245897,8.640782759065994
VEN-00311,0,0,2.851615586780532,18.643416566202983
VEN-00312,2,1,3.202949266198982,18.011364229244467
VEN-00313,1,0,3.3243284751839117,16.523904022543572
VEN-00314,1,0,4.426868227702159,6.164781071149585
VEN-00315,1,0,2.395140199835708,6.46258614605803
VEN-00316,1,0,2.4116333061048243,10.066748849924675
VEN-00317,1,0,4.208679794272718,1.7315360239190565
VEN-00318,1,0,4.117171569169533,10.855356737361149
VEN-00319,0,0,5.0,13.757205307485105
VEN-00320,3,1,3.0228486662471314,7.787840055337705
VEN-00321,3,0,2.959829685956346,0.4243726646428838
VEN-00322,0,0,3.8413752947076807,16.732203572717573
VEN-00323,1,0,3.130879262156972,12.75486226686744
VEN-00324,0,0,3.154597693026449,10.204331794914484
VEN-00325,0,0,5.0,23.632862175702307
VEN-00326,0,0,3.574581335412957,18.9477789295126
VEN-00327,3,0,3.673419825894625,6.359964355424151
VEN-00328,1,0,3.1318738307923204,18.276569087985447
VEN-00329,1,0,3.170843936917,6.805736354702238
VEN-00330,0,0,2.7476983095140435,3.398849802318317
VEN-00331,1,0,2.9400077044170403,11.139571336795612
VEN-00332,1,0,2.902470790969676,18.349388959287197
VEN-00333,1,0,4.091897606733118,10.56872768692734
VEN-00334,1,0,3.81313944187395,6.480515148572081
VEN-00335,0,0,3.029957990879992,17.45280963538738
VEN-00336,3,0,2.9095212870415548,8.9287116711219
VEN-00337,1,0,5.0,6.779087299021643
VEN-00338,0,0,3.324636923473121,16.935187674185837
VEN-00339,0,0,3.0985053596657988,5.088812021234181
VEN-00340,2,0,4.037932551790945,7.411960378849683
VEN-00341,3,0,4.016895813331868,26.14748871955428
VEN-00342,2,1,2.9923325653102752,15.354735624218405
VEN-00343,2,0,3.6464018936816087,12.145903398375028
VEN-00344,0,0,3.7093898074104894,12.204161756779351
VEN-00345,2,1,4.342657136145741,28.410054783245727
VEN-00346,1,0,5.0,4.882275233882884
VEN-00347,0,0,5.0,8.94600798012415
VEN-00348,1,0,4.102603592540654,4.735726735660894
VEN-00349,0,0,3.2928187604687205,10.065740103216768
VEN-00350,1,0,3.31450071148788,13.150812920969742
VEN-00351,0,0,4.037416369520116,18.235757624507208
VEN-00352,0,0,3.3897901700962856,3.744157601922227
VEN-00353,0,0,3.733080541587981,18.824155446672407
VEN-00354,1,0,3.86371086334374,21.263195665613765
VEN-00355,2,0,4.973108936668822,10.153402360868794
VEN-00356,0,0,3.887162063627063,8.097374902780286
VEN-00357,2,0,3.977459130231611,6.418382806173476
VEN-00358,2,1,3.4883120618890007,5.6809830015716045
VEN-00359,0,0,2.29772418171852,23.748153444249464
VEN-00360,2,0,2.951660153436064,4.8890929505846685
VEN-00361,4,1,2.8393201570340065,5.376206855918893
VEN-00362,1,0,3.498443630652863,16.89370679440937
VEN-00363,2,0,3.2021658799205754,5.619424704844199
VEN-00364,2,0,3.729070342441827,9.141692378981237
VEN-00365,1,0,2.618464779830005,10.306943390143012
VEN-00366,2,0,4.885946898120521,14.381674559811382
VEN-00367,1,1,3.5381740937292205,22.5300270693779
VEN-00368,1,0,4.06659721530526,5.727230787188029
VEN-00369,1,0,3.043723946394738,3.0548991634170464
VEN-00370,0,0,5.0,3.4645433687244758
VEN-00371,2,1,1.6134981644215252,13.029467520521298
VEN-00372,2,1,3.6384937378810953,20.385809418732475
VEN-00373,0,0,2.08803426060315,26.009527329764712
VEN-00374,4,1,3.1186390476781742,10.908790765843564
VEN-00375,1,0,4.15982939186493,10.601653018554856
VEN-00376,1,0,2.7884235036293057,5.639461585216763
VEN-00377,1,0,3.4911366047383368,0.6052759660521114
VEN-00378,1,0,3.643336701447111,8.425134850766678
VEN-00379,3,1,3.3100035332132958,5.942577178617514
VEN-00380,2,0,4.206976108070352,3.734571094610331
VEN-00381,1,0,5.0,13.721381306065847
VEN-00382,0,0,2.905370046688005,18.805726862880345
VEN-00383,1,0,4.939533089759111,22.223309308316576
VEN-00384,3,0,3.713843927187768,17.258371455532224
VEN-00385,0,0,3.357880554263847,10.585873663884875
VEN-00386,2,1,3.872255767285735,10.700899454608424
VEN-00387,2,1,2.858004524142751,7.864115566338917
VEN-00388,4,1,4.625359256863423,6.987668713991094
VEN-00389,1,0,3.756626452271999,4.958799770945548
VEN-00390,0,0,3.507841510770258,4.7485761595235125
VEN-00391,2,1,3.484099135244887,1.53609528617924
VEN-00392,1,0,3.097968564407479,15.20725976073884
VEN-00393,0,0,3.0713233988038398,24.58373175022617
VEN-00394,3,0,2.77862017057545,10.184330094260009
VEN-00395,1,0,2.957286365858636,6.948287284403065
VEN-00396,0,0,3.628489245761865,20.543762618996823
VEN-00397,1,0,2.9079619160760624,9.481209016040465
VEN-00398,1,0,2.756202179141237,10.21595902357105
VEN-00399,0,0,3.7549972396760447,7.239871195538901
VEN-00400,0,0,4.078582642328742,10.531339958274936
VEN-00401,1,0,4.066350850003118,11.4023403461234
VEN-00402,1,1,3.796079435196344,4.11704896937109
VEN-00403,3,0,4.489836566535415,13.033635517684722
VEN-00404,1,0,1.8963153878105563,26.141240944226624
VEN-00405,1,0,3.963607583642239,15.55366253655142
VEN-00406,2,0,3.788943019298879,14.027209152666286
VEN-00407,0,0,4.3595376780216935,9.616573943862823
VEN-00408,1,0,2.47029966454081,5.878504070434883
VEN-00409,2,0,4.241210965646517,25.239436523457236
VEN-00410,2,0,3.445281462393792,33.09874054650322
VEN-00411,2,1,4.672516885508125,10.48714923425242
VEN-00412,1,0,4.2805386080215975,3.0911077523018937
VEN-00413,2,1,4.673005073733,3.3555085496572867
VEN-00414,0,0,3.1155044598960795,17.35740119105244
VEN-00415,1,0,4.431167904609522,7.849195321535502
VEN-00416,0,0,2.589437866918997,3.745866997165176
VEN-00417,0,0,4.919051105273212,10.410789699633913
VEN-00418,1,0,3.2062389369935644,18.059404696236
VEN-00419,0,0,3.3618753790654776,28.75275728461425
VEN-00420,0,0,3.255708681177232,11.41114525370706
VEN-00421,3,0,3.3699404903006167,9.20557060006275
VEN-00422,1,1,3.035719985514813,4.785191717564495
VEN-00423,1,0,3.57300300602466,28.146988251250043
VEN-00424,1,0,3.972350737156493,11.495296128611248
VEN-00425,0,0,3.207462543164264,27.15939440860764
VEN-00426,1,0,1.798266302504259,4.012066591256671
VEN-00427,1,0,3.650105398932972,6.042071289691776
VEN-00428,0,0,5.0,3.3646772601302803
VEN-00429,0,0,3.509459228174148,11.67122329700754
VEN-00430,1,1,4.746127755136227,16.443147956954288
VEN-00431,1,0,5.0,19.998372922483707
VEN-00432,1,0,4.07184620121937,29.16151875173772
VEN-00433,1,0,3.433548009814794,12.194576468277427
VEN-00434,2,1,4.510971603261011,3.4823503378628105
VEN-00435,1,0,2.79965403865175,6.9341782144103545
VEN-00436,3,0,3.6855174963926425,13.360788504954016
VEN-00437,0,0,2.736142466816037,15.89816493595783
VEN-00438,1,0,3.1921238070158213,10.827853828511527
VEN-00439,0,0,3.6196274512360698,3.024787773389686
VEN-00440,1,0,3.4767002602039545,10.867112907436033
VEN-00441,1,0,4.165812792581657,14.228653173005666
VEN-00442,1,1,3.366762832195056,26.882760402080137
VEN-00443,1,1,3.508067526785951,8.246669187538876
VEN-00444,0,0,3.4162934378077163,9.997753357097665
VEN-00445,1,0,4.786280678341101,14.087874057293345
VEN-00446,0,0,4.172330234256945,7.07405305672834
VEN-00447,0,0,4.192462156045587,14.242308417520452
VEN-00448,3,3,3.643510163248667,16.922203787093935
VEN-00449,2,1,4.442059308065411,5.5843512019483885
VEN-00450,0,0,4.061614838478032,19.219239719360964
VEN-00451,1,1,3.286480179057549,6.691766739968578
VEN-00452,1,0,4.16298582755336,6.1003753275800605
VEN-00453,2,0,2.7254509277266696,17.992674955275533
VEN-00454,0,0,3.5907053944850005,8.459906849910723
VEN-00455,2,0,3.9538341396861663,20.909953789188236
VEN-00456,3,0,2.4732101774782724,5.7615569733661935
VEN-00457,3,0,2.681434812853529,23.56041657823356
VEN-00458,3,0,4.386256950037122,16.27795271518362
VEN-00459,0,0,4.180169115350672,10.79728185193683
VEN-00460,2,0,2.688812270370091,12.180350386857365
VEN-00461,3,0,2.9649590570759816,5.660026848808443
VEN-00462,0,0,3.010416738156695,10.934846511235584
VEN-00463,4,0,2.892040704100161,9.35235944588585
VEN-00464,2,0,3.5786761441086123,29.88658136670529
VEN-00465,0,0,2.294228965184148,6.96978904542455
VEN-00466,2,0,3.430561252074411,17.999293101161854
VEN-00467,1,0,4.187044813850759,28.376565285628907
VEN-00468,2,1,3.473518398078885,17.038802353868657
VEN-00469,3,0,3.77158539575066,7.535465483691742
VEN-00470,0,0,4.537413817347343,3.112880474022541
VEN-00471,2,1,2.4977164418578632,20.238830969794503
VEN-00472,0,0,3.4950977890021027,14.8391667219087
VEN-00473,1,0,3.338173079728911,5.3311026441274745
VEN-00474,2,0,4.07907586534197,2.3170725234055287
VEN-00475,1,0,3.1216890321254422,6.595670821945518
VEN-00476,1,0,3.2292077152038137,15.498649189545256
VEN-00477,2,0,3.688516970570288,14.19732191557941
VEN-00478,0,0,3.64288384701936,22.784202724906702
VEN-00479,1,1,3.324104727550405,15.382865702037586
VEN-00480,0,0,4.2336029153844414,7.464218553433385
VEN-00481,1,1,2.938571699964008,12.27996408407857
VEN-00482,2,1,2.608782502076783,10.41271909908082
VEN-00483,1,0,3.4205476585319947,22.98189701416104
VEN-00484,1,0,3.641224891057445,6.119243552545926
VEN-00485,0,0,3.014270543287635,9.412701392966476
VEN-00486,1,1,4.657974232612786,17.678755041638876
VEN-00487,1,0,4.1263001775768,2.4553958750400477
VEN-00488,1,0,4.876118808659338,14.32554704108585
VEN-00489,2,1,2.996146582471197,9.316160930729128
VEN-00490,0,0,3.082998052052819,7.10844293066539
VEN-00491,1,0,2.4232349996201523,6.678935274990833
VEN-00492,0,0,3.815750417993068,19.91992025053369
VEN-00493,0,0,2.9524608140665314,19.99906061961642
VEN-00494,0,0,4.424339179983781,12.36802883259981
VEN-00495,1,0,3.078617017459646,12.176213131277576
VEN-00496,1,0,3.9671939376278296,32.48578293378878
VEN-00497,1,0,4.1827950214220415,8.9520117748476
VEN-00498,2,1,3.446476718317484,4.978478891527377
VEN-00499,2,0,4.112934445589326,2.800769308730134
VEN-00500,1,0,3.348398590045705,2.2330402413561754
VEN-00501,3,0,2.7155458222695428,16.690391900807093
VEN-00502,1,0,4.019767919649725,5.319435061987981
VEN-00503,0,0,4.479365823596486,27.01098090950846
VEN-00504,1,0,2.1030680065255085,3.831061013919832
VEN-00505,3,0,2.122989910671448,19.82411466420098
VEN-00506,2,0,3.610890689933725,3.877459966942711
VEN-00507,4,1,3.5759181985982837,23.952546671290197
VEN-00508,3,2,2.231269879515001,7.783315873449058
VEN-00509,3,2,4.563631786840157,6.455355821992034
VEN-00510,1,0,3.799476696732744,10.358549125525746
