external_org_id,open_critical_vulnerability_count,average_critical_patch_age_days,security_incident_count_24m,penetration_test_high_finding_count,third_party_cyber_rating
VEN-00089,1,64.5596759426123,1,0,802.582965512169
VEN-00090,2,37.47592342166469,0,1,710.6886544834455
VEN-00091,0,38.55247280296848,0,0,825.1831765943242
VEN-00092,1,19.87192644714028,0,2,854.6240745839659
VEN-00093,2,8.814014273760508,0,1,701.7736679982812
VEN-00094,0,62.50512663238027,0,0,739.9709064563453
VEN-00095,1,25.87049477694403,0,1,714.1452999591966
VEN-00096,1,21.172428981097447,1,1,803.661469033179
VEN-00097,3,77.14621356342161,2,1,841.8964155061891
VEN-00098,4,31.435023076760853,0,3,685.1216415237121
VEN-00099,1,5.959754601331992,1,0,631.4219468066672
VEN-00100,2,9.238149577817834,0,0,653.4384337036419
VEN-00101,1,28.09968103553128,0,1,693.0466191464303
VEN-00102,1,69.61561523741992,0,0,543.0768768277104
VEN-00103,1,27.012219707756547,1,1,665.9380569736685
VEN-00104,0,30.028975626380078,1,0,766.4637506467473
VEN-00105,1,39.34147962098102,0,1,828.0975253611662
VEN-00106,1,52.599724093201935,1,0,669.918805572372
VEN-00107,1,31.5546736438586,0,1,818.003480338321
VEN-00108,0,38.76620802669079,1,0,812.8032423960211
VEN-00109,0,21.29099655530679,0,0,688.17818107084
VEN-00110,0,85.42305643772269,0,0,792.053997737737
VEN-00111,1,57.82377090321179,1,0,858.7000986513694
VEN-00112,1,33.50967399845478,1,0,781.926898743029
VEN-00113,2,42.491208162538726,1,0,661.381357567491
VEN-00114,0,28.586519029176397,0,0,775.6409743344235
VEN-00115,0,41.06300102216496,0,0,733.8043355728872
VEN-00116,0,48.83474484134372,0,1,804.9248261969265
VEN-00117,4,19.092776389341427,0,0,762.0235199435295
VEN-00118,2,20.111825340854534,0,0,903.1838996303626
VEN-00119,0,67.67493472663988,0,1,835.9176502077552
VEN-00120,0,27.812755079269543,1,0,934.160523830197
VEN-00121,1,21.976892396387885,1,0,748.0475717201041
VEN-00122,0,82.97620078060942,1,1,667.8552491601281
VEN-00123,0,94.26705975072365,1,0,804.5201729256843
VEN-00124,0,24.275586984097348,0,0,728.1624013314965
VEN-00125,1,62.581023706025896,0,0,844.541973500093
VEN-00126,0,18.056078015086204,0,1,788.806068662388
VEN-00127,1,48.06796043222545,0,0,856.2232048923071
VEN-00128,1,25.174617954876037,2,1,772.9427792297499
VEN-00129,2,35.94701935796961,1,1,808.9086028426367
VEN-00130,2,24.527101425653584,1,2,700.3914394355266
VEN-00131,1,22.42734591320848,0,1,686.8988314492907
VEN-00132,2,22.98605879636717,1,0,853.8055492398516
VEN-00133,0,11.644845038485746,0,1,787.4304342594055
VEN-00134,0,27.83446157185917,0,0,800.1593650904496
VEN-00135,0,22.06456085510704,0,0,779.0543584016375
VEN-00136,4,62.92048020191185,0,1,644.027739875481
VEN-00137,0,6.686740396504095,0,1,577.8090461787447
VEN-00138,0,22.386717064607765,0,0,812.1232362556634
VEN-00139,1,62.02836693146466,0,0,748.5934375793073
VEN-00140,0,33.094717696847894,0,0,780.2090629122638
VEN-00141,1,36.94381846582792,0,0,794.4512723785685
VEN-00142,2,85.20511626836607,0,0,795.6156034380007
VEN-00143,1,59.622290902711626,0,2,768.3112285795444
VEN-00144,1,104.75567082168811,0,0,785.8135249166733
VEN-00145,0,10.339026999636332,0,2,716.486288338962
VEN-00146,2,68.00654425669417,0,0,755.646506180094
VEN-00147,0,12.930692766402036,0,0,604.2114424244064
VEN-00148,0,44.96732803759328,1,1,745.6422147362283
VEN-00149,2,3.4245036000883213,0,1,735.7353230919821
VEN-00150,3,60.1130856170773,0,0,667.9616596271431
VEN-00151,1,44.35344858327561,1,1,687.9952405360272
VEN-00152,1,48.97843879208591,0,0,820.409764796448
VEN-00153,1,64.53009554079034,0,1,759.815018328827
VEN-00154,2,32.22381162192491,1,2,710.2495823500648
VEN-00155,1,33.2698809446883,0,0,798.9190305165549
VEN-00156,2,31.86048594136973,1,1,634.3825877669841
VEN-00157,2,24.972509383331587,0,0,819.1159101112331
VEN-00158,1,45.84368013918586,1,0,923.5411948265796
VEN-00159,0,26.62579669831393,1,0,721.3848334627281
VEN-00160,2,45.17525598277323,0,0,728.5268531145915
VEN-00161,1,37.98914693226802,0,1,881.3582833380714
VEN-00162,0,47.06130975361256,0,0,797.6443763376868
VEN-00163,0,31.537464472384265,0,1,883.299704746152
VEN-00164,0,16.607981234752184,0,0,820.5275240513333
VEN-00165,2,25.784786744561075,1,2,738.7512837550792
VEN-00166,1,31.237881193415426,0,1,720.1869126454391
VEN-00167,0,97.62673392874082,0,0,695.9842598206397
VEN-00168,0,11.375559985163198,0,0,849.4917186950976
VEN-00169,1,32.73851095179867,0,0,730.4953288467366
VEN-00170,1,26.43949822648497,0,0,547.9975394711014
VEN-00171,3,17.311615740223598,1,1,860.2778688124687
VEN-00172,2,8.82362584313527,0,1,685.5864476980323
VEN-00173,0,54.19970868775157,0,0,669.6377630067141
VEN-00174,1,37.75594352061712,0,2,836.6286915704028
VEN-00175,1,13.564873216623695,1,1,827.3426082286257
VEN-00176,1,48.94723260587073,0,2,738.6312332537517
VEN-00177,1,106.89603046093688,1,0,716.3048186845731
VEN-00178,0,42.72273002495375,0,0,881.458947895633
VEN-00179,4,15.353130372797413,0,0,644.1187692765498
VEN-00180,0,46.29542820004152,0,0,663.3535782783725
VEN-00181,2,55.34516842443213,0,1,844.2130547782931
VEN-00182,0,34.17676650128719,0,0,722.686495928542
VEN-00183,0,14.019144415000431,1,0,837.7325363272482
VEN-00184,1,23.987184353019032,0,1,916.0164826009212
VEN-00185,0,36.05519624107677,1,0,950.0
VEN-00186,2,51.544220408757845,1,1,743.1858670045561
VEN-00187,0,27.279584436527667,1,2,901.7930480141554
VEN-00188,2,60.57713977363401,0,0,688.4228895362857
VEN-00189,0,88.51427593300141,0,0,727.1739040403705
VEN-00190,1,25.11565793040488,0,1,731.4424455705939
VEN-00191,2,51.22330248788639,1,0,654.3121871413541
VEN-00192,1,66.7405469576975,0,0,656.2970401331828
VEN-00193,3,13.21645528987983,0,0,702.3456088486084
VEN-00194,2,48.18369914170258,0,2,931.068452260528
VEN-00195,0,69.87374711879131,2,0,805.8452574196067
VEN-00196,2,36.568030088635886,0,0,816.1717464300572
VEN-00197,1,35.90252797748177,1,2,785.0467419075595
VEN-00198,2,16.016220198439914,1,0,841.1378809947072
VEN-00199,1,42.9029826770595,0,1,747.0735118749844
VEN-00200,0,80.56777318260364,1,0,791.4905511970433
VEN-00201,2,28.39044683778804,0,0,894.769819977295
VEN-00202,0,25.7276001950289,1,0,796.9729687763751
VEN-00203,1,55.83096012066554,0,1,592.1806433603798
VEN-00204,3,70.80410091176279,0,1,662.6015473768869
VEN-00205,1,101.4443039834927,1,0,747.7241466563069
VEN-00206,0,47.74125972018939,0,0,753.6885341686185
VEN-00207,0,7.165755141701847,0,2,852.667200440351
VEN-00208,2,40.10168475613436,1,1,808.319587791686
VEN-00209,4,60.17156577818137,0,0,775.6884811244406
VEN-00210,1,51.21067940020379,1,0,817.6393120240076
VEN-00211,1,51.95861938166483,1,0,757.5154761036869
VEN-00212,1,51.14569498934667,0,0,743.6578615885882
VEN-00213,0,42.137392627305815,0,0,712.3800787463119
VEN-00214,1,20.49183145779517,1,2,479.1871923768303
VEN-00215,3,31.220352350140395,0,1,749.604684198015
VEN-00216,1,33.51754764227993,0,0,728.7253548128574
VEN-00217,0,57.04609969611351,0,1,931.0128248270876
VEN-00218,0,40.82311476079496,0,0,812.6871946430437
VEN-00219,0,24.069297822719196,0,0,875.3885192853948
VEN-00220,0,56.16635921543263,1,1,687.4519804891357
VEN-00221,2,27.220849824512896,0,0,816.732658051555
VEN-00222,2,17.098279046321736,1,1,904.6194816258952
VEN-00223,0,55.07958863575029,0,2,713.7727562622529
VEN-00224,1,31.95374687565659,1,0,659.4465717074161
VEN-00225,2,40.56162355506955,0,1,703.451626264399
VEN-00226,2,31.507843733017594,1,1,690.6080533394688
VEN-00227,1,35.52608873230332,0,0,764.8191641315433
VEN-00228,1,19.13027745366304,2,0,851.1266254498255
VEN-00229,1,33.808868339204444,0,2,911.0851451120444
VEN-00230,0,14.541403740948583,0,0,788.3429144881468
VEN-00231,1,51.04766941906506,0,0,757.8285932803241
VEN-00232,3,22.820470086428823,0,0,699.4579123587738
VEN-00233,0,10.500056427617244,0,0,829.103691178099
VEN-00234,0,28.441941944780368,0,1,783.3008756777139
VEN-00235,2,27.15376278750062,0,1,599.9935056208107
VEN-00236,3,41.52357433857778,0,1,766.7743821756445
VEN-00237,1,34.22997054456973,0,0,871.0108751197306
VEN-00238,2,39.86128115189579,0,1,617.5516158590019
VEN-00239,0,15.058570551128405,0,1,584.8891486399365
VEN-00240,1,16.489095626020614,1,0,799.2602260053181
VEN-00241,1,33.11875128311401,1,0,721.9681066820784
VEN-00242,0,25.09935675838217,0,0,782.1270420698384
VEN-00243,0,60.57012785539974,0,1,709.4427134234205
VEN-00244,0,26.154973242236466,0,0,835.416815188055
VEN-00245,0,23.68027880190572,0,0,693.3034802364459
VEN-00246,1,12.813946059198392,1,0,863.4741767461385
VEN-00247,1,28.2541697009373,1,0,873.6797186485351
VEN-00248,1,46.4472141262015,1,0,538.4246120043557
VEN-00249,3,44.40364218266934,0,0,649.1769357768031
VEN-00250,2,67.99164321908071,1,0,752.1486453262086
VEN-00251,1,62.60863496779196,0,0,861.0890395788808
VEN-00252,0,32.086254153491815,1,2,911.2223925536756
VEN-00253,0,34.984775562680326,0,0,775.6045547061262
VEN-00254,0,19.489798949825342,0,0,856.3687709686981
VEN-00255,0,57.26066056803596,1,0,950.0
VEN-00256,1,10.353307431295493,0,0,667.8825220751908
VEN-00257,2,49.42119130058847,0,1,819.423422344144
VEN-00258,0,6.901271414866851,0,0,832.212641869083
VEN-00259,0,13.98223761680889,0,0,709.7561586998054
VEN-00260,2,36.81175884151319,0,0,685.7612575410827
VEN-00261,2,79.86507792072054,0,0,797.6881363098398
VEN-00262,1,24.72931594754579,0,0,664.5320416026701
VEN-00263,1,43.06410028550373,0,0,691.9111902502722
VEN-00264,1,39.50031241184983,0,1,734.1779729271327
VEN-00265,2,22.637271759136965,0,0,660.1825339086698
VEN-00266,2,14.567224383627869,0,1,611.4950036710545
VEN-00267,0,62.30880137862016,0,0,870.7879207239706
VEN-00268,1,29.44643889129347,0,0,723.2365005223143
VEN-00269,0,42.189215169302855,1,0,794.5766106360745
VEN-00270,1,11.938375789837057,2,0,752.4035831894787
VEN-00271,2,50.43350184904597,0,2,912.7354571883412
VEN-00272,0,55.18750493129519,0,1,738.4795038708509
VEN-00273,4,76.70076754789845,0,1,714.3717548479743
VEN-00274,0,3.973845986847431,1,3,684.0897284599346
VEN-00275,0,15.415090183073865,0,1,709.0501027180827
VEN-00276,1,25.589515946119384,0,1,642.5317210082255
VEN-00277,2,25.502730434958515,0,0,733.925958300169
VEN-00278,0,36.69556195031472,0,0,650.3983943490194
VEN-00279,1,112.8273962721407,0,1,845.2016824212596
VEN-00280,1,54.863034851969815,0,2,712.6993723764579
VEN-00281,1,60.607416001733824,1,0,665.7465804217595
VEN-00282,1,21.54538226551299,0,1,766.1607528660066
VEN-00283,0,28.25955888305681,0,0,784.9482246036463
VEN-00284,1,27.27535929803625,0,0,639.0906223293952
VEN-00285,0,33.97292885496905,0,0,580.6369959183378
VEN-00286,2,29.701119474344004,0,1,805.1138130814045
VEN-00287,0,7.651484681278035,1,1,750.9600892066534
VEN-00288,0,66.4595290987014,2,2,750.3287602671697
VEN-00289,1,54.23212514182384,0,0,773.2102062071806
VEN-00290,1,36.48899887036486,0,0,561.4199763331001
VEN-00291,2,45.65618330180426,0,2,656.4553950796945
VEN-00292,3,16.057772072363893,2,1,775.3361512229183
VEN-00293,1,51.64912031236863,0,1,632.681026311565
VEN-00294,1,14.68036940365297,0,0,821.853112324969
VEN-00295,2,17.640112500453856,0,0,687.4213584127157
VEN-00296,1,26.61181716981847,0,0,742.0406078440434
VEN-00297,1,64.55044860524089,0,0,763.3025767851464
VEN-00298,1,48.22839236113298,0,0,880.5831032115781
VEN-00299,2,12.6206202351896,0,1,866.4087501512356
VEN-00300,2,15.819114857161054,0,1,650.8315087088117
VEN-00301,0,41.4222442778597,0,0,776.8767427045957
VEN-00302,0,79.70375301174006,0,0,796.2388894295104
VEN-00303,1,18.204149479664164,2,1,872.6914119542118
VEN-00304,1,16.28784215613296,1,0,828.5916614042455
VEN-00305,1,48.41526977862976,0,1,741.2088054228036
VEN-00306,0,58.667532247134325,0,0,765.647963011523
VEN-00307,2,22.523406323415717,0,0,859.4352955717217
VEN-00308,1,51.64973299055877,0,0,633.6784165212632
VEN-00309,0,12.291343386484709,0,0,832.4934756997444
VEN-00310,0,48.053812580818345,1,0,867.8623753774403
VEN-00311,0,36.79503109782223,0,1,855.0269009177107
VEN-00312,0,23.631346934328008,0,1,851.3378073156351
VEN-00313,0,89.38439232547582,1,1,883.1208627810939
VEN-00314,1,38.93319607595997,0,1,832.5171848392683
VEN-00315,0,60.3415076834502,0,2,627.1447019983932
VEN-00316,0,101.23455012050184,0,1,704.4155178680728
VEN-00317,0,10.967817133665694,0,1,818.6744990638025
VEN-00318,0,36.39551602390477,1,0,916.1740483743092
VEN-00319,2,5.465449476717752,0,0,841.4201036734207
VEN-00320,1,18.136040499976563,0,0,726.8117087670148
VEN-00321,0,24.579947321202248,1,0,688.0653628099395
VEN-00322,2,82.30312935638229,0,0,866.8979738658202
VEN-00323,1,9.6328651591435,0,1,639.5917501466606
VEN-00324,1,26.292791506373963,1,1,784.2324114576433
VEN-00325,1,8.306528209507329,1,0,587.2631904969653
VEN-00326,1,15.469207427489518,1,0,798.8862687856536
VEN-00327,1,54.96871714690106,2,2,712.3013714276859
VEN-00328,4,43.456134919271534,0,1,642.4356500631189
VEN-00329,1,74.45089811950129,0,0,878.6802898919003
VEN-00330,1,12.426660565218285,0,0,678.9328847613488
VEN-00331,2,13.288567081934811,0,0,870.6458648956688
VEN-00332,0,23.424810554271723,0,0,777.4528201520164
VEN-00333,2,18.71466966486299,0,1,808.8486478567743
VEN-00334,1,8.903910838827027,0,1,879.5578670650418
VEN-00335,0,31.35890247227989,0,0,649.0065273242948
VEN-00336,1,28.37328987302135,0,0,774.3369277993959
VEN-00337,0,96.22969558122828,0,1,633.066288253275
VEN-00338,1,36.27781476880256,0,0,649.1595341546233
VEN-00339,1,31.925353143081253,0,2,778.6786480083744
VEN-00340,4,31.017463446285063,0,0,806.7824372288828
VEN-00341,2,25.656652188580463,0,0,778.7194092768507
VEN-00342,0,59.82002133837096,1,1,885.5905991725903
VEN-00343,4,66.17928516371683,0,2,922.9327209461876
VEN-00344,0,37.5035408141169,1,0,813.4348850773182
VEN-00345,0,33.99673417232085,0,1,715.3000223246477
VEN-00346,0,25.253402847137632,0,1,867.3882736142629
VEN-00347,1,21.94410724729949,1,0,664.436275935086
VEN-00348,1,18.99018245395465,0,0,620.6952831626606
VEN-00349,3,35.02302315802106,0,0,763.5770586138431
VEN-00350,1,9.562106247472672,1,1,801.6646891408293
VEN-00351,2,15.944157845058353,0,0,779.0876346169679
VEN-00352,3,57.21839588465354,0,2,829.8878046486695
VEN-00353,1,12.264486623870754,0,1,688.194876345462
VEN-00354,0,31.166566510587455,0,1,774.3841869327109
VEN-00355,0,35.27047282727752,1,0,874.8178987132962
VEN-00356,3,68.47436408668209,1,0,842.3704193556528
VEN-00357,0,43.72882118389381,0,0,605.3380096585341
VEN-00358,3,34.4814351983088,0,2,856.2810502400856
VEN-00359,0,14.367709549620114,1,1,908.5239121453872
VEN-00360,1,11.0498660026812,0,0,618.4638603184058
VEN-00361,3,50.553449880138274,0,1,732.8887429833433
VEN-00362,0,44.01041348965688,1,1,674.4447141678434
VEN-00363,0,49.11211720376117,1,2,844.2287241249353
VEN-00364,1,14.445400745021791,0,0,690.5324253384666
VEN-00365,3,38.65175935807998,2,0,766.314352882451
VEN-00366,1,39.01829855119304,0,2,792.2825682991103
VEN-00367,1,31.90414761663175,0,0,685.1377299612274
VEN-00368,0,29.943668205229752,0,0,662.4270991853152
VEN-00369,0,57.07500188925995,0,2,763.047268012815
VEN-00370,0,18.97868786804333,0,0,761.5033502699297
VEN-00371,0,32.14754391525237,0,0,868.6313410582591
VEN-00372,1,37.78381318522845,0,0,760.5028717256577
VEN-00373,0,73.00084219301263,0,0,587.8017378210966
VEN-00374,0,36.603900349205546,0,0,645.3144491184552
VEN-00375,1,29.235008137005263,1,0,696.7614605778622
VEN-00376,0,24.911978917615908,0,0,699.1445732403589
VEN-00377,0,56.37788867400192,2,0,641.5490993395092
VEN-00378,3,57.73688648470022,1,0,628.4585327417824
VEN-00379,1,39.24156868059904,0,1,746.021125305729
VEN-00380,2,19.48697349234488,0,0,937.4179674530036
VEN-00381,2,66.10636134612646,1,1,709.5391391746597
VEN-00382,0,75.55406532000472,0,0,844.0369798718453
VEN-00383,2,18.648308299660005,0,0,666.7367091619578
VEN-00384,1,9.494862040170904,0,0,727.1808282214347
VEN-00385,0,40.72249019918659,0,1,675.8323075772494
VEN-00386,1,49.35016185060738,1,2,835.0067055624178
VEN-00387,0,29.968357031972456,1,0,641.6484564883108
VEN-00388,0,48.478161351349165,0,0,716.9618554116702
VEN-00389,0,21.694811045559234,0,0,861.7691546349519
VEN-00390,1,32.55346228070137,1,1,813.7419023534547
VEN-00391,0,30.677240941388074,0,0,837.8692268193074
VEN-00392,1,21.805251622994188,1,0,618.8132908275365
VEN-00393,0,26.05704543916852,0,0,720.22737754465
VEN-00394,1,24.527548276267144,0,0,641.042488443589
VEN-00395,2,9.78447053578155,1,2,739.8852460051864
VEN-00396,0,23.15069539877336,1,0,565.4651679231669
VEN-00397,0,13.60609055093706,0,0,765.1845780245181
VEN-00398,1,17.257950910904874,0,2,887.0179246046915
VEN-00399,1,48.594724279230135,0,2,872.2741900863874
VEN-00400,2,64.94037834108939,1,0,795.9459590330603
VEN-00401,1,30.749942651833035,0,0,679.7851056440459
VEN-00402,0,37.3577382168894,0,1,707.7251127567415
VEN-00403,0,31.89099558622733,0,1,549.7210394619058
VEN-00404,0,39.449601847704535,0,0,950.0
VEN-00405,0,33.47981331873844,0,0,762.5876751719082
VEN-00406,3,20.80269286034924,0,1,894.6817337657317
VEN-00407,2,30.394138652478755,0,0,661.6658294860879
VEN-00408,0,51.71591947271025,2,1,728.9111086707499
VEN-00409,1,23.72687565608613,0,2,688.4253102907483
VEN-00410,0,32.700272019069885,1,0,845.0840467538134
VEN-00411,1,27.70632470457156,1,1,782.1557288647414
VEN-00412,0,40.6476009213261,0,0,680.8447579640401
VEN-00413,3,47.300717554415655,0,0,679.8947896953837
VEN-00414,1,34.56810754676809,2,0,922.9393022558183
VEN-00415,2,25.03267547848476,0,2,901.8312310910272
VEN-00416,2,28.05536550155913,2,0,684.7933778605052
VEN-00417,1,53.02234105869475,0,0,701.6741661701158
VEN-00418,1,44.17433379908403,0,0,845.2145057664254
VEN-00419,1,80.89282252216995,0,2,723.4187640588643
VEN-00420,1,34.82259413152504,1,0,665.0228888130636
VEN-00421,1,10.791064367326587,0,0,660.4343669489541
VEN-00422,2,33.60951264476359,1,1,722.8364370746648
VEN-00423,2,121.82450390668312,0,1,773.4351183464412
VEN-00424,0,25.010643450560323,0,1,675.9096985238492
VEN-00425,0,28.713230207510307,0,0,676.6281600189861
VEN-00426,0,8.63140401210685,0,0,744.1665932049673
VEN-00427,2,50.375238809356034,0,0,693.8720140810882
VEN-00428,5,48.18224649888256,1,0,658.5885138189199
VEN-00429,0,58.02154126160934,0,1,820.0180941337956
VEN-00430,1,30.63517367192429,0,0,744.6181529091818
VEN-00431,0,50.49720179231088,0,3,888.001252472078
VEN-00432,1,26.533622568799803,2,0,859.0604520319547
VEN-00433,0,34.470458172217675,1,0,855.8433633928615
VEN-00434,0,49.06743952005675,0,1,950.0
VEN-00435,1,72.0765196372064,0,0,795.2598573928094
VEN-00436,4,39.02500808828249,0,0,819.1465825069865
VEN-00437,2,59.608324403790334,0,0,698.9335403843688
VEN-00438,0,10.809573679950407,0,1,697.1817780234494
VEN-00439,1,89.25202505672944,1,0,732.1358236639607
VEN-00440,0,26.619187318146874,0,0,711.7723835601545
VEN-00441,0,14.892866350500803,0,0,687.406298883943
VEN-00442,1,4.254724591879015,0,3,819.7957783941473
VEN-00443,0,70.67447897142388,1,0,662.894822139286
VEN-00444,2,14.103393825625938,1,1,615.997417778026
VEN-00445,0,38.0033441145016,0,0,741.1970770542898
VEN-00446,0,54.754278988076656,0,1,594.8140556714404
VEN-00447,2,64.26040984747581,0,0,759.7850669194889
VEN-00448,1,29.80607586857266,1,1,880.8453112607281
VEN-00449,3,47.15827357240648,1,1,757.0544034400823
VEN-00450,2,13.476124703006626,0,1,833.3801440617596
VEN-00451,0,25.861088283787048,0,1,850.9629191764517
VEN-00452,0,61.742180418553545,0,1,850.6005423347495
VEN-00453,0,19.66435043840838,1,0,625.1453008208584
VEN-00454,2,30.209275820399004,0,0,906.7063317769112
VEN-00455,1,34.44224113473769,1,1,550.5588773669398
VEN-00456,0,29.64712757778708,0,0,898.4003476874877
VEN-00457,1,42.35116093425424,0,1,764.5557349879006
VEN-00458,0,29.76618997514572,0,1,826.8258677563468
VEN-00459,0,34.94940480818484,0,0,766.3985214242305
VEN-00460,1,62.40042297750963,0,1,767.4857757587455
VEN-00461,1,50.52713158810592,0,1,833.202896855744
VEN-00462,1,96.94673263029364,1,0,921.0489158005662
VEN-00463,0,52.26748683802648,1,0,825.0951810540232
VEN-00464,1,42.80433521513591,0,0,760.614776382944
VEN-00465,1,52.4021844914001,0,0,786.9697587119764
VEN-00466,0,56.12918234902831,0,0,572.1285766124266
VEN-00467,1,17.34784531097317,0,0,525.9602025017755
VEN-00468,0,48.145416269828246,1,1,588.1715150612837
VEN-00469,3,24.93571843323132,1,0,752.4994424893893
VEN-00470,3,34.58488557157538,0,0,726.9344887965129
VEN-00471,2,38.906443340077765,0,0,677.2737500659823
VEN-00472,0,6.382868099961566,0,0,661.6223929587744
VEN-00473,2,31.45098999939669,0,1,658.1024801715389
VEN-00474,2,28.208199275989323,0,0,906.687821596748
VEN-00475,0,23.516502082761367,0,0,735.0118672669566
VEN-00476,1,82.5055710010701,0,1,604.5181515713718
VEN-00477,1,20.103879383497382,0,0,787.2999968961776
VEN-00478,0,47.719225036085184,0,1,681.776653119105
VEN-00479,2,62.10441310203578,0,0,756.4594096968051
VEN-00480,1,34.06037813497354,0,0,682.8107143362622
VEN-00481,1,11.608330306393128,2,1,660.3736018260383
