vendor_code,annualised_spend_aud_m,year_on_year_spend_change_pct,category_spend_share_pct
VEN-00092,3.1040370521075538,-13.9752908668796,14.09656729990676
VEN-00093,1.3947463804112914,-15.374025345901847,24.723429959639446
VEN-00094,1.4897794054554976,18.684347454740845,24.87697001551229
VEN-00095,2.250141211883937,15.74330065591901,7.997270789830048
VEN-00096,0.9443947790187944,53.95902041277947,33.88059053708249
VEN-00097,0.8303953410772418,33.23652878657869,3.312309181411466
VEN-00098,2.46278738920972,-19.699288149434924,28.424284659815434
VEN-00099,8.071912448633864,-10.105311180542852,16.350606652450363
VEN-00100,0.2779811774585691,28.15496837250142,25.24601806664594
VEN-00101,1.7672375888459304,-15.936873967922264,33.7514940593505
VEN-00102,3.668454023711873,-0.7571942123629629,41.6108362630648
VEN-00103,8.842203687841863,-38.18217602924441,10.907581775002608
VEN-00104,19.685612402241738,-27.278827575591443,61.448219990130525
VEN-00105,2.047008562191419,42.00328151757387,43.15954042880123
VEN-00106,23.80214688057565,12.514207124959642,4.685885292092485
VEN-00107,4.486723291752138,-8.983252092019946,34.75419485641672
VEN-00108,6.656883386340248,-5.189525426372434,44.50025792671194
VEN-00109,0.8420511646472083,54.31309769083726,37.93513019587162
VEN-00110,4.476047216669151,-9.734002706197655,30.01806171319636
VEN-00111,7.320062343969126,20.780887009491188,46.4520748863882
VEN-00112,1.2734254325017036,31.52941835009564,73.60931369638838
VEN-00113,0.1547150394929232,47.01421003508206,41.14683014456228
VEN-00114,3.2024229083517617,-14.978701404839114,38.451457712397605
VEN-00115,2.14592788928076,-29.78495501264265,36.01576855462032
VEN-00116,11.925489922421312,-21.799196266921,8.839335915614788
VEN-00117,1.503592438205256,27.737827621805724,37.32705673340714
VEN-00118,1.251683143581383,61.78144382105464,51.2719447153815
VEN-00119,0.7493395172075484,28.676403075061916,53.500460896316326
VEN-00120,1.359215384666108,-9.806405500167166,13.750751820718834
VEN-00121,51.09311930627532,40.071292120443935,52.94260180188323
VEN-00122,0.4745846814632237,-4.66560175751,24.433408925764443
VEN-00123,0.6257401569375831,-14.456070924480263,54.99551686497131
VEN-00124,2.56066510376576,-0.9486394766550356,28.442068600247023
VEN-00125,23.855667824862252,-7.690329857137357,11.83856420082837
VEN-00126,6.14537671132795,-10.951210920577935,46.80216694222935
VEN-00127,14.99267127161732,40.98745423546573,16.746794139759263
VEN-00128,1.779696024024865,-5.925907132757567,75.09693252293773
VEN-00129,0.5891259567341782,-34.85683878612071,6.587986564062652
VEN-00130,1.6584158349078977,23.818500207306634,14.704833815181592
VEN-00131,2.3698489833064755,-17.77508371980506,41.096389391425554
VEN-00132,2.751243580853481,-16.904685908146746,34.36890698358283
VEN-00133,2.148169648817684,26.93348393642769,32.12659604975629
VEN-00134,5.205979984173317,-11.58654887988082,37.460352268171725
VEN-00135,1.242209358883281,-4.226878020418205,8.114383591896585
VEN-00136,0.9803217849639352,9.138751799177475,55.56435044873096
VEN-00137,0.7224689405738217,0.2687633390046704,8.945601410179366
VEN-00138,3.4059673256004457,-3.5888723260762507,54.61418558744621
VEN-00139,3.0536145492792093,-55.259417554792606,36.27323607845192
VEN-00140,9.03011357197044,3.33270428219861,5.929260756789133
VEN-00141,14.90488871547094,51.56327528394111,14.268333419897724
VEN-00142,0.7202821368551673,25.000389317337547,17.14654481151903
VEN-00143,2.789532166043444,-2.138534505230391,42.34835333092627
VEN-00144,2.168655631003137,20.6948591910858,47.51167901689541
VEN-00145,0.5013744283742153,24.938748400758783,32.15612002156765
VEN-00146,1.5204632750017684,-14.735645024107884,35.755763707744016
VEN-00147,15.23018303881476,41.94371809929516,16.042243346615308
VEN-00148,1.355305811224377,12.403011566586205,33.74749822240498
VEN-00149,1.1287554773091664,-0.4329022923359655,49.19421964655244
VEN-00150,2.567010559916969,50.941799594429455,16.158681614000557
VEN-00151,7.410219284778374,-47.84492985921871,38.28609069269351
VEN-00152,1.9442097012574169,-23.746852138787283,17.714735797692036
VEN-00153,3.1281918722378395,25.323266529060906,39.02898441696179
VEN-00154,0.2202352140177307,26.200266620898077,64.47291788724588
VEN-00155,5.101622882758663,52.46332631350444,32.83317456518131
VEN-00156,3.4668442814238465,-52.91150328913093,60.93551947195154
VEN-00157,7.193288398913704,31.184877548964128,37.59331649959629
VEN-00158,0.3484058254506211,-25.624423022062267,39.45631751171771
VEN-00159,1.9489062060925455,19.31029495808649,30.64484508149677
VEN-00160,7.850679383039513,6.244542717725899,46.78032669971882
VEN-00161,1.4731006870187846,30.947299723725603,36.46782755201946
VEN-00162,2.875304313858306,1.6448961073458692,15.684029354555676
VEN-00163,1.7322345462176714,35.29742996959879,37.54138599547056
VEN-00164,1.779556908093867,-14.358274045049114,20.02471352145395
VEN-00165,9.814364789000315,5.801007799425738,12.966729524440057
VEN-00166,0.5679444669182815,13.205196644631584,67.74383423810092
VEN-00167,2.572032674405674,53.27093405052377,66.63888540540925
VEN-00168,3.5856436481272134,30.48961621879252,35.764846402253774
VEN-00169,7.628648943875389,13.517721102079664,47.78433262636289
VEN-00170,2.3770255540570417,25.27476870975443,48.88515912488174
VEN-00171,7.891361074904463,37.32618412741675,17.94321397944359
VEN-00172,2.5597411212743197,18.112489637624208,68.26672853426354
VEN-00173,3.100294217162135,-19.681571669251618,31.93231005488633
VEN-00174,2.972705595583885,24.96612852734432,15.18037356535889
VEN-00175,5.589028475817583,7.235511967398636,18.716551972056404
VEN-00176,4.932790567796768,-1.530708516718855,41.6793909865193
VEN-00177,0.7990233518011548,-13.201424902759651,17.555692262552054
VEN-00178,3.4512056132000897,23.641970519577413,39.42449568826285
VEN-00179,4.926987521232065,21.82402228548265,72.21076069555714
VEN-00180,13.570577286890304,-17.800283172979853,11.948735747164225
VEN-00181,0.8962621500904192,-21.86503559981517,7.899754890368392
VEN-00182,4.914998344753254,59.07383893390273,36.09099003348152
VEN-00183,1.853966197133294,31.23694949640699,29.37709329586272
VEN-00184,3.356984694522532,10.34153755247814,15.334942759811645
VEN-00185,0.8345625638258377,24.36861964755973,15.382437417863173
VEN-00186,2.678559574334915,-4.628796139191564,38.147985172337656
VEN-00187,3.860582944034116,3.3452724322280742,16.16518827339667
VEN-00188,0.9350650489928672,8.579638523112077,44.48137496266561
VEN-00189,13.378340308314309,34.03617540711942,9.876860449094131
VEN-00190,0.4972589078419919,-30.159810772501544,78.96430872789391
VEN-00191,4.910188311556483,-19.546969500243435,13.48736511872633
VEN-00192,0.1880056643446202,-25.068022288672942,44.21530574153592
VEN-00193,2.0534436470935,31.034175391651026,34.050324834763074
VEN-00194,4.607108979662609,5.2753310855386335,55.75930485523547
VEN-00195,5.952976615642189,-16.74219210815169,34.97892473420545
VEN-00196,2.4207796679242084,2.01893634705846,9.11616103375544
VEN-00197,2.083841271251672,-9.05874537660952,10.955913936364553
VEN-00198,5.074294460742334,-30.73243317178993,35.6646608946739
VEN-00199,7.734793587338673,42.029475778833344,53.0767801850695
VEN-00200,12.398492010296236,3.9677367617874335,26.84592717076264
VEN-00201,0.6571159676185951,42.65312778722625,38.44776480587201
VEN-00202,2.179923198185372,-31.11702270563569,50.31763158118158
VEN-00203,0.2434398993088824,21.615441925375585,47.170371835386895
VEN-00204,0.6039578006602354,-30.947626305973323,55.57934750084158
VEN-00205,1.252910626425355,74.02530752092744,9.178658958850107
VEN-00206,7.039331269360776,-38.6953672960263,14.452853916588262
VEN-00207,1.6016231983151132,56.49224842639947,12.649364340294996
VEN-00208,1.978103823051144,7.4647441136865105,64.95844986410513
VEN-00209,3.781170962875973,3.065939119790218,21.50317854069856
VEN-00210,1.3000238880403765,23.912203946245608,45.41449182508261
VEN-00211,0.3029633354404281,-17.32662889227056,7.829277092759677
VEN-00212,1.19659602639786,29.197917876667617,36.769857308880674
VEN-00213,2.380247280911919,31.17515090317931,3.841900585657752
VEN-00214,4.550827494507734,8.321622597194784,35.61343081443301
VEN-00215,2.1661948989832225,14.751409053412557,26.788264011748563
VEN-00216,4.468339752189888,60.1004191961981,52.910518063598346
VEN-00217,7.517071965159368,25.581799442753248,21.559566790201963
VEN-00218,9.32425148042346,-13.119552610716024,15.267023756511453
VEN-00219,3.285570596276283,28.26439056319797,35.16019089711497
VEN-00220,0.7781188237000354,-6.524216948319593,45.339133750464185
VEN-00221,0.6910683154609738,-11.751882573549809,70.76127797297464
VEN-00222,0.7656309519256507,21.841489694137906,45.78240372387748
VEN-00223,0.8332887532064868,-19.25272372743517,27.707347571062048
VEN-00224,3.0323757765962327,9.252646732674108,64.40703999295307
VEN-00225,21.675592608057475,26.19131180122512,14.978516212508888
VEN-00226,3.431837477549872,59.562182099998445,35.73797524706774
VEN-00227,2.478381492203872,25.23502470764618,51.930800863476456
VEN-00228,7.830917581884813,-31.689152407201757,69.86239787425191
VEN-00229,1.0926215525751652,-27.47227003978852,45.75888213178263
VEN-00230,8.552626957298436,54.61131089323501,8.892103324366708
VEN-00231,7.882980082309393,-9.12485997638406,26.3691813650798
VEN-00232,2.9005395955531186,-32.94456599100233,44.10550131067669
VEN-00233,27.197375309558414,-19.12877015021426,13.563669879893384
VEN-00234,9.26973042558106,29.44152106835521,33.53542499786893
VEN-00235,2.857447744761876,11.04667326029996,18.308188327235275
VEN-00236,2.320962010307534,25.478032872565823,8.679419527529989
VEN-00237,1.6902859566932835,7.1088465783772685,54.61508025192946
VEN-00238,2.354165287745978,-21.777044173383118,38.73846078015551
VEN-00239,2.430317415546177,-40.2557429580324,48.00479656686164
VEN-00240,1.9127857786313336,-14.53385616710785,58.69366857436352
VEN-00241,2.148206380127129,11.287727871689812,31.28933933889314
VEN-00242,0.7321702689610299,-23.95589390870312,17.510158526586476
VEN-00243,1.4550612130878646,34.53835583690022,57.75860714160627
VEN-00244,0.4690785945095653,-19.00184696259316,25.731180440539177
VEN-00245,4.28823718939203,-36.6031987581556,19.461358300496677
VEN-00246,2.968523361798962,8.017866975164072,28.688139018797354
VEN-00247,2.3753742066415127,28.539504661047904,38.81719938015839
VEN-00248,7.205588570517087,48.29913522188654,32.793790096378714
VEN-00249,1.0513783773314946,-35.518525603780915,9.842687752486514
VEN-00250,1.2436962531460205,46.43962660630074,39.11397271808302
VEN-00251,0.5329467421450662,13.003998762053584,59.36131570245279
VEN-00252,8.375585839503875,-8.767116898955113,42.94759374315841
VEN-00253,5.29141581601871,26.38194352786778,38.883623487652976
VEN-00254,11.734640425586988,44.595393706411706,72.50084696682897
VEN-00255,15.499806007806605,-37.33485322077608,29.614470832457613
VEN-00256,1.7043769250818677,-3.6351612360686136,13.46053643601716
VEN-00257,1.243259853670431,-6.706226613857909,26.747374276743724
VEN-00258,0.3771875963168286,24.90167905471456,47.252346017641145
VEN-00259,0.8123811151685221,47.42079455583394,59.98651483374774
VEN-00260,1.9014246161608248,9.981800180238476,4.5958900633995725
VEN-00261,0.2816635322675133,0.1109079606527911,33.097280774365146
VEN-00262,0.8310504787013808,20.02474232229116,44.12139209991389
VEN-00263,2.4815459993312263,1.6691220777269633,29.17444800738997
VEN-00264,7.2629141455824895,-50.57785686321178,4.942886369721958
VEN-00265,1.235174839836466,21.959742493369824,39.16190822949089
VEN-00266,3.129201095251943,34.613247058741976,21.090415637226634
VEN-00267,21.118173491642803,36.98980601688602,58.98831669805876
VEN-00268,0.3728243140977703,-23.21184961297755,9.188254025080331
VEN-00269,8.975152525780636,24.39326948898802,14.45012875435299
VEN-00270,4.1323652554696375,49.38472144664313,12.32982196901852
VEN-00271,10.948301759043815,76.32666164737381,35.75140553961938
VEN-00272,7.8741215645799505,20.93117294274225,50.254055069329226
VEN-00273,1.3105899729546249,34.56424579607956,31.51330835163782
VEN-00274,2.72367427214315,-18.8008661509409,23.242789119364065
VEN-00275,0.5452025979180101,-22.33178769056195,23.5287276071086
VEN-00276,1.529238648767162,34.657955121077165,24.558979442890816
VEN-00277,2.807158733577724,-46.96889033795723,43.89175220063312
VEN-00278,3.795991658234474,12.194412877243868,15.17697332603424
VEN-00279,6.477791149208523,46.62617083513997,11.431440932621454
VEN-00280,15.505884802872234,27.239829778148856,15.606876122702756
VEN-00281,1.683542243552515,27.06387220675133,31.1030424901767
VEN-00282,9.575858368383695,6.664285239899057,39.73114127061859
VEN-00283,3.6474668863187913,-3.0669440807706003,24.732961260336804
VEN-00284,0.645223255390766,66.1789337136139,17.351943659580158
VEN-00285,2.303791445035068,41.30839219453728,56.87750222389821
VEN-00286,3.0878283320234003,30.84893727110394,59.19871207209289
VEN-00287,1.082889511360272,8.751833926783574,10.424207370919271
VEN-00288,0.8653490376422192,-7.771222857927796,28.131009301668247
VEN-00289,0.8339565792085426,37.150152548535104,27.23775258609111
VEN-00290,1.4949549295083815,-0.2858446779028263,7.469238569035092
VEN-00291,1.0501227232949923,10.125061033303316,30.09338389531424
VEN-00292,10.521792972182167,24.62369811869629,37.51141177580156
VEN-00293,0.183374815062335,13.655598517664622,46.79087272598878
VEN-00294,3.0722142159849777,49.84985300884803,20.1319651381742
VEN-00295,4.860521988003614,-27.63880745533195,38.18154791773178
VEN-00296,0.9426054325777332,9.818087455714767,38.819063850897365
VEN-00297,2.1062200094398023,65.72773709486742,23.84404686347263
VEN-00298,1.86579546381126,32.22044194154291,36.998634417053175
VEN-00299,2.49648615909104,2.679808133877814,37.98792622766204
VEN-00300,5.636299631947128,29.568161324085857,13.30315697442048
VEN-00301,5.107547507436658,6.711073667799251,25.1115518629357
VEN-00302,1.4049819665648375,47.59203078975512,24.48916286582684
VEN-00303,0.5194954078714888,30.173832525118787,63.31414646564819
VEN-00304,3.259505374536161,-15.395949986499264,35.661453194487926
VEN-00305,1.320036061612018,14.435766056149344,36.903392032306336
VEN-00306,1.521153724396508,19.302893166295835,47.100554853785134
VEN-00307,3.4756831792721057,20.63892987069197,29.64582978304913
VEN-00308,1.6844197315903515,16.606234499664865,19.697918104971706
VEN-00309,3.809079556796757,23.248107883163712,34.14642740906224
VEN-00310,43.12669258724871,19.31368516389641,25.592705011751924
VEN-00311,5.780144311015869,-11.472070839533188,63.28009776362544
VEN-00312,11.933954925555488,-4.324821781737468,19.642258886157528
VEN-00313,4.768264608865652,1.1375116054978838,6.482706983296274
VEN-00314,2.958935368063329,10.579326927706056,40.71382615969139
VEN-00315,4.848508068155071,1.2256838212364205,33.67314826763162
VEN-00316,4.595322588336311,37.77776829004395,77.89560757939796
VEN-00317,7.022266355803652,-17.923460833215724,55.0351020212399
VEN-00318,2.90171821782342,-38.83497758313562,28.20143215819924
VEN-00319,0.6445858052226582,61.10479305040277,18.41028467693936
VEN-00320,0.5406649356516443,-14.07258244584763,9.660064586696189
VEN-00321,4.514783473977999,37.71019058845261,38.72793313041655
VEN-00322,0.7875608347510775,24.43192139145169,42.36688566609636
VEN-00323,5.783849173768772,-13.12108492146846,11.295983377825912
VEN-00324,11.852271282283352,4.409790252400767,33.07222129579199
VEN-00325,2.132455566733616,0.3872405779360939,54.74244854269807
VEN-00326,10.303471202708185,17.622258031638147,29.913816739588466
VEN-00327,3.6140602405661246,-12.720536943871942,6.166457408062011
VEN-00328,2.796901062743595,3.2340596843030003,48.04872683135215
VEN-00329,2.9450647205395453,6.994197180536089,24.874005297888992
VEN-00330,1.089876710724043,37.749161884972125,13.800427290507535
VEN-00331,0.9469603125855112,-3.1000555630092563,45.37608369619079
VEN-00332,0.4455503468484982,-18.34262779935653,40.52402194670309
VEN-00333,1.2136032934509955,-6.707284831880143,9.149131014374795
VEN-00334,28.597899016089222,17.909791222644387,19.0704875389722
VEN-00335,0.525869523545129,-39.832914975863766,27.379188554441363
VEN-00336,0.7451340497929333,40.327509514972654,32.96427446407527
VEN-00337,1.1205852853075742,8.530590441272922,60.16316231766555
VEN-00338,1.1799586793696717,19.696833997225397,15.9293491366448
VEN-00339,3.655585526409616,13.91797756296333,37.005888760200186
VEN-00340,1.3868118576841633,-10.018768843096773,18.54179479082709
VEN-00341,2.185037114523244,-21.2193690947446,12.163785421146734
VEN-00342,1.0677450328503035,-10.91292807874867,18.474353259386703
VEN-00343,1.611644799773162,-32.66279661384068,40.3932540422586
VEN-00344,2.545578620835073,17.402830405683112,17.734699555514066
VEN-00345,2.3443059180831107,3.605662065809245,15.37693238504812
VEN-00346,24.0188881931161,-33.42670112065804,17.199135610380733
VEN-00347,2.6352937339784224,-8.645659068730819,38.15814456492379
VEN-00348,2.158220555431448,25.607661844111828,9.59000072519474
VEN-00349,0.1743551511200357,42.911616162777655,22.352070948177857
VEN-00350,3.539261034767736,-26.664859837169026,18.320567818006527
VEN-00351,0.3095628912996006,66.35749787072331,47.36234816014706
VEN-00352,4.987150226968989,-17.904160056324248,29.216782545874388
VEN-00353,3.179293846934857,-38.028598557640976,36.54322599203233
VEN-00354,6.538363390779318,55.45132558925165,11.871247393066692
VEN-00355,1.3527345735041634,-20.102573704716185,36.8089198594674
VEN-00356,2.8001634090257754,49.14348631235352,37.736874998042175
VEN-00357,5.716419091455796,-9.952193971883824,25.07415849008765
VEN-00358,0.9777485367214928,0.0861772030683747,48.0379093833044
VEN-00359,5.31768329147939,-27.238056399245984,18.99782113993721
VEN-00360,5.056536547662245,42.490848352482224,49.42359372543004
VEN-00361,2.3435010444950803,38.78196528362626,6.53060546321426
VEN-00362,15.431134986405972,-9.833218431278858,14.65017703879974
VEN-00363,4.792769228217784,5.978064557839575,48.00000799908594
VEN-00364,0.4310340138157484,25.87650547950442,53.1269175446965
VEN-00365,8.065187123845265,-4.72817918371042,33.67435106242179
VEN-00366,1.3179535990589186,44.83396978949567,71.26420011681502
VEN-00367,6.536810814312183,5.142010205150328,29.562406260508457
VEN-00368,3.7624862985617193,-6.025962824097929,40.92062511997059
VEN-00369,0.1486863730086829,-34.73654671473436,13.331641843760597
VEN-00370,5.287531001958664,-26.930243827662608,27.670908194333688
VEN-00371,2.130119571052119,23.890833071783163,8.212988766978205
VEN-00372,1.639855841868484,14.357091318567344,42.19460989533079
VEN-00373,1.7084425842994022,30.02416871189705,10.352466693054122
VEN-00374,6.473822523525404,-7.196902093278185,52.657947176401365
VEN-00375,0.9866915301532432,-36.31520777968294,27.205987730857217
VEN-00376,9.249864575107573,-5.400434042567175,21.224355875152987
VEN-00377,0.5108828644076752,63.0239549084632,42.36670660222477
VEN-00378,3.763177259440418,-18.050256337312376,37.48945900201585
VEN-00379,6.357813729545256,7.016445787892485,38.51370493014864
VEN-00380,6.188471681241013,-57.16636794367628,8.372216551081687
VEN-00381,3.3283792127491663,-6.03660000850277,13.651591513663876
VEN-00382,2.1652259084247616,-3.1762532752076247,24.84410244819194
VEN-00383,1.484408768357519,16.959853039904672,30.49861678461915
VEN-00384,0.7084594320129791,-0.58457349133724,21.277029123584747
VEN-00385,1.278596366723114,-33.001749160391725,6.194750188476449
VEN-00386,0.9441061895310272,-9.92550680990038,25.136420703008067
VEN-00387,0.7883225865095724,2.4927405658046267,39.072140736529605
VEN-00388,19.76833727583761,-18.896522673044647,16.66611356438811
VEN-00389,0.4100935487440457,-14.973311472360177,50.42509555456649
VEN-00390,9.375132141436454,35.13992510579327,15.44417877388265
VEN-00391,0.6975701219234989,-8.871704347228828,16.736034130803663
VEN-00392,0.8830804079012818,19.87878731473007,17.688514907402297
VEN-00393,0.8673408841341087,3.2220736679667565,15.102954445870218
VEN-00394,0.8012972250321418,-25.20904409171069,10.563772222504134
VEN-00395,7.50178141264146,-0.9900596954996086,1.0
VEN-00396,5.192439163657148,15.856615958483951,45.73865495483262
VEN-00397,2.1046326839894776,54.89309923489717,35.170847233054644
VEN-00398,53.41506558041262,-12.850587837538876,26.53624779620359
VEN-00399,2.668724302184564,5.698325286512913,65.91055696156998
VEN-00400,2.903345962759698,32.54523445324876,30.52042422675012
VEN-00401,1.2786417744439995,42.03414232486891,19.164865651236592
VEN-00402,1.1216412798225808,-9.520663529369171,27.728882936404812
VEN-00403,1.5122148793124808,3.7935962085495953,56.56141410545672
VEN-00404,6.937227207289548,38.04279075397966,73.72505999248487
VEN-00405,5.094872046718598,21.8091793466008,21.82917682926377
VEN-00406,11.242059678223798,35.90299174698258,12.137679671435416
VEN-00407,1.235178258658019,39.62842029027576,24.90628684416545
VEN-00408,5.19896714480471,22.95050332086933,27.95252716462092
VEN-00409,3.8040222361978535,11.875761196556716,41.79090580044632
VEN-00410,4.382513032478403,-10.116320117667438,13.960088718763105
VEN-00411,1.0511100534809636,1.4062352804136848,20.107069760598424
VEN-00412,0.8670953938051628,3.1977542572623925,16.618912515650113
VEN-00413,4.9187385830578565,40.37288520935564,15.756883537825669
VEN-00414,7.100215429885215,12.761235109974312,48.38739768588518
VEN-00415,1.3769395609192865,13.016878987124324,58.22122003184354
VEN-00416,5.311842224958822,-18.83896738859953,33.02487809556442
VEN-00417,10.16867546787393,40.521007754822215,18.495409857074257
VEN-00418,1.8258076658913147,-12.718002349580347,54.2954973992273
VEN-00419,0.5583920915402353,0.3124620196227798,18.546390715812866
VEN-00420,0.6407155650439755,43.353995301810734,19.448707016646864
VEN-00421,1.2915267195896931,31.938426207297507,73.37073281812853
VEN-00422,1.6642669783435642,-14.943994969942205,17.871291442267076
VEN-00423,2.6123424319105424,-21.12825667957744,51.07303854606848
VEN-00424,2.67139265500422,2.499282760041879,48.68114230124644
VEN-00425,2.0145643101043973,-7.563053757050046,25.23932899038001
VEN-00426,5.738274050730714,-31.62005243837985,18.0713288574506
VEN-00427,1.1772120988519177,-12.338942938255258,6.659923640748949
VEN-00428,10.925962445935204,-65.0,22.981787047166147
VEN-00429,7.645157606141214,32.40732211580757,20.966673743532187
VEN-00430,7.053245280062223,30.70800218251263,20.474596576895163
VEN-00431,1.3159307951217325,46.06167115096893,40.57885606399933
VEN-00432,2.3915325246589294,17.53746612002218,49.78118415832781
VEN-00433,6.0202439654845685,-4.104116209037127,85.49891202725081
VEN-00434,2.1816782202540272,35.631882635227555,24.192924824689086
VEN-00435,1.2597774527941357,-10.939476247202556,28.47000903074504
VEN-00436,1.2053995677383793,-27.81618322215881,10.648442956091444
