supplier_id,country_risk_band,supplier_industry,business_criticality,inherent_tprm_rating,outsourcing_category,vendor_age_years,years_with_company
VEN-00027,Low,Cloud,High,Medium,Material outsourcing,12.368494562011335,4.923125642324609
VEN-00028,Low,Telecommunications,High,Low,Material outsourcing,8.822440697175832,8.822440697175832
VEN-00029,Low,Telecommunications,Medium,Medium,Non-outsourcing,10.77383844402786,2.9584281026530874
VEN-00030,Medium,Payments,Low,Low,Non-outsourcing,9.082933490112548,9.082933490112548
VEN-00031,Medium,Technology,Low,Low,Outsourcing,11.657455334333015,9.578869858679926
VEN-00032,High,Payments,Low,Medium,Outsourcing,13.981588182421753,1.9261349361983648
VEN-00033,Low,Cloud,Medium,Medium,Non-outsourcing,5.27546944287184,3.182545339721785
VEN-00034,Low,Facilities,Low,Medium,Non-outsourcing,14.963826263093878,5.907354093753322
VEN-00035,Low,Telecommunications,Medium,Medium,Non-outsourcing,6.587705591724166,1.558854286742091
VEN-00036,Low,Professional Services,Critical,High,Outsourcing,26.444804426870384,8.11251559413713
VEN-00037,Low,Professional Services,Medium,Medium,Outsourcing,11.53386000139966,4.769893116874583
VEN-00038,Low,Facilities,High,Medium,Non-outsourcing,12.28324428937103,8.337528188197972
VEN-00039,Low,Cloud,Low,High,Outsourcing,12.526873894110622,7.673455604800559
VEN-00040,Medium,Professional Services,Medium,Medium,Outsourcing,11.167341056382154,4.251596194575885
VEN-00041,Low,Facilities,Critical,Medium,Material outsourcing,7.523409529018158,3.2412603112479204
VEN-00042,Medium,Cloud,Medium,Medium,Non-outsourcing,12.29911906677585,0.8457963220194683
VEN-00043,Medium,Professional Services,Medium,Low,Non-outsourcing,11.95110417515778,11.95110417515778
VEN-00044,Low,Cloud,Critical,Medium,Non-outsourcing,7.058826008848099,7.058826008848099
VEN-00045,Medium,Facilities,Medium,Medium,Outsourcing,5.310309517950922,2.1209843516319484
VEN-00046,Medium,Cloud,Medium,High,Non-outsourcing,17.02366208726783,4.759506562217083
VEN-00047,Low,Professional Services,Medium,High,Non-outsourcing,8.945564206499775,8.945564206499775
VEN-00048,Low,Facilities,Low,Low,Outsourcing,10.057092587546922,5.20913159927642
VEN-00049,Medium,Payments,Low,Low,Outsourcing,11.978394657231592,1.7192032102061694
VEN-00050,Low,Facilities,Low,Medium,Non-outsourcing,7.417529885260564,7.417529885260564
VEN-00051,Low,Payments,High,Medium,Non-outsourcing,12.82905875133837,1.7303506147377732
VEN-00052,Low,Facilities,High,Medium,Non-outsourcing,10.300244182322732,8.663423842105122
VEN-00053,Medium,Telecommunications,Medium,Medium,Non-outsourcing,10.793216084928549,6.464956867119684
VEN-00054,Medium,Professional Services,Low,Medium,Non-outsourcing,18.66381219642787,4.868313450612127
VEN-00055,Medium,Professional Services,High,High,Non-outsourcing,11.759138702863495,4.728769989987059
VEN-00056,Medium,Payments,Critical,Medium,Non-outsourcing,9.809639709970371,4.106925751257977
VEN-00057,Low,Telecommunications,Medium,Low,Material outsourcing,6.279981619564737,6.279981619564737
VEN-00058,Low,Facilities,Medium,Medium,Material outsourcing,12.496581849295543,2.0391536782371484
VEN-00059,Low,Facilities,High,Medium,Non-outsourcing,16.681195590843178,3.412132525511055
VEN-00060,Low,Technology,High,Low,Outsourcing,9.895592122355843,9.895592122355843
VEN-00061,Medium,Technology,Critical,Low,Non-outsourcing,16.61594773663758,16.488096480748247
VEN-00062,Low,Technology,Medium,Medium,Outsourcing,12.582864234190003,4.440762875297677
VEN-00063,Low,Cloud,Low,Medium,Material outsourcing,11.302828474512571,5.481972306947438
VEN-00064,Medium,Cloud,Medium,High,Outsourcing,13.340534460939857,2.3229304858991564
VEN-00065,Low,Technology,Medium,Medium,Outsourcing,5.427531620905191,2.9111937223377167
VEN-00066,Low,Technology,High,Low,Non-outsourcing,9.017353263511016,0.8936693955580307
VEN-00067,Low,Telecommunications,Low,Medium,Non-outsourcing,9.193536758617393,1.408098610209031
VEN-00068,Low,Facilities,Medium,Medium,Outsourcing,10.112508196463056,3.7511599168867207
VEN-00069,Low,Payments,Critical,High,Non-outsourcing,24.31884503194788,8.902318689029764
VEN-00070,Low,Facilities,Critical,Medium,Outsourcing,11.488940933773264,4.877717449830783
VEN-00071,Low,Payments,High,Medium,Outsourcing,4.968402465620822,4.968402465620822
VEN-00072,Low,Payments,Critical,High,Non-outsourcing,7.93066165479347,3.432526731519878
VEN-00073,Medium,Professional Services,Low,Medium,Outsourcing,10.797708013897644,9.985275109230152
VEN-00074,Low,Cloud,Medium,Low,Outsourcing,11.736650394992369,11.736650394992369
VEN-00075,Low,Telecommunications,Low,Medium,Outsourcing,2.0180630865039726,2.0180630865039726
VEN-00076,Low,Payments,Critical,Medium,Outsourcing,13.916182072713616,0.8414858503782064
VEN-00077,Low,Facilities,Critical,Medium,Outsourcing,14.209732196694908,0.8217316599493291
VEN-00078,Medium,Cloud,Low,High,Non-outsourcing,6.128226627397877,1.4822713977867477
VEN-00079,Low,Cloud,Low,Low,Outsourcing,16.452404633542002,2.7849973372429537
VEN-00080,Medium,Telecommunications,Medium,Medium,Non-outsourcing,9.859560490809374,8.526082248722572
VEN-00081,Medium,Technology,Low,Low,Non-outsourcing,6.772207950182965,3.658925043001604
VEN-00082,Low,Payments,High,Low,Material outsourcing,5.892240732769415,5.892240732769415
VEN-00083,Medium,Payments,Low,Medium,Non-outsourcing,13.770987415656707,3.1825535874388318
VEN-00084,Low,Technology,High,High,Non-outsourcing,8.207196901542213,8.207196901542213
VEN-00085,Low,Payments,Medium,Medium,Non-outsourcing,12.349049613209235,11.639507694462536
VEN-00086,Low,Payments,Medium,Medium,Material outsourcing,5.796559272622417,3.472490750702338
VEN-00087,Medium,Facilities,Low,Low,Material outsourcing,9.249915785931664,2.528401212795929
VEN-00088,Low,Professional Services,Critical,Medium,Non-outsourcing,13.331974863015493,11.731869275329208
VEN-00089,Low,Professional Services,Medium,Medium,Outsourcing,18.38338280465165,2.072211857592841
VEN-00090,Low,Payments,Medium,High,Non-outsourcing,19.353712892274867,3.281965693847592
VEN-00091,Low,Technology,Medium,Medium,Outsourcing,18.202384589532084,2.0441543652247507
VEN-00092,Medium,Cloud,Critical,High,Outsourcing,33.078314394784485,5.765716539994855
VEN-00093,Low,Facilities,High,High,Non-outsourcing,12.443685059798607,10.402755383878857
VEN-00094,Low,Payments,High,Medium,Outsourcing,5.702684510120362,3.5672561808226995
VEN-00095,Low,Telecommunications,Medium,Medium,Material outsourcing,8.028555830974174,8.028555830974174
VEN-00096,Low,Telecommunications,High,Medium,Non-outsourcing,19.096156616934746,6.0388255053438735
VEN-00097,Low,Cloud,Medium,High,Non-outsourcing,7.484534921719945,1.993462081985354
VEN-00098,Low,Technology,High,Medium,Material outsourcing,1.674826180493039,1.674826180493039
VEN-00099,Low,Facilities,Medium,Medium,Non-outsourcing,9.42746705393009,1.412217036860908
VEN-00100,High,Cloud,Medium,Medium,Outsourcing,16.285574824227144,1.914222080626936
VEN-00101,High,Telecommunications,Critical,Medium,Outsourcing,7.946519381563492,7.946519381563492
VEN-00102,Medium,Payments,Critical,High,Non-outsourcing,19.563030475354623,5.3824717967271685
VEN-00103,Low,Cloud,Medium,High,Non-outsourcing,25.49690304774696,4.824099484268015
VEN-00104,High,Professional Services,Medium,Low,Non-outsourcing,12.295686075641385,5.293382720270622
VEN-00105,Medium,Professional Services,High,Low,Non-outsourcing,27.738539432375298,2.476120929514944
VEN-00106,Medium,Facilities,Critical,High,Outsourcing,22.31561166611096,3.685006678291571
VEN-00107,Low,Telecommunications,High,Medium,Outsourcing,16.540196077399095,6.3145212602461545
VEN-00108,Low,Technology,Low,High,Non-outsourcing,13.125332229271056,1.1129827996079535
VEN-00109,Low,Facilities,Medium,Medium,Outsourcing,12.543991013889578,0.6537897960674698
VEN-00110,High,Telecommunications,High,High,Non-outsourcing,10.468337491486835,3.1337094081194325
VEN-00111,Low,Facilities,High,Medium,Non-outsourcing,14.454798630295784,2.763759604271356
VEN-00112,Low,Payments,High,Low,Outsourcing,3.3014849764982053,3.3014849764982053
VEN-00113,Low,Technology,High,Low,Non-outsourcing,22.812878715603432,2.470589641031113
VEN-00114,Low,Facilities,Medium,Medium,Outsourcing,27.983160332060898,6.414935929105377
VEN-00115,Low,Telecommunications,Medium,Low,Non-outsourcing,3.1486077566319173,2.7560550128553336
VEN-00116,Medium,Facilities,High,High,Outsourcing,16.042328299353205,6.160996419388538
VEN-00117,Medium,Cloud,Medium,Medium,Material outsourcing,21.90064616132132,5.450634371778459
VEN-00118,Medium,Facilities,High,Medium,Non-outsourcing,11.694838351275148,11.694838351275148
VEN-00119,Low,Facilities,High,Low,Material outsourcing,10.198727535334994,2.288874493823097
VEN-00120,Low,Technology,High,High,Non-outsourcing,9.04523293972489,2.296906634547843
VEN-00121,Low,Facilities,Medium,Medium,Non-outsourcing,8.1542784579687,8.1542784579687
VEN-00122,Low,Payments,High,High,Non-outsourcing,12.83135843321045,10.162661849725444
VEN-00123,Low,Telecommunications,Low,High,Outsourcing,19.48405379844333,3.3252077856614
VEN-00124,Low,Technology,Low,Medium,Outsourcing,3.52982819231901,2.396002297289691
VEN-00125,Low,Cloud,Medium,High,Material outsourcing,6.421361184754085,2.138432226361294
VEN-00126,Low,Payments,Low,Medium,Outsourcing,7.845113997081542,7.845113997081542
VEN-00127,Low,Professional Services,Critical,Medium,Non-outsourcing,4.569503822969029,2.919246378768983
VEN-00128,Low,Technology,Critical,Low,Material outsourcing,15.16764036034641,2.531465031795369
VEN-00129,Low,Payments,Low,Medium,Material outsourcing,14.160151404741066,2.4789424464525185
VEN-00130,Low,Cloud,High,Medium,Outsourcing,17.044289670959106,7.073656482860658
VEN-00131,Low,Payments,Medium,Medium,Outsourcing,2.789300563845784,2.789300563845784
VEN-00132,High,Facilities,High,Medium,Outsourcing,16.02339099097393,10.091219391659711
VEN-00133,Low,Cloud,High,High,Non-outsourcing,19.42708109604989,15.733674509718266
VEN-00134,Low,Facilities,Medium,Medium,Material outsourcing,15.320415549380431,5.457287552810083
VEN-00135,Low,Technology,Low,Low,Material outsourcing,11.212355481544703,5.8536551889804205
VEN-00136,Low,Professional Services,Low,Medium,Outsourcing,10.404060473709162,3.8928006833180544
VEN-00137,High,Professional Services,Medium,Low,Non-outsourcing,13.479835228298924,5.296515386445577
VEN-00138,Low,Payments,Critical,High,Non-outsourcing,12.683422024547856,0.886991450720171
VEN-00139,Medium,Payments,Medium,Medium,Material outsourcing,7.976960043496877,6.2293351364404135
VEN-00140,Low,Facilities,Medium,Medium,Material outsourcing,2.946913324238305,2.946913324238305
VEN-00141,Low,Professional Services,Low,Medium,Outsourcing,8.598513505658254,2.019834604999524
VEN-00142,Low,Payments,Critical,Medium,Material outsourcing,26.350416026666625,14.074293846754454
VEN-00143,High,Professional Services,Medium,Medium,Outsourcing,3.239372920603925,3.1829532296928864
VEN-00144,Low,Professional Services,High,Medium,Material outsourcing,12.576570999746693,11.767319441364249
VEN-00145,Low,Payments,High,Medium,Non-outsourcing,23.219382040685364,7.498647219773861
VEN-00146,Low,Professional Services,Low,High,Non-outsourcing,17.254912317092007,1.827977392485321
VEN-00147,Low,Cloud,Low,Low,Outsourcing,18.59908416528456,9.727966142354012
VEN-00148,Low,Facilities,Medium,Medium,Non-outsourcing,17.552700964730697,4.856596312123348
VEN-00149,Low,Facilities,Medium,Low,Non-outsourcing,4.602430300861739,4.602430300861739
VEN-00150,Low,Cloud,High,Medium,Outsourcing,21.13979143509276,3.965318935562004
VEN-00151,Medium,Facilities,High,Low,Non-outsourcing,22.641069510963103,4.413054545473595
VEN-00152,Medium,Payments,Low,High,Outsourcing,5.4577932971323975,1.131161915637721
VEN-00153,Low,Professional Services,Medium,Low,Non-outsourcing,9.004632062201807,6.990066498722754
VEN-00154,Low,Professional Services,Low,Medium,Outsourcing,11.785928374074988,4.774040529348006
VEN-00155,Low,Professional Services,Low,Low,Non-outsourcing,9.06402617505154,5.8876165003918
VEN-00156,Medium,Technology,High,Medium,Outsourcing,7.593637779674229,6.77018201656632
VEN-00157,Low,Technology,High,Low,Outsourcing,7.69277165583385,6.439039803487147
VEN-00158,Medium,Professional Services,High,Medium,Non-outsourcing,15.996222028090529,7.182366961151261
VEN-00159,Medium,Cloud,Low,High,Non-outsourcing,18.318821923841032,1.1057189694294085
VEN-00160,Medium,Telecommunications,Medium,Low,Non-outsourcing,7.710938034508313,4.0414300307403686
VEN-00161,Low,Cloud,Medium,High,Non-outsourcing,18.25794756554791,1.7967697123456572
VEN-00162,High,Payments,Critical,Medium,Non-outsourcing,9.04240539860711,0.4236339338209886
VEN-00163,Low,Professional Services,High,Medium,Non-outsourcing,5.671179806320558,5.671179806320558
VEN-00164,Low,Facilities,Critical,Medium,Outsourcing,13.310868307526547,13.310868307526547
VEN-00165,Low,Professional Services,Low,Low,Non-outsourcing,11.50725457562248,0.5041131845782467
VEN-00166,Low,Professional Services,Medium,Medium,Non-outsourcing,13.56762335084634,7.020816643874474
VEN-00167,Medium,Professional Services,High,Low,Non-outsourcing,13.454566151801563,3.722258065084829
VEN-00168,Medium,Technology,Medium,Medium,Outsourcing,12.744284466303588,4.433103869895986
VEN-00169,Low,Cloud,Medium,Medium,Outsourcing,10.824288435858682,6.867447931382804
VEN-00170,High,Cloud,Medium,High,Outsourcing,18.05350224345384,6.2359009567293455
VEN-00171,Low,Technology,Critical,Low,Outsourcing,15.389831698120677,3.962859969276576
VEN-00172,Low,Professional Services,Low,High,Outsourcing,9.211224059715857,3.190989789405964
VEN-00173,Low,Facilities,Critical,Low,Non-outsourcing,9.091176445893932,6.283292310017595
VEN-00174,High,Telecommunications,Medium,Medium,Non-outsourcing,4.363766581323091,0.6751888967743012
VEN-00175,Low,Cloud,Medium,Medium,Outsourcing,4.774375472926213,4.774375472926213
VEN-00176,Low,Professional Services,Medium,Low,Non-outsourcing,10.425949655376614,3.734513506259138
VEN-00177,Low,Telecommunications,Medium,Low,Outsourcing,16.912375442376096,11.061129816088702
VEN-00178,High,Cloud,Critical,Medium,Outsourcing,7.021159907173008,4.707330423068696
VEN-00179,Medium,Telecommunications,Critical,Low,Outsourcing,15.74018577205937,10.709066259405253
VEN-00180,Medium,Payments,Critical,Medium,Outsourcing,12.513731543373932,2.214290095355051
VEN-00181,Medium,Telecommunications,Critical,High,Material outsourcing,7.266843346028491,2.0652216538960326
VEN-00182,Medium,Professional Services,High,Medium,Non-outsourcing,11.729439515661069,2.6899705681327606
VEN-00183,Low,Technology,Medium,Low,Non-outsourcing,11.495259920127616,11.495259920127616
VEN-00184,Low,Telecommunications,High,Low,Material outsourcing,7.441797924200617,4.574356177944438
VEN-00185,Medium,Cloud,Low,Low,Outsourcing,15.219938816719852,3.094226405142713
VEN-00186,Medium,Professional Services,High,Medium,Non-outsourcing,17.729613996948277,6.20563453537534
VEN-00187,Low,Professional Services,Medium,Medium,Non-outsourcing,9.64771712247839,2.8106008807900973
VEN-00188,Low,Professional Services,High,Medium,Non-outsourcing,5.979584534668606,5.979584534668606
VEN-00189,Medium,Technology,Medium,Low,Outsourcing,18.156960109641904,4.55344223061199
VEN-00190,Low,Cloud,Medium,Medium,Non-outsourcing,4.599233940490697,3.0073299435292684
VEN-00191,High,Technology,Low,Medium,Non-outsourcing,13.07021071254621,4.737486170082504
VEN-00192,Low,Facilities,Medium,Medium,Non-outsourcing,7.0167105758314,4.742882477189131
VEN-00193,Low,Technology,Medium,High,Material outsourcing,5.696824780762983,5.696824780762983
VEN-00194,Medium,Telecommunications,Low,Medium,Outsourcing,8.4909526620138,1.724442948820424
VEN-00195,Low,Cloud,Low,Medium,Outsourcing,11.487532034480052,3.3884963103061465
VEN-00196,Low,Facilities,Medium,High,Material outsourcing,6.385550247213867,5.529700350286392
VEN-00197,Low,Facilities,Medium,Medium,Non-outsourcing,5.16811080746269,2.571740165322175
VEN-00198,Medium,Telecommunications,High,High,Outsourcing,3.795759106113792,3.795759106113792
VEN-00199,Low,Cloud,Low,High,Outsourcing,23.228663123787,2.963475540037462
VEN-00200,Low,Cloud,Medium,Medium,Outsourcing,13.601635064274618,3.621626999472044
VEN-00201,Medium,Payments,Low,Medium,Outsourcing,7.2957997048018495,2.080088533923612
VEN-00202,High,Facilities,Medium,Medium,Material outsourcing,13.94260322521635,13.94260322521635
VEN-00203,Low,Telecommunications,Medium,Medium,Non-outsourcing,11.429382022963331,0.7128445855936424
VEN-00204,Low,Payments,Medium,Medium,Non-outsourcing,16.018053488521836,2.950231361037006
VEN-00205,Low,Telecommunications,Medium,Medium,Outsourcing,10.052255648320294,4.6863163264704735
VEN-00206,Low,Technology,Medium,High,Non-outsourcing,17.44009349901888,4.65361120927064
VEN-00207,Low,Cloud,Low,Low,Outsourcing,7.871913219698468,7.871913219698468
VEN-00208,Medium,Facilities,Medium,Low,Non-outsourcing,12.46088169735511,1.7080832543454902
VEN-00209,Low,Telecommunications,Medium,Medium,Outsourcing,16.898935390729267,1.1684992041310818
VEN-00210,Low,Telecommunications,High,Low,Outsourcing,12.774745814670334,3.2712613347397044
VEN-00211,Medium,Payments,Medium,Medium,Material outsourcing,26.78313139579976,4.690421763662988
VEN-00212,Low,Professional Services,High,Low,Outsourcing,15.86584329903716,3.804827935315052
VEN-00213,Low,Cloud,Medium,Medium,Material outsourcing,13.824350916329152,8.648391233849447
VEN-00214,Medium,Technology,Low,Medium,Outsourcing,9.30544413400673,1.902958924002696
VEN-00215,Medium,Telecommunications,Medium,Low,Outsourcing,12.597117770200118,3.039400630204568
VEN-00216,Medium,Payments,Low,Low,Outsourcing,19.92559061335912,6.76147242291219
VEN-00217,Low,Facilities,Medium,Medium,Outsourcing,8.68777287076677,4.745940673316002
VEN-00218,Low,Facilities,High,Medium,Outsourcing,6.881767383456717,6.881767383456717
VEN-00219,High,Telecommunications,High,Medium,Non-outsourcing,8.713941366430145,4.754121980839393
VEN-00220,Low,Cloud,Medium,Low,Non-outsourcing,8.468120527944198,1.6889284651931866
VEN-00221,Low,Professional Services,Low,Medium,Outsourcing,14.780486006389744,9.32197549339543
VEN-00222,Low,Payments,High,Low,Non-outsourcing,25.214240067991,8.66416196839763
VEN-00223,Medium,Professional Services,Low,Low,Outsourcing,4.728832597534355,4.728832597534355
VEN-00224,High,Facilities,Medium,High,Non-outsourcing,2.696339202549993,2.696339202549993
VEN-00225,Low,Telecommunications,High,Low,Non-outsourcing,11.5949465024752,4.9081547365079885
VEN-00226,High,Telecommunications,Medium,Low,Outsourcing,6.4015620613035225,5.169393726464274
VEN-00227,Low,Professional Services,Low,High,Non-outsourcing,13.349351479378129,8.524797244699968
VEN-00228,Low,Cloud,Medium,Medium,Material outsourcing,14.14371981514487,5.710242750916154
VEN-00229,Low,Technology,Medium,Medium,Material outsourcing,8.488978926468771,5.12973681246207
VEN-00230,Low,Technology,Low,Medium,Outsourcing,14.984631760656333,1.1435733232767753
VEN-00231,Low,Technology,High,High,Non-outsourcing,7.746123805067757,1.5255303120585857
VEN-00232,Low,Cloud,Medium,Low,Non-outsourcing,7.739083672758193,1.521480058887245
VEN-00233,High,Payments,Medium,Low,Outsourcing,7.107445420646855,3.675294823071268
VEN-00234,Low,Facilities,Low,High,Non-outsourcing,8.764318346750352,8.764318346750352
VEN-00235,High,Telecommunications,High,High,Material outsourcing,11.016983727726055,11.016983727726055
VEN-00236,Medium,Telecommunications,Medium,High,Material outsourcing,10.396728622095218,10.396728622095218
VEN-00237,Low,Cloud,High,Medium,Non-outsourcing,12.135831849382535,11.591202041195528
VEN-00238,Medium,Technology,Medium,High,Outsourcing,14.604201773783997,2.350701934594063
VEN-00239,Low,Professional Services,Low,Medium,Outsourcing,12.217199143074003,4.743217883879836
VEN-00240,Low,Facilities,Medium,Medium,Outsourcing,23.0034897244347,2.107910515226577
VEN-00241,Medium,Telecommunications,Medium,High,Non-outsourcing,11.425994654691488,5.987198298230367
VEN-00242,Medium,Facilities,Medium,Low,Outsourcing,16.283149501725756,3.701880077830583
VEN-00243,Low,Facilities,High,Low,Non-outsourcing,4.357885632565075,1.180809749595802
VEN-00244,Low,Payments,Critical,Medium,Material outsourcing,12.13710089658714,6.506813884445838
VEN-00245,Low,Technology,High,High,Outsourcing,10.33497664213759,2.7526592264201595
VEN-00246,Medium,Professional Services,Medium,Low,Outsourcing,9.853795927900965,4.4069194028288
VEN-00247,Low,Payments,Medium,High,Material outsourcing,19.72602368003957,3.2135800631684925
VEN-00248,Low,Facilities,Medium,Medium,Outsourcing,27.30780222001693,7.087433937786118
VEN-00249,Low,Telecommunications,Medium,Medium,Outsourcing,14.6810387785134,5.261697941328697
VEN-00250,Low,Facilities,High,Medium,Non-outsourcing,3.7655321690767702,3.7655321690767702
VEN-00251,Medium,Facilities,High,High,Outsourcing,8.25476773189307,8.25476773189307
VEN-00252,Medium,Technology,Medium,Low,Non-outsourcing,4.81009231012211,3.376768479688572
VEN-00253,Low,Facilities,Critical,Medium,Material outsourcing,11.97443173211493,6.247993943214735
VEN-00254,Low,Professional Services,High,Low,Non-outsourcing,13.744274729346252,3.4667492567059157
VEN-00255,Low,Technology,Medium,High,Non-outsourcing,4.137034888294974,4.137034888294974
VEN-00256,Medium,Payments,Critical,High,Outsourcing,21.457308659201622,9.547561322639378
VEN-00257,Medium,Telecommunications,Low,Low,Non-outsourcing,5.647551430654475,5.647551430654475
VEN-00258,Low,Cloud,Low,Medium,Material outsourcing,13.422553178699076,5.164847389019706
VEN-00259,Low,Facilities,Medium,Medium,Non-outsourcing,21.22559605109697,9.800041425433127
VEN-00260,Low,Cloud,Medium,Medium,Non-outsourcing,12.09328556066945,1.9476652417102935
VEN-00261,Low,Payments,Medium,High,Outsourcing,7.483226900448532,1.6885922005077043
VEN-00262,Medium,Payments,Critical,Medium,Outsourcing,7.244303339965614,4.070604311960762
VEN-00263,Low,Cloud,Low,Medium,Material outsourcing,12.259898558777332,5.875475858164338
VEN-00264,Low,Payments,Medium,Medium,Non-outsourcing,16.299666486208036,10.458076303404535
VEN-00265,High,Facilities,Medium,Medium,Non-outsourcing,13.18505527830849,4.886120164367812
VEN-00266,Low,Payments,Low,Low,Non-outsourcing,7.156157746128995,4.035046751143507
VEN-00267,Low,Payments,High,Low,Non-outsourcing,10.205398020030248,8.00495050245554
VEN-00268,Low,Professional Services,Medium,Medium,Outsourcing,6.622413241541068,6.622413241541068
VEN-00269,Low,Professional Services,Critical,Medium,Non-outsourcing,6.5813291370663975,6.5813291370663975
VEN-00270,Low,Cloud,High,Low,Outsourcing,6.388080236833273,6.388080236833273
VEN-00271,Low,Cloud,Low,Medium,Material outsourcing,9.046771622088905,9.046771622088905
VEN-00272,Low,Facilities,Low,Low,Non-outsourcing,10.7688396323783,9.275040197906735
VEN-00273,Low,Facilities,Low,Medium,Outsourcing,11.424847371823455,8.380686646537857
VEN-00274,Low,Technology,Critical,Low,Non-outsourcing,12.83153399023891,9.417989877591546
VEN-00275,Medium,Payments,High,Medium,Outsourcing,7.382297016248207,5.996201187987102
VEN-00276,Low,Technology,Medium,Low,Non-outsourcing,10.886410512268174,10.886410512268174
VEN-00277,Low,Cloud,Low,Medium,Outsourcing,11.58427715252438,1.722440978030196
VEN-00278,Low,Payments,High,Low,Non-outsourcing,18.862012885577407,7.294423642818617
VEN-00279,Medium,Professional Services,Low,Medium,Non-outsourcing,4.219793976536962,2.9164491515146747
VEN-00280,Medium,Cloud,High,High,Non-outsourcing,4.935376834302351,4.935376834302351
VEN-00281,Low,Telecommunications,High,Low,Non-outsourcing,14.31006270305147,1.829254220214551
VEN-00282,Low,Facilities,Medium,Medium,Material outsourcing,15.06180512594462,3.6213552550974657
VEN-00283,Low,Technology,Medium,Medium,Non-outsourcing,14.340041789955183,3.984762550130299
VEN-00284,Low,Facilities,Low,Medium,Material outsourcing,14.26493543857132,6.732258328648517
VEN-00285,Low,Facilities,Medium,Medium,Outsourcing,4.469134506321957,3.394761364742372
VEN-00286,Low,Payments,Critical,Medium,Non-outsourcing,25.23707369127241,4.225137317638901
VEN-00287,Low,Telecommunications,High,Medium,Non-outsourcing,17.81130118443257,8.236381498304409
VEN-00288,Low,Cloud,High,High,Non-outsourcing,4.510331457650143,4.510331457650143
VEN-00289,Low,Payments,Medium,High,Outsourcing,9.513862222851882,3.859530742651229
VEN-00290,Low,Payments,Low,Low,Non-outsourcing,9.23688170963431,9.23688170963431
VEN-00291,Medium,Payments,High,Medium,Material outsourcing,10.368403110796685,7.878649706880641
VEN-00292,Low,Cloud,Medium,Low,Non-outsourcing,8.629858129304868,8.629858129304868
VEN-00293,High,Technology,Low,Medium,Non-outsourcing,5.8909358807606935,5.356925594039375
VEN-00294,Low,Cloud,Medium,Low,Non-outsourcing,11.689901211125022,4.168462600599432
VEN-00295,Medium,Telecommunications,Medium,Low,Outsourcing,19.46767246900164,4.805823701196359
VEN-00296,High,Professional Services,High,Medium,Outsourcing,8.49330249962275,6.613198123036217
VEN-00297,High,Facilities,Low,High,Material outsourcing,12.779902760846758,5.278039154759105
VEN-00298,Medium,Cloud,High,Low,Non-outsourcing,10.52270892389917,5.383752033182988
VEN-00299,Medium,Telecommunications,Medium,Medium,Non-outsourcing,14.261558313996996,7.833558085460692
VEN-00300,Low,Payments,Medium,Medium,Outsourcing,10.049236801453038,3.4280716780118707
