legal_entity_vendor_id,latest_revenue_change_pct,debt_to_ebitda,current_ratio,external_credit_score,supplier_days_payable_outstanding,invoice_dispute_count_12m
VEN-00029,28.075840788749574,0.6476852905611034,1.97905218031656,727.9635359284168,48.70478797221781,0
VEN-00030,5.337795783476707,2.61733021059304,0.9533677736687768,643.9793542386451,39.7098042537067,1
VEN-00031,-21.1986455483162,1.127115107704176,1.1525956919251543,482.5628993716314,77.74426473540841,1
VEN-00032,19.13783082572741,1.9197663912966851,0.940824999433038,719.590034219702,74.86794285131822,0
VEN-00033,40.46795186710519,0.951368743525202,2.0500097768040497,633.960195463099,45.83374239348712,0
VEN-00034,24.81209712187777,1.9121449080598645,1.446680438066512,659.3462748671536,84.39586355678315,1
VEN-00035,31.763393757246003,2.463354622584445,1.2167354536376995,669.7235014858577,29.404731568410742,0
VEN-00036,12.471183837326365,3.4175479857181625,1.0541904339637629,709.3353271362054,51.4418489018033,1
VEN-00037,9.70015271621788,1.4218925191507783,0.8957900563638443,820.0543518679001,67.5623872309499,0
VEN-00038,43.90480387493562,2.2803373067160173,0.8962847488552009,568.544781859772,60.0536882724531,0
VEN-00039,14.820681428675352,1.8297618756575216,1.6288607171988452,537.4023374581609,40.48956271485738,0
VEN-00040,3.046493968287717,3.665144280298127,1.9135393950990376,728.8662726086786,70.99567712265402,1
VEN-00041,35.19271941699061,2.6771973389705708,0.5028179050116133,516.2543267212862,5.298549756164945,1
VEN-00042,-0.0464657654689055,2.1973919351129285,1.709862441534068,658.7997797778476,35.585394398150896,0
VEN-00043,-14.08085510254056,1.7612465250440177,0.6147496802954188,570.4690821152174,85.84923806145723,0
VEN-00044,-2.884375456453583,1.2520731056153966,1.4217530594467496,565.42435163114,58.359585502642425,2
VEN-00045,9.614813013075928,0.706645503727338,1.259669126821277,718.7280318557434,33.17137804454068,0
VEN-00046,16.333026386012737,2.969056920862416,1.2470175860489228,715.3513236269192,58.85400325353371,3
VEN-00047,-3.6458410186648855,1.6626065794704257,0.737797020725658,737.0746433192506,53.92227180629224,1
VEN-00048,16.202830544874796,1.7052810863472767,1.2480750851691984,657.0882078615125,55.16835997795469,1
VEN-00049,-4.8604254647120655,1.814137583087971,0.7582122971661867,788.1604073155574,52.82425418925413,0
VEN-00050,-26.65245525444344,2.868731447393808,1.5236659997577031,657.6119706071929,41.81202854742465,0
VEN-00051,24.47380619302591,2.235019657598183,1.2733286759295297,874.0560129964822,45.08079621411333,0
VEN-00052,-29.55564500483686,1.6766716067639975,0.9558544949178844,693.5237237205433,23.09047698184621,0
VEN-00053,22.22212697423914,2.478981841614869,0.9865285032048304,535.5209694340729,108.65175466405216,0
VEN-00054,8.261950009356653,2.623879823867992,1.112039974328345,889.7137068771524,28.26661924701503,2
VEN-00055,7.038414885069316,3.126992267388737,0.8722754410001715,763.3171203538396,13.109029044319207,0
VEN-00056,10.294740048828691,1.5186664232787963,1.3146850095746363,835.8898229950792,43.33026346160166,0
VEN-00057,-14.17752082860111,2.5412405478295805,1.1454197818276728,508.813949540123,34.050305170218216,0
VEN-00058,-4.354818454604837,4.964978711503893,0.8996696415024463,607.9967671416498,21.01657119146487,0
VEN-00059,-10.87497123461523,1.8044689037541344,0.81302992445872,702.2467280328525,66.54979947154166,0
VEN-00060,-18.413426126143683,1.2488900884988003,1.033123848125857,496.5593640055429,58.683366181746166,1
VEN-00061,-36.03880393439156,0.7358318345453386,0.7443463489588644,753.8734766882394,52.93156101955474,0
VEN-00062,10.203037314721511,1.1670708944196648,1.0043941715296978,660.4079306696482,27.114198872736708,1
VEN-00063,14.158639709018306,1.5970975205748046,0.9609279416060292,709.3251390997983,56.35256840262095,0
VEN-00064,-6.415692049528396,7.449096594824483,0.7722430230553163,578.2028583105842,67.81929055185596,0
VEN-00065,45.16451438856832,1.518612314464664,2.0102146811996944,536.650144981301,36.44349169983912,1
VEN-00066,37.95898229323112,1.100786783020429,1.401064601780082,506.5420445628551,47.08351322267483,1
VEN-00067,0.5277843069564696,2.609619522942639,1.0260387971060496,688.1564119610043,45.03026701008076,1
VEN-00068,-6.961962203561885,1.8059467420878776,1.6322569216273142,690.0380479826472,28.8539722389562,0
VEN-00069,9.863049496136195,1.8157986235942063,1.221789953042505,656.5945231879491,53.51224284794896,0
VEN-00070,-7.614318350792502,1.856939430395803,1.2495797253282743,540.5005523679532,18.41847567386237,0
VEN-00071,-34.188838244218985,0.6544294417548469,0.788869487029277,676.6051675064775,48.62631840589116,1
VEN-00072,-17.854914974084295,2.505997217407419,1.495642447144658,711.0150380201206,44.71026158109531,1
VEN-00073,0.7278272584023728,1.524320184259033,0.6629508296501666,759.7665829171581,26.942754010049395,0
VEN-00074,-7.220972656310803,2.3673532833522617,1.31308955084985,728.396755588421,84.85548207362584,0
VEN-00075,-6.5123638699952,1.807601017304164,0.6799972469575476,522.9309226418503,72.51912697368402,3
VEN-00076,28.78485692188915,3.822272301204887,1.5942881027568772,752.8495355809825,41.939917378023736,1
VEN-00077,34.986530415190806,2.3303055966341506,1.5292114093918878,705.5268162017563,30.801567453432163,0
VEN-00078,4.9411205470289215,4.042079105145162,1.5316939370871707,446.9501297039656,50.84015444437882,1
VEN-00079,17.590965848453138,2.833500113358369,1.0056154073931307,772.8127982975724,58.76396973676279,0
VEN-00080,20.604436774227658,0.8953429420306863,0.6118649705544921,608.4377722393306,34.21044025036665,2
VEN-00081,-1.4317593455823625,2.927246457913589,0.6998151476921761,782.4137809890781,80.78721201146698,0
VEN-00082,-12.72444861025058,1.6787786275200145,1.263218973832762,656.9410249476985,70.60108807505516,0
VEN-00083,-4.151430944348501,2.1266930819688827,2.178502896711752,629.6765547291728,98.47888230238333,1
VEN-00084,-9.7517841867898,2.185055607655978,0.8310901138069497,664.7557573953621,79.01642121693712,0
VEN-00085,-28.67882226930407,1.6115912563990078,1.2190449869386195,807.9273968422258,63.01335749288797,0
VEN-00086,-0.515580257058823,1.0069314922246015,0.506371714430579,869.2282065313613,27.99123053085682,2
VEN-00087,17.93377081817971,1.920612577712176,0.8963000346462235,586.201581100353,15.19219639887772,1
VEN-00088,23.342240560747754,1.8361237613659815,1.86025101964381,567.303413803004,20.919318675309317,1
VEN-00089,22.07927310698056,4.150918725244942,1.1509761149437672,741.6272227542718,58.31151367419599,1
VEN-00090,76.27847704890627,0.7148975004325271,1.1402998035443024,830.3815739967306,56.75272897646082,2
VEN-00091,-1.6939972607204157,1.3957290607454171,1.3123105088063192,820.5648215066169,39.04647796042182,0
VEN-00092,13.677408317183428,1.7344143061500816,1.4000948616769484,617.9508260243565,38.074474522656814,3
VEN-00093,-17.787295314365608,1.551157599257215,1.5264129749747748,602.1937829258443,39.109980641975696,2
VEN-00094,25.2679479760168,5.012828989056393,1.31447088124854,826.8351207868875,77.7184706282938,1
VEN-00095,10.025736610833572,3.168668923958367,1.8983622894912515,677.7951658534299,44.87247472642588,1
VEN-00096,28.134785644716125,3.2404268438005044,0.9865495901566887,671.0929742168066,51.15123009340771,0
VEN-00097,12.014645290277144,1.014901090526932,1.0004240293406788,675.9317517965643,12.299593909374472,0
VEN-00098,22.641875625728527,1.091794607164531,1.1618375428756789,832.3559843711239,66.72147881940941,0
VEN-00099,-6.641790908249055,2.4624254230470197,2.264102163061983,683.0457141534788,44.15384724282455,0
VEN-00100,-16.173964977021548,2.05338672780105,0.9352747012685432,569.1639050390764,60.16221635319238,2
VEN-00101,-1.5922431073328325,2.963337696067661,1.1177462653327976,701.0084476334267,28.860469941894817,1
VEN-00102,-27.14422610187784,2.7209221126800536,0.7678400650228545,641.6752602741518,64.47191549461638,1
VEN-00103,25.65756508193681,2.7485797106629533,1.108505063564323,560.9573500204137,31.70279994635773,1
VEN-00104,31.062312901306733,2.053661863645029,1.266467292636609,563.3126555931171,32.814221586527054,3
VEN-00105,17.979871165917576,1.032464013745372,0.764773064886638,786.4911079552863,17.58397624997847,2
VEN-00106,-3.197430341178446,1.6932121323870135,2.058043562446679,761.0613349990705,80.5769094506698,1
VEN-00107,39.701710620593005,3.1237855787418107,1.8571720196264925,747.4289196637517,33.043237715567216,1
VEN-00108,10.215173689969822,3.2597531891868683,0.9397231991817876,645.7670646132194,39.163990251318495,0
VEN-00109,9.093601467147382,2.7834641067079056,1.253753683120916,551.8856371635763,40.60413879708543,0
VEN-00110,-0.2677888658888845,2.598015204630253,0.7951063785698161,701.49855353059,38.73441907312976,0
VEN-00111,17.46077468692526,1.0473057791844524,1.3975052872609453,726.7574976425727,56.57771207813801,0
VEN-00112,4.920235328964719,3.0832654826184904,1.5770312120981491,525.0240073292334,78.08354663314074,1
VEN-00113,-30.5369716411024,2.099052799203925,1.9109001468555835,718.2444110348973,67.968049934989,3
VEN-00114,-1.8676431083534,0.7763391891262282,1.6108205561671465,784.564947073053,23.452494951256245,0
VEN-00115,-27.58480110086095,1.3738072211234826,1.460878178788357,517.4408831147895,16.10410690778501,0
VEN-00116,-8.405602058421644,2.444412938489207,0.9026847168083258,702.4776993429083,39.45029590228858,1
VEN-00117,-6.439705013028142,0.7629671783014637,1.7096814971978986,619.4183901849337,54.02887068934577,3
VEN-00118,-23.13884845378109,3.125159104397187,0.7748699644290288,635.0800077697278,78.61829050940874,0
VEN-00119,-14.751602049109607,1.3015073610930576,0.927100897845967,713.7124662793819,81.28945130771973,2
VEN-00120,20.862298331395955,0.7401205194047629,1.9060328837671607,529.8296526481424,100.20692143955816,0
VEN-00121,-18.831815006387437,1.8969995608284669,1.476628891118271,699.2206565701904,48.825225731501405,0
VEN-00122,34.665947627556555,3.869092444672837,1.1026139568064766,800.7454174941843,64.98028200399352,0
VEN-00123,15.37858737141122,2.848777174724779,1.831831953811323,734.2655125017035,60.868987865113546,1
VEN-00124,-30.78628765604885,2.376189965316756,1.3419690885071436,726.9611794368153,71.9640877155937,1
VEN-00125,-11.983724787388898,1.5139823378752393,1.8446505808523657,461.9428611660396,54.970117578100776,0
VEN-00126,48.75290620533703,3.085352196014893,0.7643184305361037,796.7190599371324,25.418822741923936,1
VEN-00127,13.429025967673647,2.0238391622789025,1.2118482070905496,751.3593950104582,10.095059851857542,4
VEN-00128,38.95495819738062,3.845074287660932,0.7040670533384913,677.4036863927595,35.59965703594659,0
VEN-00129,-0.707157560226439,2.4876042060290517,1.196899582395883,645.0513051389978,67.52702352268476,0
VEN-00130,22.945204376923567,2.779894200657199,1.3462452297220635,716.177110381337,74.29292529262604,0
VEN-00131,31.40400326018883,1.3795136980401514,1.4010702801191672,621.4425057410049,59.633916886331775,1
VEN-00132,20.420377260173737,2.33344380407195,1.9209066762367744,714.4715510711402,27.913943920479543,0
VEN-00133,7.146230110900291,1.7093543769239112,0.4402650748888982,759.0780410451204,69.24250943493388,0
VEN-00134,-18.29835934946156,1.5860146695316732,1.295317676059489,607.7627455645551,44.5812294625282,0
VEN-00135,12.331622664711691,0.9714575225622968,0.5784632626906303,641.6266538152128,59.789839805649386,0
VEN-00136,-2.0010220887542367,2.509341726855968,1.5109005984990869,724.5672690266698,39.37011199520032,2
VEN-00137,38.77200432427145,1.3276545970248104,0.9766816551966494,631.3410774594474,21.907000880550317,2
VEN-00138,-2.52109452016842,1.2796230835743796,0.975901925359671,689.5967533049037,74.70124758580312,1
VEN-00139,6.904919861193113,2.9721296835133058,0.7347960573823106,681.1590472897586,21.895054946682777,0
VEN-00140,0.4396223775719381,2.8756014907062832,1.211439783234607,507.15162401884,23.10967179280217,1
VEN-00141,-1.8489699274363325,1.6351085856580938,0.8260270689089004,713.5250840150941,62.64466333239738,0
VEN-00142,4.610001544873592,0.9193432578543448,1.3437481204137531,803.6349947061068,73.7360559646588,0
VEN-00143,14.194826107380385,3.5613579933953003,1.3676953513826389,535.9685696586255,47.33312928482818,0
VEN-00144,-14.12590072893634,2.456960756861924,1.6964283478675055,900.0,20.30587672462396,2
VEN-00145,-12.461021605378374,3.574879018607862,0.4267141694922219,698.9966359034605,23.978458819715136,0
VEN-00146,45.07271859480298,3.5169745198089544,0.5716672255168819,576.0562235631777,78.58278719403353,0
VEN-00147,-27.91130137050075,0.9850848180994768,0.8397056820023596,533.632802676874,30.185604988807807,1
VEN-00148,-15.169478668568154,1.8047186685336016,1.1088319574563266,824.9684546405558,79.45355388319967,1
VEN-00149,30.56581353117328,1.210964311036879,1.6497008851006585,670.8322563540288,56.76474543674182,1
VEN-00150,8.74784929888703,1.420015854956522,2.219846571283789,764.8000667817391,18.13265172727209,1
VEN-00151,3.799862250122575,1.8122992660041597,0.6580344085669314,727.5297681524848,48.09821823420044,1
VEN-00152,-5.759738923160052,1.0666876830717806,0.8579600374018377,612.0697412165499,45.1552067980188,1
VEN-00153,33.90495470326143,2.686241620402015,1.1184210669463688,738.0780390455822,97.38862474948512,0
VEN-00154,30.02832543056657,2.669090575039452,0.9645374018744542,603.160004471782,22.45630751532108,1
VEN-00155,-45.07592154271629,2.844925473988432,1.2711225276197191,592.9987083346119,41.32705543169476,0
VEN-00156,-5.330022676537222,2.992267293451744,0.6831803827242782,850.0884887644445,80.04810509770319,1
VEN-00157,-19.28019160218281,6.200150161820167,0.9095145941281886,679.0018758906037,27.163636602899707,1
VEN-00158,-3.392258862499279,2.075321501568062,1.6349702963832051,685.9163043230911,44.03727430756453,1
VEN-00159,21.29397762933915,1.280777044420427,1.4934242022714437,688.5034834689355,21.87976910340058,0
VEN-00160,-25.952190194113903,0.545039827061975,2.1406516000616485,550.0896093449596,63.1781182671997,0
VEN-00161,25.44712760372424,0.6580194230340668,0.5296293132887019,724.3844221807525,54.59628766517339,1
VEN-00162,14.795868287786412,4.4796426903926,0.8092025046178406,683.3839627790811,18.86524839744489,1
VEN-00163,7.451370655138335,2.164298194797818,0.7504838067600025,715.8544228016318,52.63819110731993,2
VEN-00164,31.85214884443278,2.3768731579504703,0.6420822556189186,789.6452352473324,57.54662723882562,1
VEN-00165,24.076434550687097,6.301350832292227,1.0619204510122022,707.1135701971119,58.41777828925425,1
VEN-00166,21.04117214877713,2.084574857246775,1.637079150415672,691.4570808415499,53.376874914714,1
VEN-00167,2.786766955228768,2.5179437079308205,0.7328132593695249,538.1594482068318,48.00603585640535,0
VEN-00168,-0.0074948526600167,1.1746795525003402,0.8087876219119421,664.036411524829,32.3403608970701,2
VEN-00169,18.53376292701003,0.98575455410715,1.065514443736248,594.0205760659824,20.88298618298656,0
VEN-00170,-16.768206983053446,2.9468121165848737,2.191218708658039,716.8331328414693,53.527620050255166,1
VEN-00171,-2.2195266111501937,2.7270197660305517,1.1171506361655448,693.6319404734127,67.2921320439058,0
VEN-00172,-11.508126502731582,0.9690599646885182,1.9427966156898369,635.3621134707853,41.34129359964584,1
VEN-00173,-2.945121513800716,1.1271984239331472,1.6553210602732653,573.214903246669,57.69991849639664,1
VEN-00174,20.47969737200096,2.093229511931489,0.9626670194713288,820.5310579287332,56.21678838695141,0
VEN-00175,7.970922466396175,1.9788963958598729,1.7453321999215838,789.0242603216564,47.48048442814534,0
VEN-00176,8.542845389997709,1.6803040093335566,1.3191754823982789,694.1654515892601,40.14740757096203,0
VEN-00177,-10.66427090563571,1.517212722915806,0.9721803804803494,821.0671972744863,39.25993365721061,2
VEN-00178,27.150761507875963,0.7101753589654027,0.6586785348780982,716.0767976650991,72.99601461485773,1
VEN-00179,-4.882538828808739,2.4583236907320574,1.534745768884343,573.9281393089916,53.69266568733955,2
VEN-00180,8.052291177360935,1.3353223491288082,1.5217761715221514,820.3098341954071,14.510920799978145,2
VEN-00181,28.586690601657352,0.8394768551264514,0.950399638154886,765.7700197666975,20.44270582809168,2
VEN-00182,-18.988021851812448,1.891399015616103,0.5917416368610701,546.9639683834126,65.79216117196015,1
VEN-00183,11.213408950944164,1.4319627805765105,0.7065837144434405,615.6525754706499,63.55247922792122,0
VEN-00184,36.69187441530711,1.2433991874349677,1.118677594206694,661.0341028569469,83.58529412258645,1
VEN-00185,27.6305790304264,1.0699323269765757,0.8392088331265772,885.9359285803469,43.18432494153463,0
VEN-00186,14.690307208477725,0.5943421190293414,0.8715789313635398,628.9950853803282,56.32947193326915,0
VEN-00187,-7.697596292806086,2.415514753562025,1.120473965242877,629.599602379685,54.58366505334477,0
VEN-00188,34.01986483996723,1.7472218646330344,0.7295354644679917,717.3439976156344,37.60128249928093,0
VEN-00189,18.39323695030021,1.8641138960775403,0.9265888797460852,606.7611968902289,47.24106259791196,0
VEN-00190,16.860661653552324,1.0798488963117416,0.7230432591726886,619.9667761590871,51.65469286282671,2
VEN-00191,1.5464882479353106,0.3883720690195841,1.0266003915449131,693.9863072917645,69.71464045043625,1
VEN-00192,10.015086870877528,2.3561358088606705,1.5146045135304569,650.1191192825215,43.248937637322086,0
VEN-00193,6.340795986016948,4.033278340117244,0.5498683525287653,810.4830542610367,67.79252623629131,0
VEN-00194,6.474917684349288,5.189657044850327,1.173744742959238,665.8908662619386,25.988801304693368,2
VEN-00195,8.326785695172129,1.021888996919102,1.0173535816430717,778.7849923729365,42.63691595310329,4
VEN-00196,-2.5761334803082505,2.45511136071568,1.1825597205505392,676.7672984694037,34.26554755385716,1
VEN-00197,-2.941475544963085,2.235953483775371,1.172278719325269,797.6063766583187,5.0,0
VEN-00198,9.243430425736223,2.746818215995662,0.6616607859984819,803.0818301429396,78.26762194540144,0
VEN-00199,-11.771398390431262,2.43194069613306,0.7396058911541294,801.8866954593409,20.51642059155088,1
VEN-00200,-5.795420717172702,1.9754123728182251,1.336318604640214,656.6351047187511,58.697723954447184,1
VEN-00201,-21.57758039520689,6.003873881897574,2.1737041617364854,622.2814596941408,52.15368578683835,0
VEN-00202,8.164808124949463,2.060191398065526,1.2303186484891784,715.0008026049364,20.946849737406705,2
VEN-00203,5.878058618671167,1.59264071446884,0.609382140907752,653.664036685133,41.963213683554535,0
VEN-00204,18.96724281538526,1.2556542274777358,2.1191484140309096,554.9639572789383,63.25114558507194,0
VEN-00205,6.967882838349419,2.929060350783785,1.6908048674313456,893.2189756380569,52.51194672147661,1
VEN-00206,4.88951204613435,1.5080382865040514,1.275023224395596,673.9639426627347,28.643316340097105,0
VEN-00207,19.5745410892646,4.656610508684533,1.4503283698245253,625.6382826874537,24.995071138229157,0
VEN-00208,-5.605245283891602,1.7450882329355817,1.571397579418201,586.1358082126762,54.16680448817191,0
VEN-00209,18.479115913811253,2.1443564282074448,1.3271713807597174,752.7821329025154,43.92574637366396,1
VEN-00210,-9.701635774723467,2.204160660102036,2.3008674386921752,749.6318472746857,65.8767623448751,0
VEN-00211,-9.44283039152597,1.2374329282212826,1.5544898394892914,623.6865934150771,38.695255186630135,1
VEN-00212,-4.773183094241519,0.7135728711854737,1.9626398757618695,680.1694741289899,75.22627653180466,1
VEN-00213,-2.775440058486071,4.409616112331061,1.1663865147921697,712.2066924686544,41.95630578931226,1
VEN-00214,9.503107804875103,1.7553536805243597,0.7150947491632889,619.3636117780092,82.64248487741374,3
VEN-00215,-6.705875521068599,2.305149957877947,0.849717035726283,799.4804193815347,77.97981780731025,0
VEN-00216,2.687937147220082,1.3154448029570958,0.7296930686611844,771.5781701853068,57.54790708070466,1
VEN-00217,6.380831850604173,0.7810743254714415,1.330976422661354,829.1281513702103,62.70428611709544,1
VEN-00218,-28.78311961749857,1.0807714406808857,0.6782493660762561,638.8349610522737,94.93142274080864,3
VEN-00219,-2.2069039495321245,2.0890281131854165,0.9988802069653396,483.93274190260416,67.81793471887448,0
VEN-00220,-9.265998977143113,1.2772363581493538,1.3370232423510544,650.4370789285347,49.00067221660701,1
VEN-00221,36.311356700630895,0.6231246933600543,1.0094972668362896,611.0479727473695,46.16661143709473,3
VEN-00222,-2.079240419902259,3.551752774528754,2.7550489747657987,640.5530189198238,48.40102880932331,0
VEN-00223,-1.879645013415261,2.9435866344818424,1.0588052623147923,567.0450681569148,17.115483746292597,1
VEN-00224,15.037020578148212,1.967874725756434,1.5029736826253464,711.1975109075194,73.29021771410572,0
VEN-00225,-6.896206154042623,3.050914451341484,0.5083961889102971,775.6267630682523,69.92352185666157,1
VEN-00226,13.826429842497042,1.158335451842932,1.2637728824201326,868.799706922196,36.77573237387013,0
VEN-00227,-6.488294522933398,1.4935351907653958,2.3966030928776854,728.065315501763,36.33100434871653,0
VEN-00228,24.55442783061712,0.8856504440315678,1.1973658026054586,684.9366628045298,43.01276422264821,1
VEN-00229,14.382678175895489,3.332498597321753,1.8778152218366555,782.7441750550204,51.82348614256483,0
VEN-00230,32.82490831299155,4.246574984748458,0.830895477388212,802.1182980336886,34.5183232856006,2
VEN-00231,29.82401789962384,3.1223454692766857,1.4646534082502034,710.7642612484863,16.15446694112339,0
VEN-00232,25.505258273397164,2.814178860564839,1.038761209837889,490.7282005804013,66.81953353266792,0
VEN-00233,-2.6346124757833564,2.2655547836548844,1.1622975469866097,682.3270476763602,91.93307839919429,1
VEN-00234,43.634525531040616,1.6279750936779702,1.704354866020637,688.6886647908102,67.4964519875309,0
VEN-00235,-4.455355120358236,1.0326260625434636,1.003753452085146,593.1491364099571,58.769380499397954,0
VEN-00236,-11.716611045599503,1.9724901129395112,1.931322914855097,724.5112242060509,56.62302469937149,3
VEN-00237,-0.5157707002043876,1.652206898245063,0.7078342083043949,536.4351539132019,45.02790040674897,1
VEN-00238,54.572016120916985,0.6838268518208538,1.0911249869438906,533.2890897607351,40.087010859172175,1
VEN-00239,17.965078055506837,2.015970332510596,0.7720913687375058,608.7439469230471,65.17855481323554,2
VEN-00240,-45.58899228088667,1.3760175186808807,0.4161713925759384,635.5539970213989,63.24838192393744,0
VEN-00241,-0.3190777932918571,3.0135532216307697,0.8155992817062327,644.9980663336969,56.94207301981738,0
VEN-00242,10.29903796030657,3.01456497790768,0.5740031052117404,790.3650122033291,81.22597369654946,0
VEN-00243,36.07224773726939,0.8952860311706606,1.3299897487108367,562.476587661405,22.086164019037472,0
VEN-00244,-16.43129008447966,2.537047217493165,0.8992275081764742,755.0998163086219,39.99447785336131,0
VEN-00245,15.779927994775475,1.2403941392276736,0.7895126495358642,703.7768518024677,56.005013121198985,0
VEN-00246,-13.227181594965735,0.8269117550993048,1.826819291588866,759.6479538315773,60.65745987610394,0
VEN-00247,8.609091332265251,1.3034067624971717,1.2749531933993157,698.3270743211873,5.0,1
VEN-00248,-15.88548478651159,1.197076589771324,2.48077494661697,749.7619002101331,50.455020751829935,1
VEN-00249,6.760286742894879,1.875138544482976,0.9835925746152692,495.5673947214641,107.82581092310252,0
VEN-00250,30.077195105368496,1.831233355370644,0.9537927742815911,572.0430470089273,87.92797305518172,1
VEN-00251,-13.526865879481376,1.7584553440319777,0.9834960674250506,590.3837769030068,50.88795861232312,1
VEN-00252,-38.50040902497028,1.437243587040243,1.2046280285443312,553.2609968534217,60.2262690517917,0
VEN-00253,-4.374223963843068,2.5589847160105483,2.50185522025496,691.8629013132179,51.00803558450056,0
VEN-00254,11.856514898558792,2.467502357734581,2.0189425389650357,765.1936473492153,37.72270813650328,0
VEN-00255,-17.794137770857823,1.114624336898975,1.3110201218532842,626.1147000360569,63.80083232999744,0
VEN-00256,-8.135065025732356,1.240591489394355,1.5930703413319074,824.2404016781496,61.42008828029636,2
VEN-00257,44.413514425532426,3.45915335087277,0.6058200798597546,663.3499902887803,49.71528458361399,1
VEN-00258,-8.144157198581556,2.778304696606068,0.8314335763141281,560.6227529051735,66.52245843837757,2
VEN-00259,-19.858490750714317,2.4235543856415527,1.1075617262021795,609.0303162442145,92.39532771755748,1
VEN-00260,2.3666497791471,2.8274293008228315,1.0642812166311075,674.7281403884504,60.22921573267144,1
VEN-00261,20.11673566039382,3.710103380982384,1.8590525390588093,755.7065122527913,70.06403479796857,1
VEN-00262,26.09991634248836,4.553578721670356,1.537905655976123,750.372114189602,86.38175348397354,1
VEN-00263,13.672078501007338,1.4174753070840589,1.08127405503985,838.3763021952091,43.31798210451048,2
VEN-00264,18.450437479005657,1.25016548068871,1.1189218723807004,602.7830673268079,61.31369855842193,0
VEN-00265,-12.130210344295282,1.876619045574816,1.1010081312993103,822.9348998803796,20.51852905042152,3
VEN-00266,7.888521317814462,2.02813983214059,1.9432743614279195,679.2336820909732,19.810458753177755,1
VEN-00267,15.57128353478094,0.9892395656393372,0.8398745718755185,666.7423276008058,29.214224170354093,0
VEN-00268,-3.46578224916218,2.366998308472122,1.0192699615484453,462.5578089775694,35.20445503344253,1
VEN-00269,27.96719336693379,4.060829533921105,2.2151817477345075,688.4179518006823,60.16397248499773,1
VEN-00270,28.81058741836897,3.5885357504892195,0.7472696171300724,621.4678665893505,23.029058510827447,1
VEN-00271,-3.479126200195495,3.078399397948576,1.5418378692406387,778.9648982878421,82.20368851790064,0
VEN-00272,-15.223977397822722,0.4660106502425338,1.4866490056932524,586.8419007988313,27.56580611981394,0
VEN-00273,3.761811367850043,2.143473138027349,1.3718351518930374,799.3160240326707,50.04342726500351,3
