third_party_id,historic_review_timeliness_rate,relationship_owner_changes_24m,required_training_completion_pct,next_review_due_date,risk_assessment_due_date,attestation_due_date
VEN-00080,0.8887446191374451,0,89.73397765290309,2025-12-31,2025-12-31,2025-12-31
VEN-00081,0.7354671067254276,0,89.60672774258056,2025-12-31,2025-12-31,2025-12-31
VEN-00082,0.7378872947882354,0,100.0,2025-12-24,2025-12-31,2025-12-31
VEN-00083,0.687455139156698,0,95.90322656886958,2025-12-31,2025-07-24,2025-12-31
VEN-00084,0.9734587062149116,0,94.64495639061658,2025-12-31,2025-08-19,2025-12-31
VEN-00085,0.8824280349123127,1,97.0966552308204,2025-12-31,2025-12-31,2025-12-31
VEN-00086,0.7480596621751137,2,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00087,0.8126014452629264,2,100.0,2025-12-31,2025-12-19,2025-12-31
VEN-00088,0.8375677554401486,0,82.9547032338074,2025-12-31,2025-12-31,2025-11-29
VEN-00089,0.8909006151566689,2,98.35318302801949,2025-07-06,2025-12-31,2025-12-31
VEN-00090,0.8086570924132725,0,100.0,2025-12-31,2025-08-07,2025-12-31
VEN-00091,0.9818194621200276,4,77.17511298264242,2025-12-31,2025-12-31,2025-12-31
VEN-00092,0.950453523040689,1,99.27229756396405,2025-12-31,2025-12-23,2025-12-31
VEN-00093,0.7899045754944396,0,93.39106054813652,2025-09-15,2025-12-31,2025-12-31
VEN-00094,0.7994114190694115,0,83.61832273458683,2025-12-31,2025-12-31,2025-12-31
VEN-00095,0.7465766931155824,0,91.83451778649494,2025-12-31,2025-08-25,2025-12-31
VEN-00096,0.5646103651080339,1,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00097,0.8906900549455716,0,79.06683167557522,2025-12-31,2025-12-31,2025-12-31
VEN-00098,0.7715548281737477,1,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00099,0.9126127325799176,0,85.53122074491294,2025-12-31,2025-12-31,2025-12-31
VEN-00100,0.893265982013971,0,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00101,0.5957530635387559,2,100.0,2025-12-31,2025-12-27,2025-12-31
VEN-00102,0.8186458121190435,0,87.23745661684997,2025-12-31,2025-11-11,2025-12-31
VEN-00103,0.923465025885777,0,93.23956187494004,2025-12-31,2025-12-31,2025-12-05
VEN-00104,0.9356705851913834,1,100.0,2025-12-31,2025-12-31,2025-11-18
VEN-00105,0.7513619217682516,0,100.0,2025-06-22,2025-08-03,2025-12-31
VEN-00106,0.6828662648011656,1,98.54959091428944,2025-10-20,2025-12-31,2025-12-31
VEN-00107,0.8212113764509446,0,82.19874667592661,2025-12-07,2025-12-31,2025-12-31
VEN-00108,0.8042046046836722,0,86.65840793398083,2025-12-31,2025-09-08,2025-12-31
VEN-00109,0.9218961435412938,0,95.1454234207291,2025-12-31,2025-12-31,2025-12-31
VEN-00110,0.9310026195487277,0,89.81105345603811,2025-11-03,2025-12-31,2025-12-31
VEN-00111,0.706488126974576,1,94.63141853872987,2025-12-31,2025-12-31,2025-12-31
VEN-00112,0.6935203197674662,0,83.88263274736612,2025-12-31,2025-12-31,2025-12-31
VEN-00113,0.9494165968679796,0,85.8866347799683,2025-09-18,2025-11-28,2025-12-31
VEN-00114,0.7026079634554898,0,84.01951156952268,2025-12-31,2025-12-31,2025-12-31
VEN-00115,0.9183100790972512,0,98.9724884616878,2025-12-31,2025-12-31,2025-12-31
VEN-00116,0.7548321684231811,2,100.0,2025-12-31,2025-12-31,2025-09-19
VEN-00117,0.7588907539019911,0,94.09061815577832,2025-12-31,2025-12-31,2025-10-16
VEN-00118,0.8800876616380461,0,80.36797744124067,2025-12-31,2025-12-31,2025-12-31
VEN-00119,0.8493582881253992,1,96.2137974192108,2025-12-31,2025-12-31,2025-09-24
VEN-00120,0.8698262226156017,0,93.3986581753054,2025-12-31,2025-12-31,2025-12-31
VEN-00121,0.7669229784349234,0,100.0,2025-12-31,2025-08-22,2025-12-31
VEN-00122,0.7096964517595079,0,93.5108861815478,2025-10-28,2025-09-12,2025-12-31
VEN-00123,0.8871478899855355,0,85.83540919678434,2025-12-31,2025-12-31,2025-09-30
VEN-00124,0.8237335264849058,1,94.62665476494958,2025-12-31,2025-12-31,2025-10-13
VEN-00125,0.941289890618847,0,89.0566332873158,2025-12-31,2025-12-31,2025-12-19
VEN-00126,0.9268022626833528,0,89.36805926796976,2025-10-24,2025-12-31,2025-12-31
VEN-00127,0.7172331938868659,0,90.27027971871006,2025-12-31,2025-12-31,2025-12-31
VEN-00128,0.7223131463451579,0,91.15462092539616,2025-10-29,2025-12-31,2025-12-31
VEN-00129,0.930894703203262,2,91.65976267363902,2025-12-31,2025-12-31,2025-12-31
VEN-00130,0.8197114608172493,0,90.19736177684383,2025-12-31,2025-12-31,2025-12-31
VEN-00131,0.5702936736053551,0,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00132,0.8953678116752434,0,84.2659075701932,2025-12-31,2025-12-31,2025-12-31
VEN-00133,0.834247235464248,0,94.62622108230416,2025-12-31,2025-12-31,2025-12-31
VEN-00134,0.6980910414300974,0,89.3027990901394,2025-12-31,2025-12-31,2025-12-31
VEN-00135,0.7423632730077007,2,89.00550511167336,2025-12-31,2025-12-31,2025-12-31
VEN-00136,0.9164363262352586,1,100.0,2025-12-31,2025-09-02,2025-12-31
VEN-00137,0.802635203257642,1,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00138,0.8388958508087042,0,96.33141848716583,2025-12-31,2025-12-31,2025-12-31
VEN-00139,0.8385371710743904,1,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00140,0.8260146562422174,0,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00141,0.8706791015846549,0,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00142,0.958765169407936,1,95.17271463900371,2025-07-17,2025-12-31,2025-12-31
VEN-00143,0.7077847192185595,0,100.0,2025-12-31,2025-07-11,2025-12-31
VEN-00144,0.9856706763616908,1,84.91357277602351,2025-12-12,2025-12-31,2025-12-31
VEN-00145,0.8065760912482223,1,89.34254786397572,2025-12-31,2025-12-31,2025-12-31
VEN-00146,0.9370309055215286,1,93.64043311480096,2025-12-31,2025-12-31,2025-12-31
VEN-00147,0.5669432395442725,1,95.70567534292935,2025-12-31,2025-12-31,2025-12-31
VEN-00148,0.4719777548848912,0,84.2244284632767,2025-12-31,2025-12-31,2025-11-25
VEN-00149,0.6656618317597215,2,81.46671147403354,2025-12-31,2025-12-31,2025-12-31
VEN-00150,0.7972811221362103,0,91.86211448290342,2025-12-31,2025-12-31,2025-12-31
VEN-00151,0.803877452577985,0,96.92978919373247,2025-10-26,2025-12-31,2025-12-31
VEN-00152,0.6120212791042414,0,100.0,2025-12-20,2025-12-31,2025-12-31
VEN-00153,0.5323331934284895,1,93.58345175568024,2025-07-06,2025-12-31,2025-12-31
VEN-00154,0.8873577250068501,0,97.29184640790989,2025-12-31,2025-12-31,2025-12-31
VEN-00155,0.7638894867023012,0,94.00445599689282,2025-12-31,2025-12-31,2025-10-29
VEN-00156,0.7869158614316611,1,100.0,2025-12-31,2025-12-31,2025-12-23
VEN-00157,0.8507532830473591,1,97.49688974657836,2025-12-31,2025-08-17,2025-12-31
VEN-00158,0.844588313642056,0,85.91894279242382,2025-12-31,2025-12-31,2025-11-12
VEN-00159,0.9104990001616314,0,98.00315809619404,2025-10-12,2025-12-31,2025-12-31
VEN-00160,0.7242420015902609,1,94.9402180876396,2025-12-31,2025-10-22,2025-12-31
VEN-00161,0.9332529651424908,1,91.6417305915399,2025-12-31,2025-07-15,2025-12-31
VEN-00162,0.8563615204995441,1,88.62138753904037,2025-10-30,2025-12-31,2025-12-31
VEN-00163,0.8765863594300606,2,94.33631782830896,2025-12-31,2025-12-31,2025-12-31
VEN-00164,0.937424098370193,0,90.94269376625556,2025-12-31,2025-12-31,2025-12-31
VEN-00165,0.963669509850932,0,90.7916248457974,2025-11-20,2025-12-31,2025-12-31
VEN-00166,0.8285839959474288,0,96.43824695055568,2025-12-31,2025-12-31,2025-12-31
VEN-00167,0.5592133532579778,0,98.53202584980124,2025-12-31,2025-12-31,2025-12-31
VEN-00168,0.7709417332076994,2,92.8002399125086,2025-12-31,2025-12-31,2025-12-31
VEN-00169,0.7476596286311633,0,90.14316814417764,2025-09-13,2025-12-31,2025-12-31
VEN-00170,0.5846024674580564,0,90.67472562883384,2025-12-31,2025-09-21,2025-12-31
VEN-00171,0.8401361233957233,1,99.17440677402844,2025-12-31,2025-12-31,2025-12-31
VEN-00172,0.7820318730144696,0,95.15698798941264,2025-12-31,2025-12-31,2025-12-31
VEN-00173,0.9105831601330808,0,87.78215623778206,2025-12-31,2025-12-31,2025-12-31
VEN-00174,0.682133091393279,0,77.2166779444629,2025-12-31,2025-12-31,2025-12-31
VEN-00175,0.8541802222701922,0,100.0,2025-12-31,2025-07-26,2025-12-31
VEN-00176,0.7268379728315845,0,85.69054705829582,2025-12-31,2025-07-13,2025-12-31
VEN-00177,0.7588002081137731,0,84.01740944812359,2025-12-31,2025-12-31,2025-12-31
VEN-00178,0.6316084469027774,0,98.65405489120865,2025-12-31,2025-12-31,2025-12-31
VEN-00179,0.7015708371485225,1,81.38231239315851,2025-06-19,2025-07-07,2025-12-31
VEN-00180,0.8994378870185292,0,88.64692426650498,2025-12-31,2025-12-31,2025-12-31
VEN-00181,0.8450055832068484,2,100.0,2025-12-31,2025-09-11,2025-12-31
VEN-00182,0.6133773361302188,1,97.61352835637663,2025-12-17,2025-12-24,2025-12-31
VEN-00183,0.703961437733425,0,90.75467454819515,2025-12-31,2025-09-16,2025-12-31
VEN-00184,0.8391771738903446,2,90.94698735728544,2025-12-31,2025-12-31,2025-12-31
VEN-00185,0.7825165935055125,0,87.55213104097007,2025-12-31,2025-12-31,2025-12-31
VEN-00186,0.7733713033692958,0,90.72577802276646,2025-12-31,2025-12-31,2025-12-31
VEN-00187,0.8448925248104646,0,90.576085601629,2025-12-31,2025-12-31,2025-12-31
VEN-00188,0.4158780447387663,1,93.39908150991889,2025-12-31,2025-09-29,2025-12-31
VEN-00189,0.9872460808670458,0,100.0,2025-12-31,2025-10-04,2025-12-31
VEN-00190,0.9239480157094064,2,97.3349085432305,2025-12-31,2025-12-31,2025-12-31
VEN-00191,0.8167254647654527,1,93.17882987484242,2025-08-18,2025-12-31,2025-12-31
VEN-00192,0.4413463366621112,0,89.52605566804243,2025-12-31,2025-12-31,2025-12-31
VEN-00193,0.6828835676751394,0,100.0,2025-07-05,2025-10-29,2025-12-31
VEN-00194,0.9135605165349916,0,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00195,0.7911326593970001,0,94.21981107507648,2025-12-31,2025-12-31,2025-12-31
VEN-00196,0.8995620324801995,0,97.71186236460552,2025-12-31,2025-12-31,2025-12-31
VEN-00197,0.7877979388258004,0,74.93694508419637,2025-12-31,2025-12-31,2025-10-02
VEN-00198,0.7257464548392687,1,88.69746451760894,2025-08-14,2025-12-31,2025-12-31
VEN-00199,0.8479106486964337,2,82.60564414338917,2025-12-31,2025-12-31,2025-11-23
VEN-00200,0.8847561768915572,0,95.28136746114043,2025-07-06,2025-12-31,2025-12-31
VEN-00201,0.6058056723659702,0,84.54203507670009,2025-12-31,2025-09-25,2025-12-31
VEN-00202,0.8619311531137198,0,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00203,0.7688611308398662,0,100.0,2025-12-31,2025-09-11,2025-12-31
VEN-00204,0.8070132113396111,1,96.4793763213522,2025-12-31,2025-12-31,2025-12-31
VEN-00205,0.6374524688914467,0,89.81339980282986,2025-12-31,2025-12-31,2025-12-31
VEN-00206,0.7230127111667255,1,90.4598256192842,2025-12-31,2025-12-31,2025-10-17
VEN-00207,0.8556709893942293,0,96.04333281858533,2025-12-31,2025-12-31,2025-12-31
VEN-00208,0.6315105769068452,1,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00209,0.8071304264395427,1,100.0,2025-12-31,2025-08-31,2025-12-31
VEN-00210,0.6571597470362509,0,98.3389527758574,2025-12-31,2025-12-31,2025-12-31
VEN-00211,0.9206791137320306,0,91.86218366797084,2025-10-25,2025-10-14,2025-12-31
VEN-00212,0.8436265458899351,0,78.17160118472874,2025-09-24,2025-12-31,2025-12-31
VEN-00213,0.8758340724599242,0,90.44602920848216,2025-12-31,2025-12-31,2025-12-31
VEN-00214,0.9180422578265772,0,90.11088208383389,2025-12-31,2025-12-31,2025-12-31
VEN-00215,0.8798398516455188,0,92.2253699959699,2025-12-31,2025-07-11,2025-12-31
VEN-00216,0.9362222205094738,0,93.3539641534192,2025-12-31,2025-12-31,2025-12-31
VEN-00217,0.8662347105795798,0,95.0083270230908,2025-12-31,2025-12-31,2025-12-31
VEN-00218,0.7028132060013049,0,87.56719110948262,2025-12-31,2025-08-30,2025-12-31
VEN-00219,0.6627329398218582,1,100.0,2025-12-31,2025-12-31,2025-08-15
VEN-00220,0.5922135917633174,0,100.0,2025-12-31,2025-12-31,2025-11-28
VEN-00221,0.6940932487090217,1,91.27188540237516,2025-12-31,2025-09-13,2025-12-31
VEN-00222,0.8635643279168569,0,94.96334707094488,2025-08-12,2025-12-31,2025-12-31
VEN-00223,0.7293793938768832,0,85.26788980407797,2025-12-27,2025-12-31,2025-12-31
VEN-00224,0.7868757236920784,1,84.50976746880204,2025-12-31,2025-12-31,2025-08-25
VEN-00225,0.6972800063012855,0,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00226,0.8658252267550616,0,100.0,2025-11-24,2025-12-31,2025-12-31
VEN-00227,0.6887892527771248,0,94.1731781888222,2025-12-31,2025-12-31,2025-12-31
VEN-00228,0.5752654016381246,2,97.08035463551369,2025-07-12,2025-12-31,2025-12-31
VEN-00229,0.9424826652496658,0,97.72858575822168,2025-12-31,2025-12-31,2025-11-24
VEN-00230,0.6796011058307195,0,85.02843268433202,2025-12-31,2025-11-13,2025-12-31
VEN-00231,0.8943740289114862,1,82.66329741514535,2025-12-31,2025-12-31,2025-12-31
VEN-00232,0.7923070706974983,1,80.73325097427058,2025-12-31,2025-12-31,2025-12-31
VEN-00233,0.7582155404022729,1,96.02322126897072,2025-10-30,2025-12-31,2025-12-03
VEN-00234,0.9253690430674728,2,100.0,2025-11-29,2025-12-31,2025-12-31
VEN-00235,0.9586452734230329,1,98.2298262221586,2025-12-31,2025-12-31,2025-09-11
VEN-00236,0.8575548792373022,1,88.38516760900174,2025-12-31,2025-12-31,2025-12-31
VEN-00237,0.8093605541406151,0,77.92144187173562,2025-08-31,2025-12-31,2025-12-05
VEN-00238,0.8435378906782139,4,100.0,2025-12-31,2025-12-31,2025-09-07
VEN-00239,0.6972476198448538,0,94.4517834636602,2025-12-31,2025-12-31,2025-12-31
VEN-00240,0.5809329061040714,0,93.262943413366,2025-08-11,2025-12-17,2025-12-31
VEN-00241,0.4849807450174083,3,95.84714291072606,2025-08-25,2025-12-31,2025-10-28
VEN-00242,0.895119392754255,1,88.27688174517884,2025-07-15,2025-12-31,2025-12-31
VEN-00243,0.8052439302786583,0,90.302594105721,2025-12-31,2025-12-31,2025-12-31
VEN-00244,0.9696727674046056,0,90.20985963657328,2025-12-31,2025-12-31,2025-12-31
VEN-00245,0.9516536117907134,0,98.1020930584652,2025-12-31,2025-12-31,2025-12-31
VEN-00246,0.9291969942930288,1,88.03307414997458,2025-12-31,2025-12-31,2025-12-31
VEN-00247,0.782743884024357,0,90.4820156105935,2025-12-31,2025-12-31,2025-09-03
VEN-00248,0.8308177354124675,0,88.79432583103379,2025-12-31,2025-12-31,2025-12-31
VEN-00249,0.8936454280386061,3,88.01476680895726,2025-12-31,2025-12-31,2025-12-31
VEN-00250,0.3992520532363818,0,90.92829019009156,2025-10-13,2025-12-31,2025-10-15
VEN-00251,0.8220730540989304,0,94.1390430318226,2025-12-31,2025-12-31,2025-12-31
VEN-00252,0.873790490892787,0,98.40912458501012,2025-09-25,2025-12-31,2025-12-31
VEN-00253,0.8247843533230557,0,100.0,2025-11-27,2025-12-31,2025-12-31
VEN-00254,0.762810909043804,0,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00255,0.8967045001037526,0,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00256,0.8478522731034117,0,99.95413130073072,2025-09-23,2025-12-31,2025-11-17
VEN-00257,0.7862684813431342,1,92.380759696247,2025-12-31,2025-12-31,2025-12-31
VEN-00258,0.7607450594457349,0,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00259,0.948975026196486,0,100.0,2025-11-02,2025-12-31,2025-12-31
VEN-00260,0.8540704298138996,0,96.76405186774228,2025-06-09,2025-12-31,2025-12-31
VEN-00261,0.8748979051119863,1,94.34074747728005,2025-12-31,2025-12-31,2025-12-02
VEN-00262,0.90374301154343,0,98.51731273788,2025-08-28,2025-12-31,2025-11-19
VEN-00263,0.8330111028430139,0,100.0,2025-08-11,2025-12-31,2025-12-31
VEN-00264,0.9103709083924636,2,88.57456752712648,2025-12-31,2025-12-13,2025-12-31
VEN-00265,0.9532461731615408,1,100.0,2025-12-31,2025-08-20,2025-12-31
VEN-00266,0.7106853741648768,0,99.85786350708456,2025-12-31,2025-12-31,2025-09-03
VEN-00267,0.9048533678202232,3,89.40235999175208,2025-12-31,2025-12-31,2025-12-31
VEN-00268,0.8378229272742975,0,92.07373566448562,2025-07-12,2025-09-02,2025-12-31
VEN-00269,0.8460300644344158,0,96.79785675417996,2025-11-20,2025-12-07,2025-12-31
VEN-00270,0.8756902714006242,0,88.66519303032496,2025-07-19,2025-12-31,2025-12-31
VEN-00271,0.9781245142673206,3,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00272,0.8411652496898685,0,100.0,2025-05-29,2025-12-31,2025-12-31
VEN-00273,0.6504819244122617,2,83.15044281716371,2025-12-31,2025-12-31,2025-12-31
VEN-00274,0.9344536404518958,0,99.70519994244091,2025-12-31,2025-12-31,2025-10-21
VEN-00275,0.5988741403461406,0,95.38661741630406,2025-12-31,2025-12-31,2025-10-08
VEN-00276,0.8920148965138275,1,97.20154013114444,2025-11-28,2025-12-31,2025-12-31
VEN-00277,0.9411391959408478,0,99.86220222548414,2025-12-31,2025-12-31,2025-10-17
VEN-00278,0.8730301689144065,1,95.88109888735156,2025-12-31,2025-12-31,2025-12-31
VEN-00279,0.7284206724668425,0,97.64090111119762,2025-12-31,2025-12-31,2025-12-31
VEN-00280,0.9528557419348908,1,89.17317333318978,2025-12-31,2025-12-31,2025-12-31
VEN-00281,0.932152012289074,0,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00282,0.7848967828548636,0,99.17113319133468,2025-12-31,2025-12-31,2025-12-31
VEN-00283,0.8625021956407677,0,85.18798356340457,2025-12-31,2025-12-31,2025-12-31
VEN-00284,0.8806987815387639,0,99.44279837120376,2025-12-31,2025-09-27,2025-12-31
VEN-00285,0.6803219266470989,0,80.18440523085079,2025-12-31,2025-12-31,2025-12-31
VEN-00286,0.7223301327404865,0,81.80704058494925,2025-12-31,2025-12-31,2025-12-31
VEN-00287,0.7222269626036715,1,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00288,0.6645865762344066,1,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00289,0.8708580200294627,0,92.6718197667489,2025-12-31,2025-10-15,2025-09-22
VEN-00290,0.7009255046544665,0,98.12522401559698,2025-08-14,2025-12-31,2025-12-31
VEN-00291,0.8826706760783349,1,97.00081941425351,2025-12-31,2025-07-14,2025-12-31
VEN-00292,0.7518057454948496,1,92.85737752249491,2025-12-31,2025-10-26,2025-12-31
VEN-00293,0.9745990470834676,1,87.33798693914824,2025-12-31,2025-12-31,2025-12-31
VEN-00294,0.8693982169106893,0,83.52147050245468,2025-12-31,2025-12-31,2025-12-31
VEN-00295,0.5501748785421373,1,100.0,2025-12-31,2025-12-31,2025-12-31
VEN-00296,0.6897098200063272,0,91.6064401147363,2025-12-31,2025-12-31,2025-12-31
VEN-00297,0.8817664622621785,0,80.35271299130845,2025-12-31,2025-12-31,2025-12-31
VEN-00298,0.7814110636158916,1,91.94094776102236,2025-05-26,2025-12-31,2025-12-31
VEN-00299,0.8830815694866567,0,91.9253783530621,2025-12-31,2025-12-31,2025-12-31
VEN-00300,0.7489000018601283,0,100.0,2025-10-20,2025-12-18,2025-12-31
VEN-00301,0.7988422132427433,0,90.10877801692062,2025-12-31,2025-12-31,2025-12-31
VEN-00302,0.8660646652698367,0,96.02596696212824,2025-12-31,2025-12-31,2025-12-31
