vendor_id,country_risk,industry,criticality,inherent_risk,outsourcing_category,vendor_age_years,years_with_company,annual_spend_m,spend_growth_pct,spend_concentration_pct,contract_amendments_24m,contract_obligation_count,service_schedule_count,contract_age_months,contract_months_to_expiry,prior_review_on_time_rate,ownership_changes_24m,mandatory_training_completion_pct,review_days_overdue,risk_assessment_days_overdue,attestation_days_overdue,open_issues,overdue_issues,repeat_issues_24m,avg_remediation_days,risk_acceptances_24m,assurance_exceptions,high_severity_assurance_findings,control_maturity_score,independent_assurance_age_months,sla_breaches_12m,availability_pct,operational_incidents_12m,critical_incidents_12m,mean_incident_resolution_hours,executive_escalations_12m,complaints_12m,critical_vulnerabilities,avg_critical_patch_days,security_incidents_24m,penetration_test_high_findings,external_cyber_score,revenue_growth_pct,debt_to_ebitda,current_ratio,credit_score,days_payable_outstanding,invoice_disputes_12m,service_dependency_pct,alternate_provider_count,geographic_concentration_pct,subcontractor_count,relationship_manager_changes_24m,overdue_review_12m,control_deficiency_12m,concentration_event_12m,financial_distress_12m,contract_non_compliance_12m,any_risk_event_12m
VEN-00011,Low,Facilities,Medium,Low,Outsourcing,14.25339876180445,4.118876004428595,2.722449628320679,53.44350639745919,44.32045482829815,2,31,5,78,42,0.8238846118593013,0,90.98199630445193,0,33,0,3,1,1,60.42490448591083,0,2,1,3.2786547101511867,33.006152790533875,3,98.6167606272081,2,0,9.860977139368876,0,0,1,55.73493939614232,0,0,703.5003640349458,4.774089364120905,2.13560712814236,2.4439374500106426,639.9781341547955,47.19446014251606,0,84.19924311018266,4,59.41775321298843,4,2,0,0,1,0,0,1
VEN-00012,High,Professional Services,Medium,Low,Non-outsourcing,9.30304789654717,5.284088784354623,0.1105219775850951,-40.49368566296142,31.59623060981527,0,27,4,43,40,0.9385792189967486,0,94.31939959785475,0,0,0,2,0,0,21.70253788597289,1,0,0,3.790590764687384,31.700547547345785,1,98.9387551703024,1,0,13.581644877925887,1,2,1,32.84475103254892,1,1,817.6581496783808,45.69566500611764,1.2287597765270193,2.428745963096606,584.4065323783932,15.428344747004758,1,1.8418743276292069,0,42.7014742924022,2,0,0,0,0,0,0,0
VEN-00013,Low,Facilities,Low,Low,Outsourcing,10.412842945464211,9.551076031434947,6.136526150914637,-4.616057581863913,11.8420250652358,0,27,7,92,56,0.9371801254569602,1,100.0,0,130,0,2,1,2,38.84297882051828,1,1,0,4.118672862489342,7.073144843961106,2,97.98790428914386,0,0,25.08751125298666,0,1,1,18.489265596017493,0,1,820.6490255445373,10.85212444594915,1.223766856783487,1.5549189400057248,711.3043291193997,59.5559746954116,3,60.96676380158922,0,69.29294324572521,2,1,0,0,0,0,0,0
VEN-00014,Medium,Telecommunications,High,Medium,Non-outsourcing,25.98708018843974,4.74670379038202,1.1492684175354868,-14.937742723628006,36.37757326157769,4,25,6,41,6,0.6651287452779091,1,95.14319590518078,0,0,0,4,0,1,26.567421050660272,3,0,0,3.011856424555429,19.45384956847428,2,98.63729477269392,1,0,4.2757699044879685,0,0,2,22.64089314966827,1,0,736.3790164956271,17.68545199030236,2.4685662732285945,1.3512893462561453,725.3421719550225,88.50358155972162,0,71.19470927094035,2,82.54033174132273,6,1,1,0,1,1,0,1
VEN-00015,Low,Telecommunications,High,Medium,Outsourcing,19.71341644201236,4.8240527575320895,1.1833333925529683,34.29520904183934,13.586985638387596,0,30,3,50,42,0.7895962505159587,1,91.13594258125998,0,0,0,4,0,2,108.55372202870484,1,0,0,2.4345769621322155,6.331958182527114,1,99.7763368956754,2,0,6.192735038247089,0,0,0,46.568045040307055,0,1,752.5709240360026,-0.3706463341203374,3.7648234434271,1.549687896999982,668.1923934419017,52.59215225343406,0,10.85106655325266,0,39.76747676484711,1,1,0,0,0,0,0,0
VEN-00016,Low,Facilities,Medium,Medium,Non-outsourcing,9.756554671620442,9.756554671620442,2.3771704910274334,-3.196588100040765,25.55156908699389,1,38,5,33,-7,0.8689737980426584,0,100.0,0,137,0,2,0,0,121.73467143010367,1,0,0,3.571123704993312,40.78351187304675,4,99.52137173259057,0,0,26.582828488751204,3,0,0,14.826460245935875,1,0,893.3646781396836,17.321001247056138,1.9896758160882624,0.8470336075141308,624.7891817147982,89.9971520340092,2,47.856229323784326,5,23.33766076524354,3,0,0,0,0,0,0,0
VEN-00017,Low,Cloud,High,Medium,Outsourcing,10.791886951679022,2.459217711785964,5.371003472087987,-4.273184298342368,49.18906227478575,2,35,1,120,15,0.7373849660499312,0,100.0,0,0,0,3,1,0,73.2928182841656,2,1,0,3.75290293767656,7.196580532264132,1,99.80480510889193,2,1,9.016040039512246,0,2,1,55.82930171804862,1,1,793.8484385332303,14.03516956948241,2.283560765950545,1.0573608918030606,630.6919264724802,31.66411642058629,1,51.0170259247585,1,29.40495799586445,4,1,0,0,0,0,0,0
VEN-00018,Low,Telecommunications,High,Medium,Non-outsourcing,7.925904739954602,5.951673646488003,37.751237416434456,19.37418451822929,29.496372622767687,2,28,5,49,41,0.8934592538361248,0,100.0,0,0,0,5,1,0,205.44346645862228,0,1,0,2.8356756457686583,5.5176258382366505,2,99.58436759531487,0,0,21.56493129077748,1,1,0,31.363026359334185,0,0,656.4459664863086,-17.714549506143868,1.9392750474202576,1.820198099871967,663.2568264512812,76.89479086102114,2,17.712718507385237,2,67.81637871566002,6,1,0,0,0,0,1,1
VEN-00019,Medium,Telecommunications,Medium,Low,Non-outsourcing,9.08297395428634,3.2840842970948176,0.4924617042172688,50.10971998768812,59.722856786147695,3,38,3,115,56,0.6300938820394704,0,100.0,0,0,0,4,1,0,93.90287723661936,0,2,1,5.0,7.140851431258136,2,99.24670582501555,0,0,23.339711349919263,0,2,0,47.51793041542357,0,0,910.0791343375616,-6.47534610491492,1.2888533724048012,1.049036750058309,785.8298721136518,57.9243899775921,0,14.609642054607152,1,59.746033275099855,5,2,0,0,1,0,1,1
VEN-00020,Low,Professional Services,Low,Low,Outsourcing,9.309669469705604,6.342495051783101,1.0677331356553754,6.335578770087773,22.0545290100382,3,25,4,69,-1,0.8281273203584179,1,94.7406672544048,0,0,0,2,1,1,63.02959351522341,1,0,0,2.326689926199978,12.320237833521912,6,99.9941612628568,3,1,11.811823070838743,1,2,2,33.64522763567951,1,0,950.0,32.80051937088217,2.04732966772782,0.870000352937703,614.2170571205088,67.15722491212777,0,59.69143689675472,5,45.409475352704405,5,1,0,1,0,0,0,1
VEN-00021,Medium,Payments,Low,Medium,Outsourcing,11.57054067628927,10.26887203772143,3.4957712749535594,-4.709814878907514,12.763480557017507,2,23,1,16,42,0.9394839165271112,0,94.79957882735476,0,0,0,4,1,0,71.75772496331027,0,0,0,2.9864855891008224,7.776453801390469,4,98.5969246036082,1,1,37.39513343778522,0,1,0,28.505943320889315,0,1,855.5140693059724,28.1879290059446,2.387823565394276,0.6722817488186209,626.3039324715206,26.76290631650958,1,20.48807215959081,2,58.64809598753201,4,2,0,0,0,1,0,1
VEN-00022,Low,Payments,Medium,Medium,Outsourcing,3.3834652391232507,3.3834652391232507,1.2221386392698153,0.3224718150434817,44.77669213439076,1,31,6,92,18,0.7807432085050957,2,93.8541402289334,0,0,0,4,2,0,41.96120086170657,0,1,0,3.525756932348516,16.877774000668325,1,100.0,0,0,12.070280568072135,0,0,1,35.456389123729465,0,0,635.8055223342392,-1.4525888888503342,1.371709432211307,0.9567610456819784,667.3791431796999,80.33738863635504,1,40.56212074228094,2,40.4114799967511,3,2,0,0,0,0,0,0
VEN-00023,High,Facilities,Medium,High,Outsourcing,8.95348637694941,5.8763115131605685,6.817766697394545,25.76990099656372,47.02251201350416,1,27,6,24,28,0.8803315915830041,1,86.83081131230557,0,48,0,1,0,0,24.90913879686487,2,0,0,2.968544556676409,12.778585688912614,2,100.0,2,0,23.662473853698447,0,3,1,63.655384637013405,0,2,874.6199165325058,-9.646379190621516,1.102184359474498,0.9113205801510228,662.1844773777382,16.17948207394761,0,26.44065561226964,5,47.99267968110325,1,2,0,0,0,0,0,0
VEN-00024,Medium,Facilities,Low,Low,Non-outsourcing,8.184030715375254,4.881742697710914,2.2601356194023667,-27.94733599877761,57.89214617290441,1,25,3,107,50,0.9115612004829616,0,96.10093267548808,0,0,0,1,0,2,152.56666020504397,1,1,0,4.010288237672125,7.279547046444289,4,99.3494017698266,2,0,36.22504071170473,0,0,1,15.780987550784827,0,0,728.0444203708022,33.82820717326511,1.6657438851737203,1.5158625908594796,594.9740096205177,41.79732582475906,0,33.658242006888635,2,41.90092886219186,2,0,0,0,0,0,0,0
VEN-00025,Medium,Technology,Low,Medium,Material outsourcing,21.00924954092688,9.34950722508951,7.198275185336669,7.556166573167464,23.73557921418892,3,34,5,116,50,0.6314494136029066,0,100.0,66,0,0,2,0,0,123.01023519309564,1,1,0,3.3730913234401174,32.9921359443094,1,99.25192685501658,1,0,31.88577402888212,0,0,1,30.761163760650625,1,1,808.1753351055869,-13.871509157254389,1.4712329511427773,1.257006682876858,840.6309209243087,88.9422927986233,0,35.423766003248616,1,40.1045510453064,1,0,0,0,0,0,0,0
VEN-00026,Low,Payments,Low,Low,Non-outsourcing,10.7293990697109,7.980601872061389,2.0681623598356293,-17.318872973068647,37.56479827571509,4,22,4,66,20,0.8628400256475243,0,100.0,0,0,0,5,3,4,60.4160276278245,0,1,1,3.4298259025896054,16.49481696646853,2,99.98162199858068,0,0,26.29370909144387,0,0,1,11.572649758627293,1,0,768.9803743521625,23.66316882978324,0.8571843907247604,0.7457438245437471,804.7258406379183,61.74771084247842,0,14.303676855533528,1,94.18976376687424,3,2,0,1,0,0,0,1
VEN-00027,Low,Cloud,High,Medium,Material outsourcing,12.368494562011335,4.923125642324609,4.9499253954674,-24.480934295016624,32.173636445369254,4,35,6,48,52,0.8596125716075909,1,88.22745437763137,0,78,0,4,0,2,64.09967792073627,0,1,0,4.647431802793802,3.231701575988074,2,99.5066690987362,2,0,13.755992935749784,1,0,0,50.73608856796383,1,1,701.9914334295424,-1.1525926793300805,0.7661662805436691,1.0619078011835343,806.5696434672287,39.86480461049543,1,19.599058199212184,3,62.63060594928037,1,2,0,0,0,0,1,1
VEN-00028,Low,Telecommunications,High,Low,Material outsourcing,8.822440697175832,8.822440697175832,0.9485296565230644,-44.5063245084383,34.73868515400242,2,27,5,57,24,0.7825630207693826,0,88.99516872882135,0,77,0,3,1,0,88.07864818964306,0,0,0,4.771676016741749,14.32919680734232,1,99.2208139217134,1,0,14.247428085161507,0,3,0,3.7913197613319127,1,0,739.7264127109233,33.8959837636144,3.831369325938394,0.9015495834075704,574.6433165477948,52.212325274657466,3,40.582029228976985,1,60.588873868762114,0,0,0,0,0,0,0,0
VEN-00029,Low,Telecommunications,Medium,Medium,Non-outsourcing,10.77383844402786,2.9584281026530874,22.900613217439613,-5.904751529855497,62.07940866689792,3,23,3,94,7,0.8402700718567444,2,100.0,0,0,0,2,1,0,108.43094351722748,1,3,1,3.944570854919281,12.393182143946714,3,99.68058003740371,3,0,21.26123974098521,2,1,1,54.09599052935767,0,1,705.7230656157192,28.075840788749574,0.6476852905611034,1.97905218031656,727.9635359284168,48.70478797221781,0,28.517644421128324,1,72.49941118648738,1,1,0,0,0,0,0,0
VEN-00030,Medium,Payments,Low,Low,Non-outsourcing,9.082933490112548,9.082933490112548,0.4191085038154411,37.12566072538708,49.54165082905723,2,35,7,45,58,0.7889265921667153,2,88.33197601230107,0,0,0,1,0,0,72.24209783357598,1,1,0,3.941035897656557,4.9054789603948645,1,100.0,2,0,27.30041735090854,0,3,2,19.52485550739725,0,0,689.0957992786994,5.337795783476707,2.61733021059304,0.9533677736687768,643.9793542386451,39.7098042537067,1,66.66202451310681,1,67.79061966029272,4,1,0,0,0,0,0,0
VEN-00031,Medium,Technology,Low,Low,Outsourcing,11.657455334333015,9.578869858679926,1.2478966299086085,-45.55128983012271,37.68194523551778,2,30,3,7,16,0.9349091634870096,0,87.61352920394008,0,0,0,1,0,0,52.05090408547144,1,3,1,5.0,13.411772364027984,2,98.82446619527894,1,0,21.480440170590835,1,3,0,65.01019864835186,0,0,796.9460222837814,-21.1986455483162,1.127115107704176,1.1525956919251543,482.5628993716314,77.74426473540841,1,22.12985437295355,2,58.661388932404535,6,0,0,0,0,0,0,0
VEN-00032,High,Payments,Low,Medium,Outsourcing,13.981588182421753,1.9261349361983648,0.5698270091608458,22.65340020557896,46.210733381177,3,26,11,72,54,0.8784649937250711,1,87.53879359711485,165,0,0,2,0,0,32.39273135526901,0,1,0,2.777737489599423,21.13739918848329,1,99.73191683785012,0,0,17.162820642710063,2,3,0,8.053659446911677,0,0,699.0101307986072,19.13783082572741,1.9197663912966847,0.940824999433038,719.590034219702,74.86794285131822,0,42.13943679202836,1,37.82570497764968,1,1,1,0,0,0,0,1
VEN-00033,Low,Cloud,Medium,Medium,Non-outsourcing,5.27546944287184,3.182545339721785,6.555656711800848,-9.518551755533451,21.63955143455406,2,34,3,89,55,0.7944830651633158,0,92.44022839957132,126,134,0,2,0,1,106.74459113107588,1,0,0,4.71887984513014,16.739884584100782,0,99.0520855068816,2,0,7.892788256334805,0,0,1,37.52240165226527,1,1,680.713623779407,40.46795186710519,0.951368743525202,2.0500097768040497,633.960195463099,45.83374239348712,0,45.307959177349694,2,72.1733407365586,5,1,0,0,0,0,0,0
VEN-00034,Low,Facilities,Low,Medium,Non-outsourcing,14.963826263093878,5.907354093753322,4.921294641077688,-20.71166300049191,11.606526691736484,2,28,5,18,-2,0.7813016623711113,2,100.0,0,0,0,1,0,0,29.215108670990794,0,1,0,4.181950026181674,32.22277834901405,5,99.44068634114252,3,0,29.93249096835824,1,1,0,64.92824131372328,0,1,817.8366843624068,24.81209712187777,1.9121449080598645,1.446680438066512,659.3462748671536,84.39586355678315,1,65.728416346904,4,61.780543690883896,4,0,0,0,0,0,1,1
VEN-00035,Low,Telecommunications,Medium,Medium,Non-outsourcing,6.587705591724166,1.558854286742091,0.711765557434789,17.284642805971814,17.76928397432669,0,21,2,44,41,0.8876752435611094,0,94.08304393947051,0,0,0,2,1,1,40.75388790535801,1,0,0,3.434887245754894,7.1543921584972665,3,98.75088984170992,1,0,13.309859425533194,0,1,2,35.58336070807656,0,0,772.827972547635,31.763393757246003,2.463354622584445,1.2167354536376995,669.7235014858577,29.404731568410742,0,14.553195581275212,2,38.75321455137603,4,0,0,1,0,0,0,1
VEN-00036,Low,Professional Services,Critical,High,Outsourcing,26.444804426870384,8.11251559413713,8.140285171672515,43.38530863534571,39.35275223189678,5,19,3,57,51,0.6907779118359866,1,90.78921503006876,80,0,0,5,1,1,48.41441969395723,1,0,0,3.4337874043761154,12.094471817090394,2,99.2324368293056,0,0,13.57686299931022,0,1,0,24.45234340415957,0,0,684.4172018027186,12.471183837326365,3.4175479857181625,1.0541904339637629,709.3353271362054,51.4418489018033,1,22.60238512220731,2,34.728866602461714,3,0,0,0,0,0,0,0
VEN-00037,Low,Professional Services,Medium,Medium,Outsourcing,11.53386000139966,4.769893116874583,1.2606199459040115,48.44581650892054,32.78068639241602,3,27,1,74,6,0.6479763241212978,2,100.0,0,0,0,0,0,1,79.81182500284646,1,1,0,3.031994271855102,5.178411451946494,5,99.70630625480348,0,0,25.8405180906494,1,1,1,29.629730240607504,0,0,613.4658570612721,9.70015271621788,1.4218925191507783,0.8957900563638443,820.0543518679001,67.5623872309499,0,40.36032535098449,4,49.84429365937117,4,0,0,0,0,0,0,0
VEN-00038,Low,Facilities,High,Medium,Non-outsourcing,12.28324428937103,8.337528188197972,4.162228216377296,15.659878772480226,47.39957438562365,1,29,6,62,26,0.8836393477761554,0,89.16973612116333,220,0,0,3,0,1,40.60834176830731,0,2,0,2.8281807192960504,4.697513067814092,0,100.0,1,0,11.470463939768996,1,0,2,60.55161209080838,0,1,794.0859544330299,43.90480387493562,2.2803373067160173,0.8962847488552009,568.544781859772,60.0536882724531,0,67.07561764456158,1,57.68919224881481,4,0,0,0,1,0,0,1
VEN-00039,Low,Cloud,Low,High,Outsourcing,12.526873894110622,7.673455604800559,5.388900130726128,6.102317695986757,24.88484760413797,2,24,5,91,60,0.8668754911229882,0,86.6893519714218,0,0,0,3,1,0,57.43297859518447,1,3,1,3.2520347798606206,12.812386881546718,1,99.378667594688,0,0,15.00707040972441,1,0,1,27.951363894818662,1,3,775.084325984159,14.820681428675352,1.8297618756575216,1.6288607171988452,537.4023374581609,40.48956271485738,0,25.718995178194703,1,41.43387613183701,4,3,0,0,0,0,0,0
VEN-00040,Medium,Professional Services,Medium,Medium,Outsourcing,11.167341056382154,4.251596194575885,2.0764136172457506,18.571938974190445,20.33526812943562,5,23,5,76,47,0.8904031897489338,0,91.9870800078408,0,8,0,1,0,0,76.76833683423008,0,1,0,1.95178485866508,7.505501152239291,1,100.0,2,1,25.848031012494225,0,0,2,47.315522584408114,0,0,611.4523476700459,3.046493968287717,3.665144280298127,1.9135393950990376,728.8662726086786,70.99567712265402,1,41.50928222559824,4,38.03643110311559,2,1,0,0,0,0,0,0
VEN-00041,Low,Facilities,Critical,Medium,Material outsourcing,7.523409529018158,3.2412603112479204,7.395255663967849,74.87798149561179,40.27550373225381,6,34,5,86,15,0.4310509658297369,0,91.848103023148,95,0,0,6,3,1,66.90761023193892,0,1,0,3.4244710807756427,28.665480698215525,3,99.29767014357928,2,1,15.829001880431976,0,3,0,6.257748959483925,0,0,845.6622953295977,35.19271941699061,2.6771973389705708,0.5028179050116133,516.2543267212862,5.298549756164945,1,41.130954803162574,3,36.283628813709385,2,1,1,0,0,0,1,1
VEN-00042,Medium,Cloud,Medium,Medium,Non-outsourcing,12.29911906677585,0.8457963220194683,2.319799338724528,0.0976412034632874,17.17886495838777,1,27,6,9,16,0.7648593507783986,0,96.45048003663167,0,0,0,3,1,0,49.83721176042005,0,1,1,3.678951568242896,9.544228969288122,2,99.5541105777309,0,0,11.17706847599619,0,2,0,46.2297164462903,0,0,742.2991973264266,-0.0464657654689055,2.1973919351129285,1.709862441534068,658.7997797778476,35.585394398150896,0,35.60708454232344,2,47.27333424985876,4,0,0,0,0,0,0,0
VEN-00043,Medium,Professional Services,Medium,Low,Non-outsourcing,11.95110417515778,11.95110417515778,3.945632272422896,38.6433061689194,35.344582505094166,1,26,1,111,-1,0.6857248859001146,0,100.0,0,0,0,0,0,0,135.62323685619248,0,2,0,3.179090718632593,13.23943873461797,4,99.55829888967588,4,0,7.016572319132902,0,0,0,31.10093066249638,0,0,735.2464122013189,-14.08085510254056,1.7612465250440177,0.6147496802954188,570.4690821152174,85.84923806145723,0,58.446064111569264,1,38.58757883186341,0,0,0,0,0,0,0,0
VEN-00044,Low,Cloud,Critical,Medium,Non-outsourcing,7.058826008848099,7.058826008848099,2.0106590602817778,-7.994061778320024,53.21464829880508,4,35,5,52,58,0.8940251015158907,0,85.26496430246814,0,0,0,6,2,0,134.12593931460975,1,0,0,4.627476748867081,6.697971894688611,1,99.26418220830016,1,0,14.018663682550638,0,1,0,58.99785394604571,0,1,644.8079683714436,-2.884375456453583,1.2520731056153966,1.4217530594467496,565.42435163114,58.359585502642425,2,42.34873786936333,3,19.67492385542002,1,2,0,0,0,0,1,1
VEN-00045,Medium,Facilities,Medium,Medium,Outsourcing,5.310309517950922,2.1209843516319484,0.348176849147741,-14.426982669175594,33.96561071038144,3,29,2,51,52,0.6771703627804496,2,91.69109548712451,0,0,0,6,1,1,226.4935473700084,0,1,0,4.544724558872777,17.067476660216492,6,99.30175266719112,1,1,13.754765438936566,1,1,2,13.991679384448762,0,0,780.84436922635,9.614813013075928,0.706645503727338,1.259669126821277,718.7280318557434,33.17137804454068,0,18.969412567691588,0,32.14767740665534,2,0,0,0,0,0,0,0
VEN-00046,Medium,Cloud,Medium,High,Non-outsourcing,17.02366208726783,4.759506562217083,2.372897818360061,55.760309596293766,49.14269116207863,3,25,8,92,46,0.6919584711276677,0,99.82280308847382,0,74,136,1,1,1,121.97112634319436,1,2,1,3.593898415815893,9.306953711583692,3,99.9940361073154,2,0,27.664883855953928,1,2,1,14.16869817783402,0,0,950.0,16.333026386012737,2.969056920862416,1.2470175860489228,715.3513236269192,58.85400325353371,3,71.47040856328312,3,26.44861523349072,3,2,0,0,0,0,0,0
VEN-00047,Low,Professional Services,Medium,High,Non-outsourcing,8.945564206499775,8.945564206499775,1.0397364815154684,8.071747922694826,55.78740046498047,3,24,9,50,19,0.6959859700175506,0,100.0,0,0,0,4,1,0,116.7704990361939,1,2,0,4.834714023377522,15.369554819296726,4,98.69773229642878,3,2,10.621454702613583,1,0,0,30.451528959836388,0,0,719.1117009364671,-3.6458410186648855,1.6626065794704257,0.737797020725658,737.0746433192506,53.92227180629224,1,28.776483953615656,2,34.97599895078731,1,0,0,0,0,0,0,0
VEN-00048,Low,Facilities,Low,Low,Outsourcing,10.057092587546922,5.20913159927642,12.572299916012271,14.063295347680164,23.333972214284994,0,23,3,95,23,0.8731988764086245,0,100.0,0,0,0,3,2,0,84.15865461966145,0,0,0,2.7846335180303883,19.036038839599023,6,100.0,0,0,15.957454158079743,0,0,0,50.454799079877375,1,0,775.4847523738565,16.202830544874796,1.7052810863472767,1.2480750851691984,657.0882078615125,55.16835997795469,1,41.38902308800593,1,52.2256890824487,5,1,0,0,0,0,0,0
