service_provider_id,sla_breach_count_12m,availability_pct,incident_count_12m,critical_incident_count_12m,mean_time_to_resolve_hours,executive_escalation_count_12m,complaint_count_12m
VEN-00105,6,99.7685314123502,1,0,4.567960456181063,0,0
VEN-00106,1,99.9966120363356,2,0,22.54943311044213,0,2
VEN-00107,2,98.86794095052517,2,0,14.399610552411982,0,2
VEN-00108,3,99.84258838260352,0,0,17.160270610208965,1,3
VEN-00109,4,100.0,1,0,13.861937449692048,1,1
VEN-00110,1,99.78401274075912,2,0,9.788887428559494,0,3
VEN-00111,3,99.03860613423386,1,0,28.90421082113245,1,1
VEN-00112,1,98.16262747228156,3,0,11.689814733360109,0,2
VEN-00113,0,99.02107073797124,1,0,9.7890203995039,0,1
VEN-00114,4,100.0,2,0,11.47574781685557,0,1
VEN-00115,4,99.13749350608896,0,0,19.236744043473003,0,2
VEN-00116,2,99.81405724688324,1,0,15.05560139412173,0,0
VEN-00117,0,99.2361938279905,3,0,19.113730816181477,0,0
VEN-00118,2,98.8397140180392,5,2,13.116098035126532,0,0
VEN-00119,0,99.156416377392,2,0,10.961825132310222,0,0
VEN-00120,2,99.83261792961152,2,0,34.980669093918834,0,1
VEN-00121,3,98.89075630698694,1,0,14.932136297517836,1,0
VEN-00122,3,99.49031070329744,1,0,22.947360566439954,0,0
VEN-00123,4,99.4672928706952,3,0,13.901207460033454,0,1
VEN-00124,3,99.80195863774011,1,0,13.18196943965922,0,1
VEN-00125,4,99.06556461942247,0,0,49.812878265218174,0,1
VEN-00126,2,99.00214016962984,1,0,27.18120809587099,0,0
VEN-00127,4,99.69594341135677,1,0,33.92671452704935,0,0
VEN-00128,4,99.35687908021318,2,0,26.415022643197325,0,0
VEN-00129,2,100.0,0,0,32.649404897841016,1,1
VEN-00130,6,100.0,0,0,9.466394711477252,0,0
VEN-00131,3,99.39521060336348,2,1,46.17115350357332,0,0
VEN-00132,2,100.0,2,0,63.33040995296289,0,2
VEN-00133,2,98.3606458808471,2,0,24.15906599761399,0,1
VEN-00134,5,99.10777416514964,2,1,29.499063880058984,0,0
VEN-00135,5,100.0,4,1,46.458186923560014,1,0
VEN-00136,1,97.84335729284534,0,0,16.957661253843778,1,1
VEN-00137,5,99.5734750538148,0,0,22.696130463665693,0,3
VEN-00138,2,98.89780200021406,1,0,19.03073035107337,0,0
VEN-00139,2,100.0,1,0,11.423007183914883,0,0
VEN-00140,3,99.0821347990498,0,0,17.518631680805687,1,2
VEN-00141,2,99.51084153212553,0,0,12.615496108649092,2,1
VEN-00142,3,99.24377561915216,2,0,5.512998227069162,0,0
VEN-00143,3,99.23925819738818,1,0,15.27248553365433,0,0
VEN-00144,2,100.0,1,0,18.208078826797347,0,0
VEN-00145,1,99.64076932745996,2,0,20.754839076030045,1,1
VEN-00146,3,98.95178222745952,1,0,12.467183422124853,0,2
VEN-00147,3,99.73968143867296,1,1,35.58336593580728,0,0
VEN-00148,3,99.73534911530864,0,0,14.150381361524996,0,3
VEN-00149,1,99.6091238959422,0,0,22.76594711136414,0,0
VEN-00150,5,99.79960105605034,2,0,26.432236041912336,0,2
VEN-00151,2,100.0,1,0,10.298703788809425,0,1
VEN-00152,5,98.45142881837036,1,1,30.093919861150876,0,1
VEN-00153,3,98.9327159851715,0,0,17.1837672630544,1,0
VEN-00154,1,98.62495649769254,2,0,30.681741213640823,0,0
VEN-00155,2,99.43831782190423,0,0,4.958877057400747,1,1
VEN-00156,5,99.47332654209094,1,0,9.85592054932211,0,1
VEN-00157,2,99.58856077171532,2,0,14.323046740626076,1,1
VEN-00158,7,100.0,1,0,20.015690302372786,1,0
VEN-00159,1,100.0,0,0,20.25260158288017,0,3
VEN-00160,2,99.96369518040365,2,0,26.27420775140893,0,0
VEN-00161,1,100.0,1,1,44.155442143889495,0,0
VEN-00162,1,99.6406329451513,1,0,12.30408856182082,0,0
VEN-00163,0,100.0,1,0,10.286975650678489,0,2
VEN-00164,3,99.31793273464322,0,0,13.762295716548094,0,1
VEN-00165,6,99.51942457767412,2,0,8.777791085593263,0,1
VEN-00166,2,99.42042018305315,1,0,33.77542637931519,1,0
VEN-00167,5,98.73207180749948,2,0,32.60628477692613,2,1
VEN-00168,1,99.05500699388244,1,0,33.761458027981845,1,1
VEN-00169,3,98.42244753166338,0,0,2.7453679611695945,1,0
VEN-00170,2,100.0,2,0,44.94207228327936,0,0
VEN-00171,1,99.54831153042902,3,0,19.199399288677263,0,0
VEN-00172,4,99.42274351832395,0,0,31.332672740677545,0,1
VEN-00173,1,99.11424211762524,2,1,25.60901037742037,1,0
VEN-00174,2,99.189563352888,2,0,8.214807179344554,0,0
VEN-00175,0,99.67981833808209,5,0,19.83202408937916,0,3
VEN-00176,2,100.0,3,0,30.417378042058303,0,0
VEN-00177,2,100.0,1,0,20.805157716006807,0,0
VEN-00178,2,98.61552643539584,2,0,17.34256139090425,3,1
VEN-00179,1,99.86207408545916,2,0,29.44785839866799,0,0
VEN-00180,2,98.46267994362374,0,0,29.287438955144506,0,1
VEN-00181,2,98.13838666812288,2,0,10.246892339602224,1,1
VEN-00182,1,100.0,1,0,24.548336264542318,0,2
VEN-00183,0,99.54117279984618,4,0,21.74612936969857,0,2
VEN-00184,4,99.06286444686764,3,1,23.37030543681598,0,1
VEN-00185,1,99.41528193935008,1,0,5.890449245388703,1,0
VEN-00186,1,100.0,1,0,9.677630363092844,2,0
VEN-00187,4,100.0,2,0,10.962015771219123,0,1
VEN-00188,3,99.22386437199398,0,0,24.14165265340476,0,1
VEN-00189,1,100.0,0,0,3.766181196002461,0,0
VEN-00190,3,99.94864259517723,0,0,24.333604255073887,2,1
VEN-00191,6,99.55492331626924,1,0,12.757501927804745,0,1
VEN-00192,0,99.84181841486458,1,0,52.50269381867377,0,1
VEN-00193,2,100.0,1,1,26.11224969312659,2,2
VEN-00194,1,98.9823275607427,2,0,12.818841140784352,2,2
VEN-00195,2,100.0,3,0,19.09668023764593,0,0
VEN-00196,1,99.78726004904364,1,0,10.003622426235973,0,2
VEN-00197,1,99.57526811214176,1,0,16.208466618061262,1,0
VEN-00198,2,98.71989221722164,3,1,36.80792904404741,0,2
VEN-00199,1,99.51445898965588,3,0,11.29302344345788,0,3
VEN-00200,2,100.0,1,1,23.194919201853576,0,2
VEN-00201,2,98.88126747411684,1,0,9.882222254302883,1,0
VEN-00202,0,100.0,1,0,54.26863385064489,1,2
VEN-00203,3,99.76455725058256,1,0,18.290642430117654,0,0
VEN-00204,1,99.66107391446548,0,0,6.808118712880874,1,1
VEN-00205,1,98.20595045033964,0,0,11.248399947600731,0,1
VEN-00206,2,99.79480736213604,0,0,14.122589153670331,0,0
VEN-00207,4,98.97663264873373,0,0,14.673479335576816,0,2
VEN-00208,1,100.0,3,0,34.17699512747697,1,0
VEN-00209,2,99.42177175072902,1,0,20.303846601825345,0,2
VEN-00210,2,99.40307568212452,1,0,9.08164102510631,0,2
VEN-00211,1,100.0,2,1,13.116804546755771,0,1
VEN-00212,5,99.44322659547404,2,0,29.269463555919984,0,0
VEN-00213,0,99.6812048221919,1,0,13.783152852807673,0,1
VEN-00214,2,99.36028296893409,0,0,5.924342000829624,1,1
VEN-00215,3,99.56118864565542,2,0,31.021102101435552,0,1
VEN-00216,2,99.13447842882805,1,1,8.825584719800085,0,2
VEN-00217,1,99.45539004636844,3,0,14.862032528778334,0,0
VEN-00218,1,99.01880983901482,0,0,20.318678905596247,0,1
VEN-00219,4,99.5522998663596,1,0,27.93848307855402,1,3
VEN-00220,3,99.05718120291095,0,0,6.57062428562925,1,1
VEN-00221,2,100.0,0,0,48.90277880264936,0,2
VEN-00222,4,99.46644726653692,0,0,19.22868495986016,0,2
VEN-00223,3,98.15368734701644,0,0,0.8226210545584126,1,1
VEN-00224,0,98.32510039911844,3,0,10.594459635742211,2,0
VEN-00225,0,99.00371781043523,0,0,15.336604391329868,0,2
VEN-00226,1,98.06506992319616,1,0,31.218456841168425,1,1
VEN-00227,4,99.95321463529685,1,0,10.486790433564602,1,0
VEN-00228,2,98.6069152008312,0,0,19.155208345458192,0,2
VEN-00229,2,100.0,0,0,32.84554301738679,2,0
VEN-00230,6,99.86473685275816,1,0,8.804247154305857,0,3
VEN-00231,2,99.12946216366949,1,0,37.08446338593706,0,0
VEN-00232,4,98.33857592449166,1,0,10.740593898689912,0,0
VEN-00233,0,99.71292945152976,0,0,6.803699764477172,2,3
VEN-00234,2,99.39486568610724,1,0,45.20666446974856,1,2
VEN-00235,2,99.52935292038153,0,0,17.275956385219676,1,0
VEN-00236,1,100.0,2,1,36.86127741577858,1,1
VEN-00237,3,98.79694264104626,3,2,26.734870541339266,0,1
VEN-00238,0,98.47681774320912,2,0,16.82950800659645,0,0
VEN-00239,2,99.51787708176737,1,0,10.578112306583144,0,2
VEN-00240,3,98.89036129699852,1,0,2.7825792577707102,0,0
VEN-00241,1,98.78048899398851,1,0,16.699310704661592,1,1
VEN-00242,3,98.60895800520072,2,0,25.583102835009157,1,3
VEN-00243,3,98.00809185512075,0,0,17.617795054109784,1,1
VEN-00244,4,99.65470208995468,0,0,28.74843908236412,0,0
VEN-00245,3,99.58824329550184,0,0,42.65288686983135,0,1
VEN-00246,0,99.42334575691976,0,0,9.689096936879949,1,0
VEN-00247,0,98.57373039612246,0,0,14.564628435668908,0,1
VEN-00248,1,99.5256520575584,1,0,26.319405036226,2,1
VEN-00249,0,98.3485058346264,0,0,25.38793338575682,1,1
VEN-00250,2,99.19278874577776,1,0,16.91469919773762,5,1
VEN-00251,3,99.11281079185014,1,0,37.513543761437525,0,0
VEN-00252,1,99.31442479721446,1,0,6.364650649880813,0,1
VEN-00253,1,98.94956630933648,4,1,20.37823162730738,0,0
VEN-00254,2,99.41354408343206,0,0,6.91160193115368,1,1
VEN-00255,3,99.3090000803674,1,1,16.97139384557004,0,1
VEN-00256,1,99.30040565379242,0,0,24.804201418706192,0,0
VEN-00257,1,99.32701865958816,2,0,23.25293470512618,0,0
VEN-00258,2,99.76221772245876,0,0,4.972716203091005,1,1
VEN-00259,3,98.56301774011416,1,0,32.07075489474168,2,0
VEN-00260,5,100.0,2,0,11.577823667412964,0,1
VEN-00261,1,98.1155756195314,0,0,39.457171736580406,2,0
VEN-00262,1,100.0,2,1,10.045635325881028,2,1
VEN-00263,1,98.3242332891764,1,0,27.58275442632801,0,1
VEN-00264,2,98.92901016312852,0,0,42.77232014793715,0,1
VEN-00265,4,99.75628086083586,0,0,43.59607518603397,0,2
VEN-00266,1,98.65165554782035,1,0,25.241622018846464,1,1
VEN-00267,2,98.71223772832552,0,0,18.466715945565728,1,3
VEN-00268,3,98.92240250510736,0,0,4.997023581965852,0,1
VEN-00269,1,99.33978502249911,2,1,27.13366925991671,2,2
VEN-00270,4,99.2392682795256,0,0,15.36990110545566,0,0
VEN-00271,1,98.7507222968555,0,0,31.42741315674418,0,1
VEN-00272,4,99.52371270433724,0,0,14.32055201330383,0,1
VEN-00273,2,99.40771565962366,1,0,8.049441116869131,0,1
VEN-00274,1,99.74986480245605,0,0,42.9140060340804,0,1
VEN-00275,5,99.36375450529556,2,0,3.6337500556677456,0,1
VEN-00276,0,98.73967261389058,0,0,15.209897438812355,3,2
VEN-00277,6,100.0,1,1,17.352931724010677,0,3
VEN-00278,2,100.0,0,0,18.512975409586765,0,2
VEN-00279,5,97.54575327857872,3,1,15.66346806783199,2,1
VEN-00280,1,98.49097604519127,2,0,19.208433150437106,0,0
VEN-00281,1,99.42067995974142,2,1,18.66875680942615,0,3
VEN-00282,2,99.97629298605194,1,0,14.60173662602877,0,3
VEN-00283,5,98.74557314405948,0,0,27.609881537730946,2,1
VEN-00284,2,98.02414772674116,1,1,20.130616911095775,0,0
VEN-00285,2,99.09658408117546,2,0,17.249671302558262,0,2
VEN-00286,1,99.2212020037663,1,0,11.390825671936724,1,1
VEN-00287,2,100.0,1,0,22.583260862298093,0,1
VEN-00288,1,99.46234743939814,2,1,21.289657370721667,0,1
VEN-00289,1,99.50133040334264,2,0,18.7629875235544,0,1
VEN-00290,0,98.71612534089604,2,1,15.180434476466624,0,0
VEN-00291,1,97.56852490795563,1,1,10.005848593787194,0,0
VEN-00292,2,100.0,1,0,7.016750645134216,0,1
VEN-00293,2,99.43983276724148,1,0,24.611579222269743,0,0
VEN-00294,1,98.56925378880295,4,0,5.28004262079418,0,1
VEN-00295,4,99.71208487971344,0,0,13.562087578965278,0,1
VEN-00296,2,99.1549351846034,0,0,19.81158154348304,0,2
VEN-00297,0,99.08483270929678,0,0,39.92612036873284,1,2
VEN-00298,2,99.79986568983568,1,0,27.967951595609755,0,0
VEN-00299,0,98.4372309055386,2,0,5.800700613602066,0,1
VEN-00300,3,99.74335950880564,0,0,7.104111387545323,0,0
VEN-00301,1,97.93637557938726,1,0,10.403987404853876,0,2
VEN-00302,2,99.7426716335208,0,0,18.30725636327099,0,3
VEN-00303,4,98.85179835376805,3,1,14.335599968403669,0,2
VEN-00304,2,97.87480759010953,1,0,7.079505280727965,0,0
VEN-00305,3,98.93935748543328,1,0,16.083374513443065,0,0
VEN-00306,2,98.50841032452472,1,0,7.864075014947589,1,0
VEN-00307,6,98.52176868110335,1,0,28.298489541669028,1,2
VEN-00308,1,99.16046342095616,0,0,13.748884356612368,0,0
VEN-00309,2,98.91161717183384,2,0,26.841509246597536,1,0
VEN-00310,3,99.17217681877042,0,0,6.092805288042467,1,0
VEN-00311,2,99.95809441447012,1,0,19.88779188334312,2,0
VEN-00312,1,100.0,1,0,9.12444944836006,0,2
VEN-00313,2,100.0,1,0,19.77215998110956,0,0
VEN-00314,2,99.39856635463246,0,0,13.4114868589811,0,1
VEN-00315,2,98.5404352921989,3,0,25.03815950921779,0,2
VEN-00316,1,100.0,0,0,5.038875255312989,0,5
VEN-00317,1,97.56964965565876,3,0,14.614473733747904,0,1
VEN-00318,2,99.49814182424728,2,0,23.874540327415,0,0
VEN-00319,1,99.98325520634076,1,0,29.700927630486643,1,1
VEN-00320,1,99.27242530628536,1,0,17.172465539517788,1,2
VEN-00321,1,100.0,0,0,12.601709727620412,0,0
VEN-00322,2,100.0,1,0,30.02970204710354,0,2
VEN-00323,2,99.5493650402086,0,0,14.369591375654672,0,0
VEN-00324,2,100.0,1,0,9.174025689242848,0,1
VEN-00325,1,99.09924193536648,0,0,31.56429742367435,1,1
VEN-00326,2,99.5131134881064,3,0,36.66255439956475,0,2
VEN-00327,0,99.11808551528672,2,0,24.75149833917909,1,2
VEN-00328,1,100.0,1,0,40.79971493936935,0,2
VEN-00329,2,98.94112990752194,1,0,24.535909439216955,0,1
VEN-00330,0,99.2323198126045,2,0,5.61329105271494,1,1
VEN-00331,1,99.71787127923103,2,0,15.142058665887305,0,1
VEN-00332,1,100.0,1,0,19.446239785296484,0,0
VEN-00333,2,99.5003177514543,2,0,30.01116718690662,0,0
VEN-00334,2,98.49749162982565,0,0,9.29288764002109,0,3
VEN-00335,1,98.73671696485592,2,0,17.547736097461033,0,0
VEN-00336,2,100.0,0,0,4.321073907847167,0,0
VEN-00337,1,99.38007477394402,1,0,16.12770549979988,2,2
VEN-00338,0,99.55299941438304,1,0,7.737166639568578,0,1
VEN-00339,2,99.92032225112314,4,0,40.523282726574976,2,2
VEN-00340,1,100.0,3,0,12.922292536160096,0,2
VEN-00341,1,98.29722653681895,0,0,26.39043444970739,1,1
VEN-00342,0,99.5333837922441,0,0,48.18410999032525,0,2
VEN-00343,1,98.64836830631091,3,0,22.018138282345376,0,2
VEN-00344,3,99.88269179307645,0,0,8.946481645137986,1,2
VEN-00345,2,100.0,0,0,19.24108458294924,0,1
VEN-00346,1,100.0,1,0,27.17333418004325,0,1
VEN-00347,1,99.61245914538144,2,0,12.744174112104403,0,0
VEN-00348,1,99.22537922355112,0,0,28.639874935322247,1,0
VEN-00349,0,99.03305326376358,3,1,48.97224124258236,0,2
VEN-00350,2,99.18852787799123,1,0,8.547239480159986,0,0
VEN-00351,4,98.65379299811856,0,0,5.285597901185052,0,1
VEN-00352,3,99.46726352210622,0,0,39.60227731378207,2,2
VEN-00353,2,99.52917189674189,0,0,38.00763815926466,0,1
VEN-00354,1,100.0,0,0,29.756107122921748,0,0
VEN-00355,2,100.0,1,0,11.454564534137162,0,4
VEN-00356,2,99.23615078943683,2,0,36.224902175146106,0,1
VEN-00357,3,100.0,1,0,19.20300500950661,1,1
VEN-00358,1,100.0,1,0,14.301260287954303,0,0
VEN-00359,2,99.40334813899253,2,0,30.11873313354663,1,1
VEN-00360,0,98.0612478702186,1,0,53.935347501632535,3,0
VEN-00361,3,99.44374329619303,4,0,23.81199751253084,0,1
VEN-00362,3,99.9175581192274,3,2,25.961644668047448,0,0
VEN-00363,3,99.48377965036808,1,0,21.52303234315034,0,0
VEN-00364,2,99.4151467358282,0,0,19.753686486567123,0,0
VEN-00365,2,98.78440679088676,0,0,13.36480058320446,0,2
VEN-00366,3,98.18056155027952,0,0,11.181948052756372,3,0
VEN-00367,7,98.50206741764028,5,1,17.5655400354174,1,0
VEN-00368,4,99.8973620930387,4,0,17.060556307231153,0,2
VEN-00369,2,98.08107175477872,1,0,19.076452467977617,0,0
VEN-00370,3,100.0,2,0,9.719222503433668,0,2
VEN-00371,1,99.74622588455802,1,1,17.157791975642823,0,1
VEN-00372,2,99.12432702813878,3,1,11.073512527407654,1,0
VEN-00373,3,99.31511124028847,0,0,8.875494868496443,0,1
VEN-00374,4,99.15367437623524,2,1,25.21593524285324,0,1
VEN-00375,1,99.90112573363696,0,0,5.885923862994814,1,1
VEN-00376,3,99.92605269543974,0,0,15.973499593618012,0,0
VEN-00377,3,100.0,0,0,24.90853370501409,2,1
VEN-00378,0,99.09789805744298,1,0,20.970465958463567,0,0
VEN-00379,5,98.65402872357912,3,0,5.46761804567506,0,2
VEN-00380,2,99.21587736574406,1,0,18.37748229049954,1,2
VEN-00381,3,99.9820644340488,1,0,26.30328596009766,0,2
VEN-00382,2,100.0,0,0,17.691263542855527,0,2
VEN-00383,3,98.73498563869482,3,0,21.079049726668664,0,2
VEN-00384,1,100.0,1,0,16.115258379081308,0,2
VEN-00385,0,98.11735025705774,0,0,44.19418591504749,0,2
VEN-00386,2,99.95321650525294,1,0,42.3463435044428,0,0
VEN-00387,1,99.59441515156742,5,1,9.017697210133615,1,2
VEN-00388,2,99.98434658502472,0,0,31.876532436283718,0,0
VEN-00389,3,99.25223506585472,1,0,17.416557295187662,2,2
VEN-00390,3,100.0,2,0,9.77193459012675,1,1
VEN-00391,0,100.0,2,0,7.9872393972387075,0,1
VEN-00392,3,100.0,1,0,12.788993528203068,1,2
VEN-00393,2,98.31002682818192,0,0,22.306585543418628,1,1
VEN-00394,1,99.7405642031163,0,0,30.91210182344081,1,1
VEN-00395,1,99.6202626343564,1,0,23.317909270062724,0,0
VEN-00396,2,98.2602204283156,0,0,17.27563917584226,2,0
VEN-00397,2,99.97642459444558,1,0,35.64907188862221,0,0
VEN-00398,1,100.0,0,0,18.4485592390177,0,2
VEN-00399,2,100.0,0,0,16.18791209352864,4,0
VEN-00400,3,100.0,1,0,36.235929830654754,0,4
VEN-00401,1,98.91071082928237,0,0,13.080187907896072,1,0
VEN-00402,3,98.94885221376086,2,0,12.836267815426618,0,2
VEN-00403,0,99.08304021440289,1,1,19.04962428865023,0,0
VEN-00404,3,100.0,0,0,29.29319344548899,1,1
VEN-00405,1,100.0,2,1,34.159757529602615,0,1
VEN-00406,0,99.63752824494432,0,0,12.61282712492049,1,1
VEN-00407,1,99.972913758504,0,0,11.58932989831704,1,0
VEN-00408,2,98.98640204022266,1,1,19.354504201471958,0,1
VEN-00409,3,99.6839000741729,1,1,21.567915248038183,1,0
VEN-00410,1,98.72176641390506,0,0,16.678770777769383,0,1
VEN-00411,1,98.14016041232462,0,0,10.692680439002364,2,0
VEN-00412,2,98.16817531964146,0,0,10.555735158175564,0,1
VEN-00413,3,99.18306895757677,1,0,17.160164970315382,0,0
VEN-00414,2,98.05618622962156,2,0,13.121813776934673,0,0
VEN-00415,0,98.68827695992547,0,0,6.790245993101336,0,1
VEN-00416,1,99.71042395160907,1,0,9.526494689531404,3,2
VEN-00417,3,100.0,1,0,9.911652036828956,1,2
VEN-00418,4,99.61203525001872,3,0,15.085730039157797,1,1
VEN-00419,5,99.02103624609066,1,0,15.367971384442844,1,2
VEN-00420,2,97.6886089422968,2,0,9.828722279845552,0,3
VEN-00421,3,100.0,1,0,20.98751849220877,1,1
VEN-00422,1,99.45433759157136,0,0,38.31720233287148,0,1
VEN-00423,1,99.02354930112112,2,0,4.259638748790368,0,1
VEN-00424,0,98.8901538658448,2,0,23.8029423836387,1,1
VEN-00425,5,98.39246641069516,1,0,11.096401564221717,0,1
VEN-00426,1,99.0662884697782,1,0,13.64656263868378,1,0
VEN-00427,4,99.61736259485396,1,0,27.637395142430336,1,1
VEN-00428,2,99.8455883597345,3,0,26.975018349218075,1,2
VEN-00429,0,99.47546553055795,3,0,6.838806810653916,0,0
