related_party_id,open_issue_count,overdue_issue_count,repeat_issue_count_24m,mean_days_to_remediate,risk_acceptance_count_24m
VEN-00177,6,3,3,93.0856032111798,1
VEN-00178,2,1,0,73.62829331190242,0
VEN-00179,5,1,2,188.63894463465067,0
VEN-00180,4,1,0,124.06555661964182,0
VEN-00181,3,0,0,109.37632988392436,1
VEN-00182,4,1,0,26.580395926690883,0
VEN-00183,4,3,0,37.13868958053951,0
VEN-00184,3,2,0,156.25641978955554,1
VEN-00185,2,1,2,77.43920806000638,1
VEN-00186,2,1,0,112.19853000361438,0
VEN-00187,2,1,0,49.17110384873113,0
VEN-00188,2,2,1,42.1060933978898,0
VEN-00189,2,1,0,78.80531069157912,1
VEN-00190,4,2,0,83.55620440010676,0
VEN-00191,6,0,1,54.364632578279895,0
VEN-00192,3,0,0,87.91201234849355,1
VEN-00193,1,0,0,285.5591110979605,1
VEN-00194,4,0,0,175.0767824335829,0
VEN-00195,1,1,0,21.49585880532526,0
VEN-00196,3,1,0,102.01447555277578,1
VEN-00197,2,0,0,88.85493073499545,0
VEN-00198,6,1,0,97.50729374165034,3
VEN-00199,1,1,0,44.7810557339955,0
VEN-00200,4,2,0,85.7395272335025,1
VEN-00201,3,1,0,44.980607013228536,0
VEN-00202,1,0,1,36.60341581274453,0
VEN-00203,2,1,0,130.14508032691293,1
VEN-00204,2,0,0,123.93516274296576,0
VEN-00205,3,1,0,82.06885420387637,0
VEN-00206,2,0,0,77.04276527921925,0
VEN-00207,0,0,1,53.51664921200463,0
VEN-00208,4,0,1,18.810536247039323,0
VEN-00209,2,0,0,88.49304628303396,0
VEN-00210,3,0,1,66.01509652582097,0
VEN-00211,3,0,1,151.36586551495736,0
VEN-00212,3,1,0,117.23101149407852,1
VEN-00213,4,1,0,54.32410202055327,0
VEN-00214,3,1,0,101.4853197823722,0
VEN-00215,6,2,0,147.88424819449102,1
VEN-00216,2,0,0,103.58002800767474,1
VEN-00217,2,0,1,115.0925697529854,0
VEN-00218,3,2,0,115.99029153318288,0
VEN-00219,3,1,0,89.08591248401326,1
VEN-00220,2,0,0,85.82827049963088,1
VEN-00221,4,2,1,41.25495065386843,3
VEN-00222,4,1,0,77.2903909900288,0
VEN-00223,4,0,0,118.73541758618455,3
VEN-00224,4,2,0,73.72417185547006,1
VEN-00225,2,2,0,58.7776807171247,2
VEN-00226,5,1,0,43.81992153469065,0
VEN-00227,3,1,0,94.7364278610144,0
VEN-00228,2,0,0,48.49686076625895,0
VEN-00229,0,0,0,48.581779507141285,0
VEN-00230,1,0,0,96.04295286122256,0
VEN-00231,3,1,1,141.83375353753266,0
VEN-00232,3,1,2,101.99953040579472,0
VEN-00233,4,1,1,125.2911137038849,2
VEN-00234,5,0,0,127.63895701335213,0
VEN-00235,3,1,0,193.43762278104413,0
VEN-00236,3,2,0,67.36734608896457,0
VEN-00237,3,1,0,120.111790203747,0
VEN-00238,3,0,0,70.02352839725502,1
VEN-00239,5,1,0,29.82656143645448,0
VEN-00240,3,2,0,10.915872450266988,2
VEN-00241,1,0,0,53.86729792878218,1
VEN-00242,1,1,0,109.8343918449071,0
VEN-00243,1,1,0,89.5549872089588,0
VEN-00244,2,1,0,10.7552184682437,0
VEN-00245,1,0,0,34.54234337703961,2
VEN-00246,4,0,1,117.21108755559592,1
VEN-00247,1,1,1,70.67019731283044,2
VEN-00248,2,1,0,81.5950503452373,0
VEN-00249,1,0,1,41.76371547567,0
VEN-00250,6,2,0,96.25149508999075,1
VEN-00251,1,0,2,32.528872604076085,0
VEN-00252,5,1,0,42.09230301141023,0
VEN-00253,2,0,1,97.55002651542974,0
VEN-00254,3,1,3,95.37147802968346,0
VEN-00255,1,0,0,86.98115452224644,0
VEN-00256,3,0,1,93.78138335544404,2
VEN-00257,4,1,1,49.90811206668637,0
VEN-00258,3,1,0,23.19964610183177,1
VEN-00259,5,1,0,52.29690500397955,1
VEN-00260,2,0,1,45.00465226397322,0
VEN-00261,4,3,1,96.60409245298712,2
VEN-00262,2,0,0,21.71851264156472,0
VEN-00263,2,0,0,68.61502672161977,0
VEN-00264,3,0,1,52.970908544421135,1
VEN-00265,2,0,1,36.50156878842739,0
VEN-00266,3,3,0,29.730642023867308,0
VEN-00267,3,1,0,25.10922630599811,1
VEN-00268,3,1,1,34.8399952377128,0
VEN-00269,5,2,0,62.60515591161106,0
VEN-00270,5,3,2,147.83645068123965,0
VEN-00271,4,1,0,56.349019992447815,1
VEN-00272,3,1,0,74.4869353210677,1
VEN-00273,1,0,1,117.94020266955256,0
VEN-00274,1,0,0,127.14667619002182,1
VEN-00275,3,1,0,133.57931578439238,1
VEN-00276,3,1,2,96.78830388161504,1
VEN-00277,6,3,3,79.52119547871303,1
VEN-00278,8,0,0,76.6450200479998,4
VEN-00279,1,1,1,38.30165885525338,0
VEN-00280,2,1,2,141.38816874165957,1
VEN-00281,2,1,0,83.37018120690658,1
VEN-00282,4,3,0,123.16516327806394,1
VEN-00283,5,2,0,55.35898650577396,1
VEN-00284,5,0,0,34.19292115690003,0
VEN-00285,4,2,3,52.55757905564788,0
VEN-00286,1,0,2,33.32793165005323,0
VEN-00287,3,0,1,151.7301501876187,0
VEN-00288,2,2,1,60.34394837844751,0
VEN-00289,4,0,0,61.93004886140868,1
VEN-00290,1,0,0,38.22510295807472,3
VEN-00291,3,2,0,146.7171821709009,3
VEN-00292,3,1,0,83.12951487100705,3
VEN-00293,5,1,1,18.78776200040293,0
VEN-00294,3,2,0,132.91861377220332,2
VEN-00295,1,0,0,120.553116410438,1
VEN-00296,6,1,0,89.02982125163845,1
VEN-00297,3,1,0,108.38497150699018,0
VEN-00298,2,0,0,146.59680637634517,1
VEN-00299,6,2,1,25.24696319113966,1
VEN-00300,0,0,0,110.39630744993364,0
VEN-00301,2,2,0,114.04525672358652,1
VEN-00302,3,2,0,46.55911296611613,0
VEN-00303,2,1,0,34.61255763978827,1
VEN-00304,2,0,0,54.52245833440097,2
VEN-00305,2,2,0,47.89238685261151,0
VEN-00306,1,0,1,37.384813063115566,1
VEN-00307,4,2,0,35.95553709061839,0
VEN-00308,4,1,4,70.50157860460409,1
VEN-00309,5,1,0,43.52576927900849,0
VEN-00310,1,0,0,48.232649916822055,2
VEN-00311,3,1,1,73.10811693151206,1
VEN-00312,2,1,0,84.72124353540848,0
VEN-00313,2,1,0,84.36733642114125,0
VEN-00314,7,4,0,74.50052427028737,0
VEN-00315,1,1,3,27.63121172262546,1
VEN-00316,3,2,0,67.98550108425228,0
VEN-00317,5,0,0,62.78959830711487,0
VEN-00318,3,0,0,87.91177762971508,1
VEN-00319,0,0,0,29.25511737305176,2
VEN-00320,3,1,0,41.42574948850461,0
VEN-00321,4,1,0,50.62543363907106,0
VEN-00322,0,0,1,45.69071582639854,2
VEN-00323,4,1,0,55.03093806306644,1
VEN-00324,2,0,1,56.41057774256371,0
VEN-00325,0,0,0,22.68502903161005,1
VEN-00326,3,1,1,74.35804026144024,3
VEN-00327,1,0,0,14.79494861523,1
VEN-00328,2,1,0,121.84755029327772,0
VEN-00329,3,1,0,47.89619530643442,0
VEN-00330,3,2,3,45.15312081879453,1
VEN-00331,3,0,1,102.98365201147148,1
VEN-00332,5,2,0,83.41465941564438,1
VEN-00333,5,1,0,50.1760795522415,0
VEN-00334,1,0,0,27.034261618822203,0
VEN-00335,3,1,0,58.06399496483792,1
VEN-00336,6,1,0,76.5513683453493,0
VEN-00337,2,1,1,102.58912859334932,0
VEN-00338,3,1,0,21.12560180858636,1
VEN-00339,1,0,1,70.41653959544503,0
VEN-00340,3,1,1,57.79928497821148,2
VEN-00341,4,1,0,68.70161797080931,0
VEN-00342,2,1,0,93.32225124015451,0
VEN-00343,6,2,1,97.20270526728154,1
VEN-00344,0,0,2,65.45002969231345,1
VEN-00345,2,0,1,20.54038322679752,1
VEN-00346,1,0,0,87.30017510237347,0
VEN-00347,3,0,0,55.80661794111885,1
VEN-00348,5,2,0,53.847431661604766,0
VEN-00349,2,1,0,65.52259036335546,0
VEN-00350,2,0,2,56.43642198623392,1
VEN-00351,2,1,0,74.436339941166,0
VEN-00352,4,1,0,94.06245395105492,0
VEN-00353,1,1,2,99.8763632201746,1
VEN-00354,3,0,1,58.24342613515802,0
VEN-00355,1,1,0,45.32863933572895,2
VEN-00356,5,3,0,101.66886927659016,1
VEN-00357,5,2,0,132.00105047453945,1
VEN-00358,2,1,0,86.65082999816278,1
VEN-00359,3,1,0,37.91620760111758,1
VEN-00360,3,0,1,40.87899969764867,0
VEN-00361,3,1,0,74.85774375649076,2
VEN-00362,4,1,0,38.96833553301276,3
VEN-00363,2,0,0,143.4240633491912,0
VEN-00364,0,0,0,65.86120960726285,1
VEN-00365,2,0,0,39.92756047775171,0
VEN-00366,2,0,1,97.91901018546476,0
VEN-00367,3,1,0,106.5131867875804,0
VEN-00368,2,0,0,135.9040832457674,1
VEN-00369,2,0,0,77.49569322195708,1
VEN-00370,4,0,0,52.83108560349048,0
VEN-00371,9,2,0,111.05593883638888,2
VEN-00372,1,0,0,29.593002731897037,1
VEN-00373,1,0,1,17.45902741207555,1
VEN-00374,4,1,0,65.15108908526834,0
VEN-00375,2,0,0,214.5165458541244,1
VEN-00376,1,0,0,126.74829576515984,0
VEN-00377,4,0,0,80.77596386368529,1
VEN-00378,3,2,0,65.1185804821715,1
VEN-00379,5,2,0,49.55628951050974,1
VEN-00380,2,0,0,35.78194655252099,0
VEN-00381,2,0,2,71.32382925322503,0
VEN-00382,3,2,1,92.27029211152778,1
VEN-00383,2,0,0,49.94355065802338,0
VEN-00384,2,0,1,39.22015730919827,2
VEN-00385,5,1,0,59.68640418425032,0
VEN-00386,2,0,1,102.22915264164097,1
VEN-00387,5,3,0,54.67878916251652,2
VEN-00388,2,0,0,122.42640166995244,0
VEN-00389,0,0,0,31.242127351233755,1
VEN-00390,4,1,0,32.48402932162222,1
VEN-00391,6,1,0,61.34130148985744,2
VEN-00392,1,0,0,49.9663207237732,2
VEN-00393,1,0,0,84.01618821771454,0
VEN-00394,2,2,0,51.130887427036576,1
VEN-00395,0,0,0,47.71209487446913,0
VEN-00396,1,0,0,50.70321533017845,1
VEN-00397,2,1,0,44.225052215607576,0
VEN-00398,1,0,1,35.625349484858184,1
VEN-00399,3,0,0,117.6103148817753,0
VEN-00400,1,0,1,67.30569993861546,1
VEN-00401,4,0,2,53.38548405706715,0
VEN-00402,1,0,0,56.22953479645004,0
VEN-00403,0,0,0,75.28523809303643,0
VEN-00404,6,6,1,73.28633445210416,0
VEN-00405,4,1,0,107.48926427212866,0
VEN-00406,2,0,0,42.91842780826933,1
VEN-00407,3,2,0,97.398744483259,0
VEN-00408,3,2,0,21.3810449936378,1
VEN-00409,1,0,0,67.10217566456294,1
VEN-00410,2,1,0,91.68502659214968,1
VEN-00411,2,0,1,39.63386390364122,1
VEN-00412,3,1,0,103.57429790844267,1
VEN-00413,3,0,0,39.18936458382544,1
VEN-00414,0,0,0,161.58092046241225,1
VEN-00415,5,0,0,53.702919398155096,0
VEN-00416,0,0,0,76.22717140463264,0
VEN-00417,1,0,1,27.62686798479191,1
VEN-00418,2,0,0,59.283239572757815,0
VEN-00419,3,0,0,170.32638048336625,0
VEN-00420,0,0,1,47.00529946983426,1
VEN-00421,2,0,1,88.03876795570558,1
VEN-00422,3,1,1,35.48475776326816,0
VEN-00423,6,2,0,48.27201742972166,0
VEN-00424,3,1,1,25.35448117931166,2
VEN-00425,4,2,0,112.70505407506204,1
VEN-00426,5,2,0,53.661044901501526,0
VEN-00427,3,0,1,101.32195678208836,0
VEN-00428,2,1,1,104.64326240584106,0
VEN-00429,0,0,0,56.95493973169973,0
VEN-00430,0,0,1,81.20665491723156,0
VEN-00431,2,2,0,127.95321277172926,1
VEN-00432,3,1,1,179.68537323054787,1
VEN-00433,2,0,1,98.17213994080468,3
VEN-00434,2,1,0,33.64452841061269,0
VEN-00435,4,1,1,34.91093639563007,1
VEN-00436,4,0,0,54.09018376954715,1
VEN-00437,1,0,1,115.08282400925034,4
VEN-00438,2,0,0,76.70759787675568,0
VEN-00439,2,0,0,39.0713643234504,0
VEN-00440,3,1,1,35.706305970313686,1
VEN-00441,3,1,1,43.11015190683308,0
VEN-00442,1,1,1,64.65877565164176,0
VEN-00443,1,0,0,32.52276479774691,1
VEN-00444,7,1,1,37.96341934270518,0
VEN-00445,1,0,0,33.187474903471426,0
VEN-00446,1,1,1,47.518252129110536,0
VEN-00447,7,3,1,92.76073335095418,0
VEN-00448,0,0,0,87.68306795393235,1
VEN-00449,2,1,0,90.80571744130906,0
VEN-00450,4,1,1,75.05773623177782,0
VEN-00451,4,3,1,42.347197400437054,1
VEN-00452,2,0,0,96.242001037739,0
VEN-00453,1,0,0,168.0473623974954,1
VEN-00454,2,1,0,94.2923326357979,1
VEN-00455,2,1,0,204.16079865413917,2
VEN-00456,2,1,0,28.357438327565408,1
VEN-00457,3,1,0,23.54898117592297,0
VEN-00458,2,0,0,59.276899248459706,0
VEN-00459,3,0,0,5.0,3
VEN-00460,3,0,0,39.51933942663606,2
VEN-00461,1,0,0,84.71763701903224,1
VEN-00462,5,2,0,55.0178803910202,0
VEN-00463,0,0,1,83.01399619194683,0
VEN-00464,5,1,0,30.786066020911957,0
VEN-00465,2,1,0,115.90866539590203,1
VEN-00466,1,0,1,53.69235914889822,2
VEN-00467,3,0,2,92.89588919668272,0
VEN-00468,2,1,1,88.22203178763813,1
VEN-00469,2,0,1,84.53705041063567,1
VEN-00470,4,1,1,212.9721383543067,2
VEN-00471,4,0,1,77.44219108697972,0
VEN-00472,1,0,1,66.77490581130854,1
VEN-00473,1,1,0,19.663623447799974,0
VEN-00474,2,1,1,76.18252899364136,1
VEN-00475,2,0,0,113.50434558428944,1
VEN-00476,2,0,0,79.75650128277977,0
VEN-00477,1,0,0,39.582008251171445,1
VEN-00478,0,0,0,58.540329642974605,0
VEN-00479,2,0,1,40.45452159488877,1
VEN-00480,1,0,0,164.834753027954,1
VEN-00481,2,1,0,35.402992542899945,1
VEN-00482,1,0,0,114.15187584009055,1
VEN-00483,6,1,0,63.98680054124728,1
VEN-00484,4,1,0,117.69513623777534,0
VEN-00485,1,0,0,74.85974977214512,0
VEN-00486,3,0,0,99.00330830362714,1
VEN-00487,6,1,0,60.77363922898092,1
VEN-00488,3,0,0,10.395761843081624,0
VEN-00489,2,0,2,71.58702180045843,1
VEN-00490,5,3,0,50.74258533777495,1
VEN-00491,3,1,1,33.03323424242099,5
VEN-00492,3,2,0,79.23362542918291,1
VEN-00493,1,0,0,112.52104563103256,1
VEN-00494,1,1,0,13.24973647908462,1
VEN-00495,3,1,0,50.810181259462816,3
VEN-00496,4,2,1,75.47290523058177,1
VEN-00497,2,0,1,190.89164453560053,2
VEN-00498,2,0,0,38.66539236930101,2
VEN-00499,2,2,0,39.80087131692581,0
VEN-00500,3,1,1,27.41524357821025,1
VEN-00501,2,1,0,42.60523531417253,0
VEN-00502,3,1,1,91.3756483789235,1
VEN-00503,2,1,1,31.63511718940306,1
VEN-00504,6,0,0,74.00944200434762,0
VEN-00505,2,1,0,53.74811029354388,1
VEN-00506,3,0,0,90.40261999065493,0
VEN-00507,5,0,0,48.76320637730404,0
VEN-00508,2,2,0,14.192948624094193,0
VEN-00509,2,0,0,55.10330809192703,2
VEN-00510,2,0,1,42.39429913396378,0
VEN-00511,2,1,0,116.09233801174535,0
VEN-00512,1,0,2,71.3219555772887,0
VEN-00513,3,0,0,85.45962741877632,0
VEN-00514,2,0,0,62.553675870196734,2
VEN-00515,2,1,0,129.47352335765478,1
VEN-00516,7,0,1,27.767385333646256,0
VEN-00517,2,0,1,37.67797523886476,0
VEN-00518,2,0,0,110.37121529613287,0
VEN-00519,2,0,0,129.80572200357935,0
VEN-00520,2,1,0,61.19059811422022,0
VEN-00521,2,0,1,17.306479292832456,0
VEN-00522,1,0,0,14.22646472108273,1
VEN-00523,0,0,0,25.48426608918111,1
VEN-00524,1,0,0,26.527832035790933,1
VEN-00525,4,0,0,67.33767524728378,0
VEN-00526,0,0,0,70.51523682212554,1
VEN-00527,2,0,1,25.751869312825157,0
VEN-00528,0,0,0,158.16865402755883,2
VEN-00529,3,0,1,125.02751974352638,0
VEN-00530,4,0,0,61.37991757756932,1
VEN-00531,3,1,0,66.0255800393934,1
VEN-00532,2,1,0,20.48269793565573,0
VEN-00533,1,1,0,44.27070210127199,2
VEN-00534,3,0,2,132.86782167921737,2
VEN-00535,4,0,0,29.24601077814405,0
VEN-00536,5,0,0,78.20926192566674,3
VEN-00537,5,2,0,169.66117875073977,2
VEN-00538,2,1,1,38.69664672859609,0
VEN-00539,3,1,0,89.36184713348534,1
VEN-00540,4,0,0,88.25065975932861,1
VEN-00541,4,2,1,34.55332474266435,0
VEN-00542,3,2,0,124.25806254831086,0
VEN-00543,1,0,0,110.18891850154723,0
VEN-00544,0,0,1,130.02830123298284,0
VEN-00545,2,1,0,132.42797569255768,1
VEN-00546,5,3,0,45.7791134325534,0
VEN-00547,5,1,0,51.45415600807967,0
VEN-00548,0,0,0,100.77995518874414,4
VEN-00549,7,1,0,38.74731463930752,0
VEN-00550,2,0,3,32.402926866971825,1
VEN-00551,1,0,1,113.6120695833052,1
VEN-00552,2,0,0,166.312539368579,0
VEN-00553,4,1,0,94.30466706815844,0
VEN-00554,5,0,0,20.226320238551704,1
VEN-00555,6,2,0,146.24998143255013,1
VEN-00556,4,1,0,55.35936942150345,1
VEN-00557,2,1,0,74.88652555798141,0
VEN-00558,2,0,0,137.3492980709514,0
VEN-00559,4,1,0,82.62878114843346,1
VEN-00560,4,2,0,135.17988687853145,0
VEN-00561,5,1,1,49.55077729387928,0
VEN-00562,0,0,0,38.05240816181081,0
VEN-00563,1,0,1,52.69590224207696,0
VEN-00564,3,3,0,36.664315700239136,0
VEN-00565,5,3,1,78.74748434542083,1
VEN-00566,2,0,0,69.547679020641,1
VEN-00567,5,4,0,79.53594370722007,2
VEN-00568,3,1,1,26.65523341029788,2
VEN-00569,0,0,1,70.5104238639524,0
VEN-00570,2,1,0,45.392671751604745,1
VEN-00571,3,0,1,170.67798606733234,0
VEN-00572,7,3,0,55.076011887866834,0
VEN-00573,1,1,0,122.34790646218796,1
VEN-00574,3,1,1,92.64094451844036,2
VEN-00575,6,1,1,113.05439945767962,1
VEN-00576,3,0,0,48.31367310096719,0
VEN-00577,3,0,1,31.626467051992687,1
VEN-00578,2,1,0,56.75364866753756,0
VEN-00579,3,0,0,68.73444637468091,0
VEN-00580,2,0,0,60.50638655292036,1
VEN-00581,2,0,0,70.5785895452479,1
VEN-00582,2,0,0,85.19977070710347,0
VEN-00583,2,1,0,26.168527883589864,1
VEN-00584,5,2,1,132.4798424086953,2
VEN-00585,2,1,0,82.12494871674097,0
VEN-00586,3,1,0,62.2101771851215,0
VEN-00587,3,0,1,15.013707849685469,0
VEN-00588,2,1,0,193.1873090992226,2
VEN-00589,1,0,1,118.68571754430326,1
VEN-00590,1,0,0,67.63043313821333,1
VEN-00591,5,1,0,86.4285367118252,0
VEN-00592,5,3,1,44.962811679004496,1
VEN-00593,0,0,0,39.00684671171012,0
VEN-00594,2,0,0,153.25478515176883,0
VEN-00595,3,1,0,94.58634782503576,0
VEN-00596,3,1,0,153.74039687929078,3
VEN-00597,3,1,1,57.71063772469618,0
VEN-00598,4,0,1,60.29501897074287,1
VEN-00599,0,0,0,53.48703374798903,0
VEN-00600,2,1,0,134.10516190598597,0
VEN-00601,3,0,0,119.18813729535604,0
VEN-00602,4,1,1,107.697327439321,0
VEN-00603,0,0,1,51.69939026607326,2
VEN-00604,1,0,0,35.18006641017792,0
